title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Wonderful,9,,,Jean-claude,Couple,Marina Bay View Room King,3,"11, 2019",Switzerland,ch,[List]
Good,7.5,,,Giulio,Solo traveler,Club Marina Bay King,5,"28, 2019",Italy,it,[List]
Exceptional,9.6,,,Sehee,Family,Club Marina Bay Twin,5,"28, 2019",South Korea,kr,[List]
Exceptional,10,,,Konstantin,Couple,Ocean View Room King,2,"23, 2019",Russia,ru,[List]
Exceptional,10,,,Koichiro,Couple,Club Marina Bay King,1,"17, 2019",Japan,jp,[List]
Exceptional,10,,,Y,Family,Marina Bay View Room Twin,4,"17, 2019",Japan,jp,[List]
Exceptional,10,,,Claudia,Solo traveler,Ocean View Room King,3,"14, 2019",Colombia,co,[List]
Exceptional,9.5,,,Zhengui,Group,Ocean View Room King,1,"10, 2019",China,cn,[List]
Exceptional,9.6,,,Janthawan,Solo traveler,Marina Bay View Room King,1,"5, 2019",Malaysia,my,[List]
Good,7,,,Hodohara,Couple,City Suite King,2,"12, 2022",Japan,jp,[List]
Pleasant,6,,,Patrick,Family,City Suite Twin,1,"10, 2022",France,fr,[List]
Good,7,,,Jesus,Family,Marina Bay View Room King,3,"10, 2022",Spain,es,[List]
Good,7,,,Irene,Family,City Suite King,2,"6, 2022",Spain,es,[List]
Disappointing,4,,,Hanh,Group,Ocean View Room King,1,"4, 2022",United States of America,us,[List]
Good,7,,,Martin,Family,City Suite King,4,"20, 2022",Germany,de,[List]
Fair,5,,,Giuseppe,Family,City Suite King,3,"18, 2022",Italy,it,[List]
Very Poor,2,,,Soohyun,Family,Deluxe Room Twin,1,"14, 2022",South Korea,kr,[List]
Poor,3,,,Benjamin,Family,City Suite King,3,"8, 2022",France,fr,[List]
Pleasant,6,,,Romy,Couple,Ocean Grand King,3,"5, 2022",Germany,de,[List]
Wonderful,9,,,Pål,Solo traveler,Ocean View Room Twin,3,"1, 2020",Norway,no,[List]
Very Good,8,,,Canan,Family,Marina Bay View Room King,5,"28, 2020",Turkey,tr,[List]
Good,7.5,,,Bart,Couple,Premier King Room,2,"25, 2020",Belgium,be,[List]
Very Good,8,,,Hagkyu,Family,Marina Bay View Room King,3,"25, 2020",South Korea,kr,[List]
Wonderful,9,,,Ighadwi,Solo traveler,Deluxe Room King,7,"21, 2020",Qatar,qa,[List]
Very Good,8,,,Ivan,Family,Ocean View Room King,2,"19, 2020",France,fr,[List]
Wonderful,9,,,Raphael,Couple,Ocean View Room King,2,"18, 2020",Switzerland,ch,[List]
Wonderful,9,,,Jean-louis,Solo traveler,Deluxe Room King,4,"17, 2020",France,fr,[List]
Very Good,8,,,Alain,Couple,Marina Bay View Room King,2,"14, 2020",France,fr,[List]
Exceptional,10,,,Azusa,Family,Club City Room Twin,1,"11, 2020",Japan,jp,[List]
Exceptional,10,,,אנונימי,Solo traveler,Club Marina Bay King,4,"10, 2020",Israel,il,[List]
Exceptional,9.6,,,Vera,Couple,Ocean View Room King,3,"3, 2020",Russia,ru,[List]
Exceptional,10,,,Aoi,Couple,Marina Bay View Room King,2,"2, 2020",Japan,jp,[List]
Exceptional,10,,,Jeong,Couple,Marina Bay View Room King,3,"28, 2020",South Korea,kr,[List]
Exceptional,10,,,Michael,Family,Marina Bay View Room King,4,"23, 2020",Hong Kong,hk,[List]
Exceptional,10,,,Ken,Couple,Marina Bay View Room King,2,"20, 2020",Canada,ca,[List]
Very Good,8,,,11058508,Group,Marina Bay View Room King,1,"19, 2020",South Korea,kr,[List]
Very Good,8,,,Cedric,Family,Ocean View Room Twin,3,"17, 2020",France,fr,[List]
Exceptional,9.6,,,Marcos,Couple,Marina Bay View Room King,1,"14, 2020",Brazil,br,[List]
Exceptional,9.6,,,은지,Group,Marina Bay View Room Twin,1,"12, 2020",South Korea,kr,[List]
Exceptional,10,,,Ingrid,Couple,Club Marina Bay Twin,3,"5, 2020",Austria,at,[List]
Excellent,8.8,,,Nakazawa,Solo traveler,Marina Bay View Room King,4,"4, 2020",Japan,jp,[List]
Very Good,8,,,Abdelouahab,Family,Ocean View Room Twin,5,"29, 2019",France,fr,[List]
Exceptional,9.6,,,Foglio,Couple,Ocean View Room King,2,"29, 2019",Italy,it,[List]
Exceptional,9.6,,,Ａkiko,Couple,Ocean View Room King,2,"28, 2019",Japan,jp,[List]
Wonderful,9,,,Albert,Group,Ocean View Room King,6,"24, 2022",Germany,de,[List]
Exceptional,10,,,Sohyun,Couple,Marina Bay View Room King,2,"21, 2022",South Korea,kr,[List]
Exceptional,10,,,Rosanna,Family,Marina Bay View Room Twin,2,"21, 2022",New Caledonia,nc,[List]
Exceptional,10,,,Benjamin,Couple,Ocean View Room King,1,"18, 2022",France,fr,[List]
Exceptional,10,,,Wongmekiat,Family,Marina Bay View Room King,1,"16, 2022",Thailand,th,[List]
Wonderful,9,,,Songhee,Couple,Marina Bay View Room King,2,"14, 2022",South Korea,kr,[List]
Very Good,8,,,Camille,Family,City Suite King,1,"9, 2022",France,fr,[List]
Exceptional,10,,,석규,Family,City Suite Twin,1,"31, 2022",United States of America,us,[List]
Exceptional,10,,,Oghyang,Family,Marina Bay View Room King,4,"29, 2022",South Korea,kr,[List]
Exceptional,10,,,Wenyuan,Family,City Suite King,2,"25, 2022",France,fr,[List]
Exceptional,10,,,Wenyuan,Family,City Suite King,3,"25, 2022",France,fr,[List]
Very Good,8,,,Shiho,Family,Premier Twin Room,4,"23, 2022",Japan,jp,[List]
Exceptional,10,,,Karsten,Family,City Suite Twin,3,"19, 2022",Germany,de,[List]
Exceptional,10,,,Stefan,Family,City Suite King,4,"15, 2022",Switzerland,ch,[List]
Exceptional,10,,,Yuta,Solo traveler,Marina Bay View Room King,3,"14, 2022",Japan,jp,[List]
Very Good,8,,,Dora,Group,Premier King Room,3,"13, 2022",Taiwan,tw,[List]
Wonderful,9,,,Seeun,Couple,Ocean View Room King,1,"11, 2022",South Korea,kr,[List]
Wonderful,9,,,Axel,Family,Ocean View Room King,1,"6, 2022",France,fr,[List]
Wonderful,9,,,Axel,Family,Ocean View Room Twin,2,"6, 2022",France,fr,[List]
Wonderful,9,,,Marcio,Couple,Marina Bay View Room King,2,"1, 2022",Brazil,br,[List]
Exceptional,10,,,Hyuk,Family,Premier Twin Room,2,"28, 2022",South Korea,kr,[List]
Wonderful,9,,,Minna,Solo traveler,Ocean View Room King,2,"27, 2022",Denmark,dk,[List]
Very Good,8,,,Tiago,Couple,City Suite King,2,"24, 2022",Portugal,pt,[List]
Wonderful,9,,,Nicole,Solo traveler,Ocean Grand King,3,"23, 2022",Switzerland,ch,[List]
Very Good,8,,,Esther,Family,Marina Bay Suite King,3,"21, 2022",Singapore,sg,[List]
Exceptional,10,,,Vincent,Solo traveler,Ocean View Room King,4,"20, 2022",Belgium,be,[List]
Exceptional,10,,,Kang,Family,Marina Bay View Room King,3,"19, 2022",South Korea,kr,[List]
Very Good,8,,,Jürgen,Solo traveler,Ocean View Room King,1,"13, 2022",Germany,de,[List]
Very Good,8,,,Eunkyung,Family,Marina Bay View Room Twin,3,"7, 2022",South Korea,kr,[List]
Wonderful,9,,,Bomba,Family,City Suite King,3,"6, 2022",Philippines,ph,[List]
Very Good,8,,,Liang,Solo traveler,Marina Bay View Room King,8,"1, 2022",Singapore,sg,[List]
Exceptional,10,,,Habaib,Couple,Ocean View Room King,7,"31, 2022",France,fr,[List]
Wonderful,9,,,Eunjin,Couple,Marina Bay View Room King,3,"28, 2022",South Korea,kr,[List]
Exceptional,10,,,Jaehyung,Family,Marina Bay View Room King,5,"23, 2022",South Korea,kr,[List]
Exceptional,10,,,Langpape,Family,Premier Twin Room,3,"21, 2022",Germany,de,[List]
Very Good,8,,,가영,Group,Premier King Room,2,"21, 2022",South Korea,kr,[List]
Wonderful,9,,,Aamae,Family,City Suite Twin,2,"18, 2022",Malaysia,my,[List]
Exceptional,10,,,Muslim,Family,Marina Bay Suite Twin,1,"15, 2022",Indonesia,id,[List]
Very Good,8,,,Rutger,Couple,Deluxe Room King,2,"13, 2022",Netherlands,nl,[List]
Exceptional,10,,,Siew,Family,City Suite King,2,"7, 2022",Malaysia,my,[List]
Exceptional,10,,,Min,Family,Marina Bay View Room King,6,"4, 2022",Australia,au,[List]
Exceptional,10,,,Omer,Couple,Marina Bay View Room King,3,"3, 2022",Turkey,tr,[List]
Wonderful,9,,,Malin,Couple,Marina Bay View Room King,2,"4, 2022",Sweden,se,[List]
Wonderful,9,,,Yukiko,Family,Marina Bay View Room King,1,"21, 2022",Singapore,sg,[List]
Exceptional,10,,,Sherin,Couple,Ocean View Room King,2,"10, 2021",Singapore,sg,[List]
Exceptional,10,,,Mike,Family,Ocean Grand King,2,"2, 2021",Japan,jp,[List]
Exceptional,10,,,Wei,Family,Ocean View Room Twin,1,"13, 2021",China,cn,[List]
Exceptional,10,,,Rita,Group,Ocean View Room Twin,3,"12, 2020",Germany,de,[List]
Exceptional,10,,,Angela,Couple,Club Marina Bay King,4,"10, 2020",Switzerland,ch,[List]
Exceptional,10,,,Sabine,Couple,Marina Bay View Room King,7,"4, 2020",Germany,de,[List]
Wonderful,9,,,Anonymous,Couple,,2,"11, 2020",Singapore,sg,[List]
Very Good,8,,,Anonymous,Couple,,1,"29, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,2,"11, 2020",Italy,it,[List]
Wonderful,9.2,,,Anonymous,Couple,,3,"27, 2020",Canada,ca,[List]
Exceptional,10,,,Anonymous,Solo traveler,,1,"15, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Solo traveler,,1,"15, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Family,,4,"2, 2020",Australia,au,[List]
Exceptional,10,,,Anonymous,Family,,5,"23, 2020",South Africa,za,[List]
Wonderful,9,,,Anonymous,Couple,,7,"13, 2020",United Kingdom,gb,[List]
Exceptional,9.6,,,Anonymous,Couple,,4,"26, 2019",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,3,"15, 2019",Sri Lanka,lk,[List]
Exceptional,10,,,Anonymous,Couple,,2,"20, 2019",United Kingdom,gb,[List]
Exceptional,9.6,,,Anonymous,Couple,,3,"22, 2019",United States of America,us,[List]
Disappointing,4,,,Anonymous,Couple,,3,"24, 2021",Singapore,sg,[List]
Good,7.1,,,Anonymous,Family,,3,"31, 2019",United Kingdom,gb,[List]
Okay,5.8,,,Anonymous,Couple,,4,"14, 2019",Israel,il,[List]
Very Good,8,,,Jongseok,Couple,Marina Bay View Room King,1,"12, 2022",South Korea,kr,[List]
Exceptional,10,,,Keira,Solo traveler,Marina Bay View Room King,1,"11, 2022",Taiwan,tw,[List]
Very Good,8,,,Markus,Family,Premier King Room,4,"11, 2022",Germany,de,[List]
Exceptional,10,,,宸妤,Family,City Suite Twin,2,"9, 2022",Taiwan,tw,[List]
Exceptional,10,,,Yongxin,Couple,Marina Bay View Room King,6,"8, 2022",Singapore,sg,[List]
Wonderful,9,,,Torsten,Family,Marina Bay View Room Twin,2,"29, 2022",Germany,de,[List]
Exceptional,10,,,Takayuki,Family,Marina Bay Suite King,2,"27, 2022",Malaysia,my,[List]
Wonderful,9,,,Blaferrere,Couple,Marina Bay View Room King,2,"26, 2022",France,fr,[List]
Very Good,8,,,Gabriel,Couple,Marina Bay View Room King,3,"25, 2022",Switzerland,ch,[List]
Fair,5,,,Charlie,Family,City Suite King,2,"14, 2022",Australia,au,[List]
Fair,5,,,Liang,Group,Ocean Grand King,2,"10, 2022",Malaysia,my,[List]
Good,7,,,Kurt,Family,City Suite Twin,3,"30, 2022",South Africa,za,[List]
Fair,5,,,Baran,Group,Marina Bay View Room King,3,"20, 2022",China,cn,[List]
Pleasant,6,,,Peter,Solo traveler,Marina Bay View Room Twin,1,"7, 2022",Germany,de,[List]
Good,7,,,Mei,Couple,Deluxe Room King,2,"24, 2022",Singapore,sg,[List]
Good,7,,,Ellyz,Family,Deluxe Room King,1,"16, 2021",Singapore,sg,[List]
Good,7,,,Mark,Family,City Suite King,2,"13, 2021",Singapore,sg,[List]
Good,7,,,Julia,Couple,Marina Bay View Room King,1,"25, 2021",Singapore,sg,[List]
Pleasant,6,,,Ahumairah,Family,Ocean View Room Twin,1,"10, 2021",Singapore,sg,[List]
Good,7,,,Ernest,Couple,Marina Bay View Room King,2,"20, 2020",Singapore,sg,[List]
Good,7,,,Lee,Couple,Ocean View Room King,1,"14, 2020",Malaysia,my,[List]
Disappointing,4,,,Juyoung,Family,City Suite Twin,2,"10, 2020",Singapore,sg,[List]
Good,7,,,Orlie,Group,Deluxe Room Twin,1,"2, 2020",Singapore,sg,[List]
Poor,3,,,Imene,Solo traveler,City Suite Twin,2,"21, 2020",Singapore,sg,[List]
Okay,5.8,,,Alexander,Solo traveler,Club Marina Bay Suite King,3,"30, 2019",Russia,ru,[List]
Pleasant,6,,,Sophie,Couple,City Suite King,1,"17, 2019",Switzerland,ch,[List]
Good,7.1,,,Saeed,Solo traveler,Ocean View Room King,2,"26, 2019",United Arab Emirates,ae,[List]
Wonderful,9,,,Anonymous,Family,,3,"22, 2022",Australia,au,[List]
Wonderful,9,,,Anonymous,Couple,,3,"30, 2022",Australia,au,[List]
Wonderful,9,,,Anonymous,Family,,1,"23, 2022",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Family,,2,"14, 2022",Singapore,sg,[List]
Wonderful,9,,,Anonymous,Couple,,1,"1, 2021",Singapore,sg,[List]
Very Good,8,,,Anonymous,Couple,,2,"1, 2021",United States of America,us,[List]
Exceptional,10,,,Anonymous,Couple,,1,"18, 2020",Singapore,sg,[List]
Exceptional,10,,,Brian,Couple,Marina Bay View Room King,2,"1, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Yoneo,Couple,Deluxe Room Twin,3,"31, 2019",Japan,jp,[List]
Excellent,8.8,,,Saran,Solo traveler,Ocean View Room King,3,"28, 2019",Malaysia,my,[List]
Good,7.9,,,Alex,Couple,Marina Bay View Room King,2,"23, 2019",United Kingdom,gb,[List]
Good,7.9,,,Yuehhan,Couple,Ocean View Room King,4,"22, 2019",Philippines,ph,[List]
Very Good,8,,,Henry,Family,Ocean View Room King,1,"18, 2019",United States of America,us,[List]
Wonderful,9.2,,,Bram,Couple,Marina Bay View Room King,2,"18, 2019",South Africa,za,[List]
Exceptional,10,,,Ben,Couple,Club Marina Bay King,7,"10, 2019",Australia,au,[List]
"Excellent location, rooms and breakfast.",10,,,Misha,Family,Marina Bay View Room Twin,3,"3, 2019",United States of America,us,[List]
Exceptional,10,,,Jacqueline,Couple,Club Marina Bay King,2,"17, 2019",Australia,au,[List]
Good,7.5,,,Imran,Solo traveler,Marina Bay View Room King,4,"1, 2019",Pakistan,pk,[List]
Wonderful,9.2,,,James,Solo traveler,Ocean View Room King,2,"29, 2019",United Kingdom,gb,[List]
Wonderful,9.2,,,Diamantino,Group,Marina Bay View Room King,1,"27, 2019",South Africa,za,[List]
Exceptional,10,,,Chris,Couple,Ocean View Room King,2,"23, 2019",United Kingdom,gb,[List]
Exceptional,10,,,Guido,Couple,Ocean View Room King,4,"22, 2019",Italy,it,[List]
Exceptional,9.6,,,Vadim,Solo traveler,Premier King Room,4,"22, 2019",United States of America,us,[List]
Exceptional,10,,,Jenny,Solo traveler,Ocean View Room King,1,"18, 2019",United Kingdom,gb,[List]
Exceptional,9.6,,,Marc,Solo traveler,City Suite King,3,"18, 2019",Switzerland,ch,[List]
Exceptional,9.6,,,James,Group,Club Marina Bay King,3,"14, 2019",United Kingdom,gb,[List]
Very Good,8.3,,,Mohammadreza,Solo traveler,Deluxe Room Twin,2,"4, 2019",United Arab Emirates,ae,[List]
amaging,9.2,,,Noriaki,Family,City Suite Twin,1,"24, 2019",Japan,jp,[List]
Good,7.5,,,Panom,Solo traveler,Ocean View Room King,2,"23, 2019",Australia,au,[List]
Good,7,,,Chitrakala,Family,Ocean View Room Twin,2,"22, 2022",Malaysia,my,[List]
Pleasant,6,,,Ahmed,Family,City Suite Twin,6,"29, 2022",Bahrain,bh,[List]
Good,7,,,Omar,Family,City Suite King,10,"22, 2022",United Arab Emirates,ae,[List]
Good,7.5,,,Wai,Family,Ocean View Room Twin,3,"23, 2020",Hong Kong,hk,[List]
Wonderful,9.2,,,Dawn,Couple,Marina Bay View Room King,2,"18, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Ivan,Couple,Marina Bay View Room King,3,"10, 2020",Colombia,co,[List]
Exceptional,10,,,Matthew,Couple,Ocean View Room King,2,"5, 2020",United States of America,us,[List]
Exceptional,10,,,David,Couple,Club Marina Bay King,4,"4, 2020",Australia,au,[List]
Exceptional,10,,,Geoffrey,Couple,Ocean View Room King,3,"30, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Leonid,Couple,Club Marina Bay King,1,"28, 2020",Singapore,sg,[List]
Exceptional,10,,,Jon,Couple,Club City Room Twin,3,"28, 2020",Australia,au,[List]
Exceptional,10,,,Natasha,Group,Marina Bay View Room Twin,2,"27, 2020",United Kingdom,gb,[List]
Wonderful,9,,,Tsz,Family,Ocean View Room Twin,4,"25, 2020",Hong Kong,hk,[List]
Wonderful,9.2,,,Louise,Family,Marina Bay View Room King,3,"25, 2020",Australia,au,[List]
Exceptional,10,,,Apaspong,Family,Marina Bay View Room King,3,"23, 2020",Thailand,th,[List]
Very Good,8.3,,,Fivos,Solo traveler,Deluxe Room King,2,"19, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Karen,Solo traveler,Ocean View Room King,1,"19, 2020",Uganda,ug,[List]
Exceptional,10,,,Damir,Couple,Marina Bay View Room King,1,"18, 2020",United Kingdom,gb,[List]
Exceptional,9.6,,,Sumayah,Family,Ocean View Room Twin,4,"17, 2020",Saudi Arabia,sa,[List]
Exceptional,10,,,Henri,Solo traveler,Marina Bay View Room King,4,"13, 2020",Switzerland,ch,[List]
Exceptional,10,,,Suresh,Solo traveler,Ocean View Room Twin,1,"12, 2020",Malaysia,my,[List]
Wonderful,9,,,Augustino,Group,Deluxe Room King,2,"11, 2020",Vietnam,vn,[List]
Exceptional,10,,,Ali,Family,Ocean View Room King,1,"9, 2020",Singapore,sg,[List]
Exceptional,10,,,Thayakorn,Group,Ocean View Room King,2,"7, 2020",Thailand,th,[List]
Exceptional,9.6,,,Alaeldeen,Family,Marina Bay View Room King,1,"6, 2020",Malaysia,my,[List]
Exceptional,9.6,,,Rajan,Couple,Premier King Room,1,"4, 2020",Kenya,ke,[List]
Exceptional,10,,,Nancy,Couple,Marina Bay View Room King,1,"4, 2020",Australia,au,[List]
Exceptional,10,,,Victoria,Family,Deluxe Room King,7,"2, 2020",Japan,jp,[List]
Wonderful,9,,,Louise,Couple,Ocean View Room King,3,"4, 2021",Singapore,sg,[List]
Wonderful,9,,,Risa,Couple,Ocean View Room King,3,"24, 2021",Singapore,sg,[List]
Wonderful,9,,,Leng,Couple,Ocean View Room King,1,"13, 2021",Singapore,sg,[List]
Exceptional,10,,,Abdillah,Couple,Ocean View Room King,2,"20, 2021",Singapore,sg,[List]
Wonderful,9,,,Nur,Solo traveler,Marina Bay View Room King,2,"28, 2021",Singapore,sg,[List]
Wonderful,9,,,Raihana,Family,City Suite King,2,"26, 2021",Singapore,sg,[List]
Exceptional,10,,,Takumi,Family,Ocean Grand King,2,"22, 2021",Japan,jp,[List]
Wonderful,9,,,Ksg,Couple,Marina Bay View Room King,2,"3, 2021",Singapore,sg,[List]
Exceptional,10,,,Mohammed,Solo traveler,Marina Bay View Room King,1,"30, 2020",Singapore,sg,[List]
Exceptional,10,,,Elena,Family,Premier Twin Room,2,"28, 2020",Singapore,sg,[List]
Exceptional,10,,,Tow,Couple,Marina Bay View Room King,1,"14, 2020",Singapore,sg,[List]
Exceptional,10,,,Rabiahtul,Couple,Marina Bay View Room King,1,"10, 2020",Singapore,sg,[List]
Very Good,8,,,Piat,Family,Premier King Room,1,"29, 2020",Singapore,sg,[List]
Wonderful,9,,,Haruka,Couple,Ocean View Room King,1,"23, 2020",Singapore,sg,[List]
Exceptional,10,,,Rafidah,Couple,Ocean View Room King,1,"19, 2020",Singapore,sg,[List]
Wonderful,9,,,Ain,Family,Ocean Grand King,1,"13, 2020",Singapore,sg,[List]
Wonderful,9,,,Frederic,Family,Marina Bay View Room King,1,"10, 2020",Singapore,sg,[List]
Exceptional,10,,,Paula,Couple,Marina Bay View Room Twin,2,"30, 2020",Singapore,sg,[List]
Very Good,8,,,Siti,Family,Ocean View Room King,1,"10, 2020",Singapore,sg,[List]
Exceptional,9.6,,,David,Couple,Ocean View Room King,5,"6, 2020",Australia,au,[List]
Exceptional,10,,,Ellen,Couple,Marina Bay View Room King,3,"3, 2020",United Kingdom,gb,[List]
Wonderful,9,,,Christine,Couple,Marina Bay View Room King,2,"2, 2020",United Kingdom,gb,[List]
Very Good,8,,,Ryo,Family,Marina Bay View Room Twin,2,"29, 2020",Japan,jp,[List]
Exceptional,10,,,Ricardo,Family,Marina Bay View Room Twin,4,"28, 2020",Macau,mo,[List]
Exceptional,9.6,,,Nurjuhadjinah,Group,Marina Bay View Room King,1,"23, 2020",Singapore,sg,[List]
Very Good,8,,,Jintana,Family,City Suite King,2,"7, 2022",Thailand,th,[List]
Wonderful,9,,,Kunal,Solo traveler,Ocean View Room King,2,"5, 2022",United Arab Emirates,ae,[List]
Very Good,8,,,Christian,Couple,Marina Bay View Room King,3,"3, 2022",United Kingdom,gb,[List]
Very Good,8,,,Mengjie,Family,Marina Bay Suite King,1,"2, 2022",Singapore,sg,[List]
Wonderful,9,,,Vicky,Family,Ocean Grand King,4,"1, 2022",Australia,au,[List]
Exceptional,10,,,Naman,Couple,Marina Bay View Room King,3,"1, 2022",India,in,[List]
Exceptional,10,,,Ban,Couple,Marina Bay View Room King,4,"31, 2022",Australia,au,[List]
Exceptional,10,,,Martin,Solo traveler,Marina Bay Suite King,1,"30, 2022",United Kingdom,gb,[List]
Very Good,8,,,Yvonne,Group,City Suite King,1,"20, 2022",Malaysia,my,[List]
Very Good,8,,,Craig,Solo traveler,Marina Bay View Room King,5,"19, 2022",South Africa,za,[List]
Wonderful,9,,,Yeong,Family,Deluxe Room King,1,"16, 2022",Singapore,sg,[List]
Very Good,8,,,Ritesh,Family,City Suite Twin,8,"14, 2022",India,in,[List]
Exceptional,10,,,Cindy,Solo traveler,Marina Bay View Room King,3,"13, 2022",Taiwan,tw,[List]
Very Good,8,,,Sara,Group,Marina Bay View Room King,7,"12, 2022",United Arab Emirates,ae,[List]
Wonderful,9,,,Nour,Group,Marina Bay View Room King,3,"12, 2022",Turkey,tr,[List]
Very Good,8,,,Sarah,Family,Ocean View Room Twin,1,"11, 2022",United Kingdom,gb,[List]
Exceptional,10,,,Hayeong,Couple,Marina Bay View Room King,4,"8, 2022",South Korea,kr,[List]
Exceptional,10,,,Fumika,Group,Marina Bay View Room Twin,2,"7, 2022",Japan,jp,[List]
Very Good,8,,,Orhan,Solo traveler,Marina Bay Suite King,3,"28, 2022",China,cn,[List]
Exceptional,10,,,Benjamin,Group,Premier Twin Room,5,"27, 2022",Australia,au,[List]
Exceptional,10,,,Kyoko,Family,Marina Bay View Room Twin,5,"26, 2022",Singapore,sg,[List]
Wonderful,9,,,Rizwan,Solo traveler,Deluxe Room King,2,"25, 2022",India,in,[List]
Exceptional,10,,,Tan,Family,Premier King Room,1,"24, 2022",Singapore,sg,[List]
Very Good,8,,,Md,Group,Premier Twin Room,4,"24, 2022",Bangladesh,bd,[List]
Wonderful,9,,,Rizwan,Solo traveler,Deluxe Room King,1,"23, 2022",India,in,[List]
Wonderful,9,,,Rebecca,Couple,Marina Bay View Room King,3,"14, 2022",Australia,au,[List]
Wonderful,9,,,Jaekyn,Family,Premier Twin Room,2,"12, 2022",South Korea,kr,[List]
Wonderful,9,,,Namik,Solo traveler,City Suite King,3,"10, 2022",Switzerland,ch,[List]
Exceptional,10,,,Henri,Couple,Marina Bay View Room King,4,"3, 2022",Switzerland,ch,[List]
