title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Good,7,"Swimming pool was great for me as I have very sensitive skin. Great location to park, eateries and shopping centre.",The bed was slanted.. the pillows are too low. The air con is very dry,Joreen,Couple,Deluxe Double or Twin Room,2,"19, 2022",Singapore,sg,[List]
Fabulous,8,"I love the swimming pool, it was really clean & nice.",The rooms were not sound proof. I could hear another room’s music for my entire stay. The breakfast staff were a little short handed and I feel the younger waitresses need more training to welcome the hotel guest in properly & let us know which menu we should order from.,Esther,Group,Premium King Room,2,"16, 2022",Singapore,sg,[List]
Quiet staycay with partner.,9,Love the bathtub in the room and how quiet the surrounding is. The hotel is beautiful and peaceful.,"Thou we reach the hotel after the check in time stated, we were still required to wait for 2 - 3 hours for checking in.",Msredz,Family,Deluxe Double Garden Room,1,"13, 2022",Singapore,sg,[List]
Awesome staycation with family,8,Fantastic location and breakfast was semi-buffet with some good choices of food. The premier room was big and comfy.,,Robert,Family,Premium King Room,1,"30, 2021",Singapore,sg,[List]
Very Good,8,spacious room,marble floor can be slippery when wet,Vincent,Family,Deluxe Double or Twin Room,2,"26, 2021",Singapore,sg,[List]
Very Good,8,"Thank you for the service from the time we drop of from our cab. 
They were great.","Breakfast could be more appetising. 
Student part time staff should be well aware of the surroundings to serve the needs of the customers.",Bao,Family,Deluxe Double or Twin Room,1,"22, 2021",Singapore,sg,[List]
Comfortable rooms are all that is good about it.,7,"Rooms were fantastic and the complimentary upgrade sure made my day. One of the managers, Ruby, was exceptionally helpful and professional.","The restaurant was crap. the service and food were both below par for a 5-star hotel. The lobster mac and cheese had close to NO lobster, completely different from the picture on the menu. It had no seasoning either. I think it was cooked and then reheated. too much garlic as well.
One of the restaurant managers, a man, was making excuses when we asked him, ""Why did the starter come after the main course?"" He said, ""This is just the way we do things. We don't really look at which is the starter or the main. We just go down the list and send out food in that order."" No professionalism at all.
The waiters were walking zombies who also did not have any product knowledge when it came to food. They were not attentive. Only one waiter stood out to us as attentive and polite. He was an elderly gentleman who was not very tall. He carried himself as professionally as possible and always checked on our tables to see if we needed anything. He was more professional and polite than the male manager.
Breakfast was terrible as well. Food was trash. The nasi lemak was an insult to Singapore cuisine. The chef was obviously unpassionate about his job. He should find another job.",Dennis,Group,Deluxe Double or Twin Room,2,"19, 2021",Singapore,sg,[List]
"Location great,  Relaxing ambience,  , staff v helpful",9,"Special mention to staff who made my stay enjoyable: Ruby the dining/bar manager,Jason,  reception staff and the lovely helpful and curteous young students at the restaurant and bar",,Emilyn,Solo traveler,Premium King Room,5,"18, 2021",United Kingdom,gb,[List]
Overall I’m very happy with my stay,9,Very nice room with nice garden view. Staffs are friendly amd very good services.,TV is not a smart TV which is only has local chanels,My,Couple,Deluxe Double Garden Room,1,"15, 2021",Singapore,sg,[List]
Very Good,8,"quiet and peaceful location, next to a beautiful park","soundproofing was not ideal, could hear the vacuuming in next room.",Wanzhen,Couple,Deluxe Double or Twin Room,1,"15, 2021",Singapore,sg,[List]
Very Good,8,the view and bathroom,,Jia,Couple,Deluxe Double or Twin Room,1,"13, 2021",Singapore,sg,[List]
"Relaxing ambience, helpful staff and great location",8,"Liked the food in restaurant. The choices and variety catered for all tastes , and the prices reasonable enough for me to be able to dine there every day. I stayed 11 days altogether in 3 separate bookings. Special mention goes to the young students who served me, the female restaurant manager and the porter Jason . These people were v helpful. and exceptional and made my stay really enjoyable .",,Emilyn,Solo traveler,Premium King Room,3,"13, 2021",United Kingdom,gb,[List]
Beautiful hotel,9,"Staff was friendly and detailed, although we come early as we cane from another hotel, she tried her best to check if the room is available and amazingly we got to check in at 12 plus.
Although hotel look old, room was amazing and sparkling clean.
I would surely want to stay in the hotel again!",Nil,Siti,Couple,Deluxe Double or Twin Room,1,"10, 2021",Singapore,sg,[List]
Relaxing staycation,8,"The staff was excellent especially Nadia at front desk, and Ruby at The Salon and bar.","Room size a little small, though bathroom was good sized.",Melvyn,Couple,Deluxe Double or Twin Room,2,"9, 2021",Singapore,sg,[List]
Very Good,8,The room layout and toilet / bathroom.  Spacious and beautiful.,The breakfast was limited in quantity and variety.  Not value for money.,Vincent,Couple,Deluxe Double or Twin Room,1,"2, 2021",Singapore,sg,[List]
"Peacefully tucked in historical fort canning park, away from the hustle & bustle of city life yet just a stone’s thr",9,"Quiet, clean & very comfortable. Away from the hustle and bustle of the city yet a stone’s throw away from shopping malls and restaurants. Bathtub’s awesome too!","Garden area, outdoor lift, etc is a little dated. could use some maintenance.",Jade,Family,Deluxe Double or Twin Room,1,"28, 2021",Singapore,sg,[List]
Good,7,Location,Bed sheet with stains,Jason,Couple,Deluxe Double or Twin Room,1,"27, 2021",Singapore,sg,[List]
such a great experience. they even prepared rose petals on our bed for our anniversary,8,the design of the room is so stunning.,don’t have Netflix and YouTube haha,Lia,Couple,Deluxe Double or Twin Room,1,"25, 2021",Singapore,sg,[List]
Very comfortable stay for me.,8,"In the room a deeper bath tab is located, which made me very comfortable.",,Toshiro,Solo traveler,Deluxe Double or Twin Room,1,"23, 2021",Japan,jp,[List]
Very nice place for city break / staycation in green part of Singapore,9,"Hotel is very nicely located in the charming Fort Canning Park - perfect place for walks over day and in the evenings.
The room was quite spacious, very clean and comfortable. 
There were two nice swimming pools at our disposal - a good spot for staycation to take a break from the busy Singapore life.",Dinner in the hotel restaurant was not a good choice - there are many better restaurants in the Clarke Quay / city center nearby.,Aleksandra,Couple,Deluxe Double or Twin Room,1,"17, 2021",Poland,pl,[List]
"I loved the room, the staff was welcoming and friendly, the lobby smells amazing and the location was very peaceful",8,the room and the lobby smells amazing.,the pool was too far and complicated to get to.,Ary,Couple,Deluxe Double or Twin Room,1,"16, 2021",Singapore,sg,[List]
Pleasant stay,7,we loved the room and location.,"- The patio was too exposed
- Needs more ventilation in bathroom
- Aircon could use a higher capacity
- Place a signage to indicated exactly where to go to the pool and where to get the pool towels, took us quite awhile figuring it out, asked a staff where was the pool, she just pointed go to the back and there’s the pool, when infact you had to go thru another building, go up the elevator to get to the pool.
- minibar was empty, another hotel we went, same price but everything in minibar was free.
- Needs more lighting at the pool
BUT OVERALL WE LOVE IT STILL.",Hazel,Couple,Deluxe Double Garden Room,1,"26, 2021",Singapore,sg,[List]
Nice quiet getaway.,9,Had our room upgraded to a suite. It’s AMAZING,Breakfast! Simply disappointing… from taste to quality.,Lee,Couple,Studio Suite,1,"26, 2021",United Arab Emirates,ae,[List]
"Great location, unique building",8,Liked its unique colonial style which fits perfectly with its historical location. Lovely gardens and pools. Dining at the in-house restaurant is surprisingly good.,"Rooms, dining room and the property are abit dated and can do with a refresh.",Wh,Couple,Deluxe Double or Twin Room,2,"23, 2021",Singapore,sg,[List]
Very Good,8,,,Anonymous,Family,,2,"14, 2021",Singapore,sg,[List]
Wonderful,9,,,Anonymous,Group,,1,"31, 2021",Singapore,sg,[List]
Very Good,8,,,Anonymous,Couple,,2,"5, 2020",Turkey,tr,[List]
Pleasant,6.7,,,Anonymous,Couple,,1,"30, 2020",Singapore,sg,[List]
Wonderful,9,,,Anonymous,Couple,,2,"26, 2020",Australia,au,[List]
Wonderful,9,,,Anonymous,Couple,,3,"6, 2020",Iceland,is,[List]
Very Good,8,,,Anonymous,Couple,,2,"31, 2019",United Kingdom,gb,[List]
Good,7,,,Anonymous,Couple,,2,"1, 2019",Singapore,sg,[List]
Very Good,8,,,Anonymous,Couple,,5,"25, 2019",New Zealand,nz,[List]
Good,7,,,Anonymous,Solo traveler,,2,"21, 2019",Australia,au,[List]
Wonderful,9,,,Anonymous,Solo traveler,,1,"16, 2019",Singapore,sg,[List]
Great atmosphere and staffs,9.2,,,Anonymous,Group,,1,"16, 2019",Japan,jp,[List]
Good,7.9,,,Anonymous,Group,,1,"21, 2019",Singapore,sg,[List]
Wonderful,9,,,Anonymous,Group,,1,"6, 2019",Singapore,sg,[List]
Pleasant,6,,,Anonymous,Group,,1,"22, 2022",Thailand,th,[List]
Exceptional,10,,,Anonymous,Couple,,1,"1, 2021",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,1,"21, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Solo traveler,,7,"9, 2020",Cambodia,kh,[List]
Disappointing,4,,,Anonymous,Group,,3,"19, 2020",Maldives,mv,[List]
Exceptional,10,,,Anonymous,Couple,,1,"7, 2019",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,2,"14, 2019",Australia,au,[List]
Very Good,8,,,Fransiska,Couple,Premium King Room,3,"19, 2022",Singapore,sg,[List]
Very Good,8,,,Susan,Couple,Deluxe Double or Twin Room,1,"1, 2022",South Korea,kr,[List]
Very Good,8,,,Karina,Couple,Deluxe Double or Twin Room,1,"24, 2022",Italy,it,[List]
Very Good,8,,,Andrée,Family,Deluxe Double or Twin Room,1,"22, 2022",France,fr,[List]
Exceptional,10,,,Jodie,Family,Premium King Room,3,"8, 2020",Singapore,sg,[List]
Exceptional,10,,,Ross,Couple,Deluxe Double or Twin Room,3,"7, 2020",United States of America,us,[List]
Exceptional,10,,,Sandra,Family,Premium King Room,3,"6, 2020",United States of America,us,[List]
Exceptional,10,,,Konstantin,Group,Deluxe Double or Twin Room,2,"2, 2020",Hong Kong,hk,[List]
Exceptional,10,,,Ian,Couple,Premium King Room,2,"28, 2020",Singapore,sg,[List]
Fair,5,,,Edward,Couple,Studio Suite,2,"24, 2020",Myanmar,mm,[List]
Exceptional,10,,,Azhari,Couple,Deluxe Double or Twin Room,2,"20, 2020",Singapore,sg,[List]
Exceptional,10,,,Jenson,Group,Deluxe Double or Twin Room,1,"18, 2020",Singapore,sg,[List]
Exceptional,10,,,Sk,Couple,Deluxe Double or Twin Room,1,"12, 2020",Singapore,sg,[List]
Exceptional,10,,,Elaine,Couple,Premium King Room,5,"8, 2020",Singapore,sg,[List]
Exceptional,10,,,Pamela,Group,Deluxe Double or Twin Room,2,"6, 2020",Singapore,sg,[List]
Exceptional,10,,,Lucy,Group,Deluxe Double or Twin Room,3,"30, 2019",New Zealand,nz,[List]
Exceptional,10,,,Hisyam,Couple,Deluxe Double or Twin Room,1,"15, 2019",Singapore,sg,[List]
Exceptional,10,,,Diana,Couple,Deluxe Double or Twin Room,4,"6, 2019",Germany,de,[List]
Exceptional,10,,,Guy,Family,Deluxe Double or Twin Room,5,"28, 2019",New Zealand,nz,[List]
Exceptional,10,,,Shirley,Couple,Deluxe Double or Twin Room,1,"28, 2019",Singapore,sg,[List]
Exceptional,10,,,Jing,Couple,Deluxe Double or Twin Room,1,"10, 2019",Singapore,sg,[List]
Exceptional,10,,,Kock,Group,Deluxe Double or Twin Room,1,"4, 2019",Singapore,sg,[List]
Exceptional,10,,,Simone,Couple,Premium King Room,1,"30, 2019",New Zealand,nz,[List]
Exceptional,10,,,Andrew,Couple,Deluxe Double Garden Room,2,"24, 2019",Australia,au,[List]
Good,7,,,Anonymous,Couple,,1,"22, 2022",Thailand,th,[List]
Good,7,,,Anonymous,Couple,,1,"22, 2022",Thailand,th,[List]
Good,7,,,Anonymous,Couple,,1,"18, 2022",Thailand,th,[List]
Wonderful,9,,,Anonymous,Couple,,1,"11, 2022",Singapore,sg,[List]
Very Good,8,,,Anonymous,Couple,,1,"5, 2022",Singapore,sg,[List]
Very Good,8,,,Martin,Family,Deluxe Double or Twin Room,1,"22, 2022",Austria,at,[List]
Good,7,,,Gui,Couple,Deluxe Double Garden Room,1,"20, 2022",Singapore,sg,[List]
Wonderful,9,,,Dr,Couple,Deluxe Double or Twin Room,1,"19, 2022",Switzerland,ch,[List]
Very Good,8,,,Binke,Solo traveler,Premium King Room,4,"4, 2022",Hong Kong,hk,[List]
Very Good,8,,,Christophe,Family,Premium King Room,9,"25, 2022",France,fr,[List]
Very Good,8,,,Ck,Solo traveler,Premium King Room,1,"20, 2022",Singapore,sg,[List]
Wonderful,9,,,Anna,Solo traveler,Deluxe Double or Twin Room,2,"1, 2021",Netherlands,nl,[List]
Wonderful,9,,,Shingo,Solo traveler,Deluxe Double or Twin Room,6,"1, 2021",Singapore,sg,[List]
Good,7,,,Ioanna,Couple,Deluxe Double or Twin Room,1,"25, 2021",United Kingdom,gb,[List]
Very Good,8,,,Izmk,Solo traveler,Deluxe Double or Twin Room,1,"14, 2021",Singapore,sg,[List]
Good,7.5,,,Ju,Couple,Deluxe Double or Twin Room,3,"12, 2020",Singapore,sg,[List]
Very Good,8,,,R,Couple,Deluxe Double or Twin Room,3,"29, 2020",Netherlands,nl,[List]
Good,7.9,,,Jacky,Couple,Deluxe Double or Twin Room,2,"28, 2020",France,fr,[List]
Very Good,8,,,Flavio,Couple,Premium King Room,2,"25, 2020",Italy,it,[List]
Wonderful,9.2,,,Sergo,Group,Deluxe Double or Twin Room,2,"7, 2020",Russia,ru,[List]
Wonderful,9,,,Dragan,Couple,Deluxe Double Garden Room,3,"7, 2020",Australia,au,[List]
Good,7,,,Dmitry,Couple,Deluxe Double or Twin Room,1,"6, 2019",Russia,ru,[List]
Good,7.5,,,Benoit,Solo traveler,Deluxe Double Garden Room,1,"23, 2019",Vietnam,vn,[List]
Wonderful,9.2,,,Yukiko,Family,Deluxe Double or Twin Room,1,"19, 2019",Japan,jp,[List]
Very Good,8,,,Cornelia,Solo traveler,Deluxe Double or Twin Room,1,"18, 2019",Germany,de,[List]
Exceptional,9.6,,,Pawinee,Group,Deluxe Double or Twin Room,1,"5, 2019",Thailand,th,[List]
Excellent,8.8,,,Eunji,Group,Deluxe Double or Twin Room,3,"25, 2019",South Korea,kr,[List]
Wonderful,9.2,,,Kyra,Couple,Premium King Room,1,"15, 2019",Netherlands,nl,[List]
Good,7.5,,,Andreasjpf,Solo traveler,Deluxe Double or Twin Room,2,"2, 2019",Switzerland,ch,[List]
Very Poor,2,,,Keesoon,Couple,Deluxe Double or Twin Room,2,"2, 2022",South Korea,kr,[List]
Exceptional,10,,,Mohamad,Couple,Studio Suite,1,"21, 2022",Singapore,sg,[List]
Fair,5,,,Syasya,Couple,Deluxe Double or Twin Room,1,"18, 2022",Singapore,sg,[List]
Exceptional,10,,,Muhamad,Couple,Deluxe Double Garden Room,1,"15, 2021",Singapore,sg,[List]
Poor,3,,,Emma,Couple,Deluxe Double or Twin Room,2,"7, 2021",Singapore,sg,[List]
Exceptional,10,,,Haikel,Family,Deluxe Double or Twin Room,1,"1, 2021",Singapore,sg,[List]
Exceptional,10,,,G,Couple,Deluxe Double or Twin Room,2,"28, 2021",Singapore,sg,[List]
Exceptional,10,,,Syakirun,Couple,Deluxe Double or Twin Room,2,"27, 2021",Singapore,sg,[List]
Exceptional,10,,,Shiqah,Couple,Deluxe Double or Twin Room,1,"26, 2021",Singapore,sg,[List]
Fair,5,,,U,Couple,Deluxe Double or Twin Room,1,"24, 2021",Singapore,sg,[List]
Exceptional,10,,,Muhd,Couple,Studio Suite,1,"24, 2021",Singapore,sg,[List]
Exceptional,10,,,Melissa,Family,Premium King Room,1,"17, 2021",Italy,it,[List]
Exceptional,10,,,Victoria,Couple,Deluxe Double or Twin Room,3,"18, 2021",Singapore,sg,[List]
Pleasant,6,,,Vanessa,Couple,Premium King Room,1,"9, 2021",Singapore,sg,[List]
Exceptional,10,,,Timothy,Couple,Deluxe Double or Twin Room,1,"6, 2021",Singapore,sg,[List]
Exceptional,10,,,Raj,Group,Deluxe Double or Twin Room,1,"25, 2021",Singapore,sg,[List]
Exceptional,10,,,Shelsa,Solo traveler,Deluxe Double or Twin Room,1,"18, 2021",Singapore,sg,[List]
Exceptional,10,,,Chau,Couple,Deluxe Double or Twin Room,1,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Khairil,Couple,Deluxe Double Garden Room,1,"10, 2021",Singapore,sg,[List]
Exceptional,10,,,Di,Couple,Deluxe Double or Twin Room,1,"19, 2020",Singapore,sg,[List]
Exceptional,10,,,John,Couple,Deluxe Double or Twin Room,6,"4, 2020",Bahrain,bh,[List]
Exceptional,10,,,Novianse,Couple,Deluxe Double or Twin Room,1,"26, 2020",Indonesia,id,[List]
Exceptional,10,,,David,Couple,Deluxe Double or Twin Room,1,"13, 2020",Australia,au,[List]
Exceptional,10,,,Joel,Couple,Premium King Room,2,"10, 2020",Singapore,sg,[List]
Exceptional,10,,,Graham,Couple,Deluxe Double or Twin Room,2,"9, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Niamh,Couple,Deluxe Double Garden Room,2,"8, 2020",Ireland,ie,[List]
Exceptional,10,,,Richard,Couple,Premium King Room,1,"11, 2022",Singapore,sg,[List]
Very Poor,2,,,Ivaylo,Family,Premium King Room,2,"7, 2022",Singapore,sg,[List]
Exceptional,10,,,Lizhou,Couple,Deluxe Double or Twin Room,2,"3, 2022",Malaysia,my,[List]
Bad,1,,,Kamil,Couple,Deluxe Double Garden Room,2,"30, 2022",Singapore,sg,[List]
Exceptional,10,,,Finn,Group,Studio Suite,1,"30, 2022",Australia,au,[List]
Exceptional,10,,,Breezy,Family,Premium King Room,2,"29, 2022",Singapore,sg,[List]
Exceptional,10,,,Kyaw,Couple,Premium King Room,1,"16, 2022",Myanmar,mm,[List]
Exceptional,10,,,Ranga,Couple,Deluxe Double or Twin Room,6,"8, 2022",Sri Lanka,lk,[List]
Exceptional,10,,,Nuruddin,Solo traveler,Deluxe Double or Twin Room,1,"6, 2022",Singapore,sg,[List]
Exceptional,10,,,Zacch,Group,Premium King Room,1,"5, 2022",Singapore,sg,[List]
Exceptional,10,,,Rosallia,Solo traveler,Deluxe Double or Twin Room,1,"30, 2022",Singapore,sg,[List]
"Disappointing! The hotel lives on its reputation, but - at least currently - is not worth the money.",6,,,Tomtramch,Group,Deluxe Double or Twin Room,5,"29, 2022",Germany,de,[List]
Exceptional,10,,,Alhady,Couple,Deluxe Double Garden Room,2,"27, 2022",Malaysia,my,[List]
Exceptional,10,,,Shannon,Family,Premium King Room,2,"11, 2022",Singapore,sg,[List]
Poor,3,,,Kim,Solo traveler,Studio Suite,3,"5, 2022",Australia,au,[List]
Exceptional,10,,,Fatiha,Couple,Deluxe Double or Twin Room,3,"30, 2022",Singapore,sg,[List]
Pleasant,6,,,Amirul,Couple,Deluxe Double Garden Room,2,"21, 2022",Singapore,sg,[List]
Exceptional,10,,,Hanum,Couple,Deluxe Double or Twin Room,1,"18, 2022",Singapore,sg,[List]
Fair,5,,,Arun,Group,Premium King Room,3,"8, 2022",India,in,[List]
Exceptional,10,,,Weiming,Couple,Deluxe Double or Twin Room,1,"2, 2022",Singapore,sg,[List]
Disappointing,4,,,Hui,Couple,Deluxe Double or Twin Room,1,"1, 2022",Malaysia,my,[List]
Exceptional,10,,,Valerie,Couple,Deluxe Double or Twin Room,2,"23, 2022",Singapore,sg,[List]
Exceptional,10,,,Hydal,Couple,Premium King Room,1,"21, 2022",Singapore,sg,[List]
Fair,5,,,Firdaus,Couple,Deluxe Double Garden Room,4,"11, 2022",Singapore,sg,[List]
Exceptional,10,,,Zul,Couple,Deluxe Double Garden Room,3,"2, 2022",Singapore,sg,[List]
Very Good,8.3,,,Juliet,Couple,Studio Suite,2,"17, 2019",Singapore,sg,[List]
Good,7.5,,,Barbara,Couple,Deluxe Double or Twin Room,2,"10, 2019",Italy,it,[List]
Exceptional,9.6,,,Sarah,Couple,Premium King Room,6,"5, 2019",United States of America,us,[List]
Wonderful,9,,,Caroline,Family,Deluxe Double or Twin Room,1,"4, 2019",Australia,au,[List]
Wonderful,9,,,Jesbin,Group,Deluxe Double or Twin Room,7,"1, 2019",France,fr,[List]
Good,7.9,,,Maureen,Couple,Deluxe Double Garden Room,1,"31, 2019",Singapore,sg,[List]
Very Good,8.3,,,Abigail,Couple,Premium King Room,3,"28, 2019",United Kingdom,gb,[List]
Exceptional,9.6,,,Tengy,Couple,Deluxe Double or Twin Room,1,"25, 2019",Singapore,sg,[List]
