title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Good,7.9,,,Angela,Family,Deluxe Guest Room with King Bed,1,"29, 2019",Singapore,sg,[List]
Wonderful,9.2,,,Musfirah,Family,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",2,"12, 2019",Malaysia,my,[List]
Wonderful,9.2,,,Jonse,Couple,Premier Guest Room with Marina Bay View,1,"4, 2019",Singapore,sg,[List]
Exceptional,10,,,Byron,Family,Deluxe Guest Room with King Bed,3,"28, 2019",South Africa,za,[List]
Exceptional,10,,,Jessie,Couple,Deluxe Guest Room with King Bed,1,"27, 2019",Singapore,sg,[List]
Exceptional,9.6,,,Stanley,Couple,Club Premier Room with Executive Lounge Access,5,"19, 2019",Malaysia,my,[List]
Exceptional,10,,,Arwin,Couple,Deluxe Guest Room with King Bed,3,"16, 2019",South Africa,za,[List]
Wonderful,9.2,,,Richard,Family,Club Premier Room with Executive Lounge Access,3,"13, 2019",Hong Kong,hk,[List]
Exceptional,10,,,Lynnm65,Couple,Club Deluxe Room with Executive lounge access,1,"5, 2019",Indonesia,id,[List]
Wonderful,9.2,,,Mario,Family,Club Premier Room with Executive Lounge Access,7,"25, 2019",Australia,au,[List]
Exceptional,10,,,Ivan,Solo traveler,Studio Room with King Bed,5,"23, 2019",United States of America,us,[List]
Excellent,8.8,,,Helena,Couple,Studio Room with King Bed,3,"23, 2019",Australia,au,[List]
Exceptional,10,,,Ivan,Solo traveler,Studio Room with King Bed,3,"22, 2019",United States of America,us,[List]
Pleasant,6,,,Joseph,Solo traveler,Deluxe Guest Room with King Bed,2,"19, 2022",Australia,au,[List]
Pleasant,6,,,Chwee,Couple,Deluxe Guest Room with King Bed,1,"26, 2021",Singapore,sg,[List]
Fair,5,,,Sheryl,Family,Deluxe Guest Room with King Bed,1,"24, 2021",Singapore,sg,[List]
Fair,5,,,Lesley,Family,Large Family King Room with Sofa Bed,2,"17, 2021",Singapore,sg,[List]
Pleasant,6,,,Pamela,Group,Premier Guest Room with Marina Bay View,2,"1, 2021",Singapore,sg,[List]
Pleasant,6.7,,,Georgia,Family,Deluxe King Suite with Executive Lounge Access,4,"12, 2020",Australia,au,[List]
Disappointing,4.6,,,Al,Family,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",1,"2, 2020",Saudi Arabia,sa,[List]
Pleasant,6.2,,,Mohamed,Family,Deluxe Guest Room with King Bed,2,"26, 2019",Singapore,sg,[List]
Okay,5.8,,,Kinman,Solo traveler,Deluxe Guest Room with King Bed,1,"24, 2019",Hong Kong,hk,[List]
Pleasant,6.2,,,Sumit,Family,Premier King Suite with Executive lounge access,6,"7, 2019",India,in,[List]
Good,7,,,Anonymous,Family,,5,"1, 2022",Pakistan,pk,[List]
Exceptional,10,,,Shariati,Couple,Premier Guest Room with Marina Bay View,2,"14, 2021",Singapore,sg,[List]
Very Good,8,,,Yusmar,Family,Deluxe Guest Room with King Bed,2,"2, 2021",Singapore,sg,[List]
Wonderful,9,,,Muhd,Couple,Deluxe Guest Room with King Bed,2,"25, 2021",Singapore,sg,[List]
Wonderful,9,,,Cassie,Group,Large Family King Room with Sofa Bed,2,"24, 2021",Singapore,sg,[List]
Exceptional,10,,,To,Solo traveler,Deluxe Guest Room with King Bed,1,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Nesa,Couple,Deluxe Guest Room with King Bed,1,"18, 2021",Malaysia,my,[List]
Exceptional,10,,,Mohamad,Family,Premier Guest Room with Marina Bay View,1,"9, 2021",Singapore,sg,[List]
Wonderful,9,,,Claire,Couple,Deluxe Guest Room with King Bed,2,"24, 2020",Singapore,sg,[List]
Exceptional,10,,,Yan,Couple,Deluxe Guest Room with King Bed,1,"21, 2020",Singapore,sg,[List]
Very Good,8,,,Radin,Family,Large Family King Room with Sofa Bed,2,"20, 2020",Singapore,sg,[List]
Exceptional,10,,,Alvin,Couple,Large Family King Room with Sofa Bed,1,"18, 2020",Singapore,sg,[List]
Tal is friendly and nice,9,,,Sylvia,Group,Large Family King Room with Sofa Bed,1,"17, 2020",Singapore,sg,[List]
Exceptional,10,,,Yi,Group,Deluxe Guest Room with King Bed,1,"14, 2020",Singapore,sg,[List]
Wonderful,9,,,Gasplove,Group,Large Family King Room with Sofa Bed,1,"14, 2020",Singapore,sg,[List]
Exceptional,10,,,Mohamed,Family,Large Family King Room with Sofa Bed,2,"29, 2020",Singapore,sg,[List]
Exceptional,9.6,,,Mohamed,Family,Premier Room 1 King,2,"29, 2020",Singapore,sg,[List]
Wonderful,9,,,Carl,Couple,Deluxe Guest Room with King Bed,1,"27, 2020",United Kingdom,gb,[List]
Wonderful,9,,,Craig,Family,Studio Room with King Bed,4,"9, 2020",Hong Kong,hk,[List]
Exceptional,9.6,,,Darren,Couple,Deluxe King Suite with Executive Lounge Access,1,"9, 2020",Singapore,sg,[List]
Very Good,8.3,,,Danh,Group,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",2,"25, 2020",United States of America,us,[List]
Exceptional,10,,,Milla,Solo traveler,Deluxe Guest Room with King Bed,4,"10, 2020",United States of America,us,[List]
Exceptional,10,,,Samuel,Couple,Deluxe Guest Room with King Bed,3,"23, 2020",Australia,au,[List]
Wonderful,9,,,Skyler,Solo traveler,Deluxe Guest Room with King Bed,4,"5, 2020",United States of America,us,[List]
Exceptional,9.6,,,Karinne,Group,Studio Room with King Bed,1,"29, 2019",Australia,au,[List]
Exceptional,9.6,,,Hwee,Couple,Deluxe Guest Room with King Bed,1,"27, 2019",Singapore,sg,[List]
Good,7,トラブル対応が良かった。,特にありません。,Anonymous,Couple,,2,"18, 2020",Japan,jp,[List]
想像以上の宿泊,9.6,朝食の種類が豊富で、どれも美味しかった！部屋からF1コースを眺めることができてすばらしいロケーション！駅がすぐそばで便利！ウェルカムドリンク（レモンジンジャー）が冷たくて美味しかった！,,Anonymous,Family,,2,"24, 2019",Japan,jp,[List]
Wonderful,9,,,Wendy,Couple,Premier Room 1 King,1,"18, 2022",Singapore,sg,[List]
Very Good,8,,,Keonie,Solo traveler,Deluxe Guest Room with King Bed,3,"13, 2022",United Kingdom,gb,[List]
Very Good,8,,,Fiona,Solo traveler,Club Deluxe Room with Executive lounge access,5,"11, 2022",Australia,au,[List]
Exceptional,10,,,Tai,Solo traveler,Deluxe Guest Room with King Bed,4,"28, 2022",Vietnam,vn,[List]
Exceptional,10,,,Jacob,Family,Large Family King Room with Sofa Bed,4,"24, 2022",Kuwait,kw,[List]
Very Good,8,,,Kaye,Family,Large Family King Room with Sofa Bed,8,"13, 2022",Singapore,sg,[List]
Wonderful,9,,,Namita,Group,Premier Guest Room with Marina Bay View,4,"13, 2022",India,in,[List]
Exceptional,10,,,Ong,Couple,Premier Guest Room with Marina Bay View,1,"10, 2022",Singapore,sg,[List]
Good,7,,,Kenneth,Couple,Deluxe Guest Room with King Bed,4,"22, 2022",Ireland,ie,[List]
Exceptional,10,,,Jaime,Couple,Deluxe Guest Room with King Bed,2,"6, 2022",Singapore,sg,[List]
Very Good,8,,,Nannaphat,Solo traveler,Deluxe Guest Room with King Bed,3,"20, 2022",Thailand,th,[List]
Exceptional,10,,,May,Solo traveler,Premier Guest Room with Marina Bay View,3,"14, 2022",Australia,au,[List]
Very Good,8,,,Jahja,Solo traveler,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",1,"5, 2022",Indonesia,id,[List]
Wonderful,9,,,Jason,Solo traveler,Deluxe King Suite with Executive Lounge Access,3,"27, 2022",Australia,au,[List]
Wonderful,9,,,Nikolaos,Solo traveler,Deluxe Guest Room with King Bed,5,"19, 2022",Greece,gr,[List]
Wonderful,9,,,Ernany,Solo traveler,Deluxe Guest Room with King Bed,5,"4, 2022",Germany,de,[List]
Exceptional,10,,,Siti,Family,Large Family King Room with Sofa Bed,2,"14, 2022",Singapore,sg,[List]
Wonderful,9,,,Gary,Solo traveler,Deluxe Guest Room with King Bed,3,"27, 2022",Australia,au,[List]
Exceptional,10,,,Paolo,Solo traveler,Premier Guest Room with Marina Bay View,2,"23, 2022",Singapore,sg,[List]
Exceptional,10,,,Meeboontham,Couple,Deluxe Guest Room with King Bed,1,"11, 2022",Thailand,th,[List]
Exceptional,10,,,Yi,Couple,Premier Guest Room with Marina Bay View,1,"9, 2022",Singapore,sg,[List]
Exceptional,10,,,Muhammad,Couple,Deluxe Guest Room with King Bed,2,"5, 2022",Singapore,sg,[List]
Exceptional,10,,,Jurainah,Family,Deluxe King Suite with Executive Lounge Access,1,"3, 2022",Singapore,sg,[List]
Wonderful,9,,,Stella,Family,Large Family King Room with Sofa Bed,1,"5, 2022",Singapore,sg,[List]
Exceptional,10,,,Emilio,Couple,Premier Guest Room with Marina Bay View,2,"4, 2022",Singapore,sg,[List]
Exceptional,10,,,Laura,Couple,Premier Guest Room with Marina Bay View,7,"3, 2022",Australia,au,[List]
