Review title,Username,Review,Rating,date,traveller_type
Unique experience,Witold,"We were receiving invitations to Marina Bay Sands for the last 7 years or more. Last summer we decided to visit Singapore and, stay in this hotel. All Bay, View, rooms were already booked, so we took Garden View room on the opposite, side of the tower No 3. This turned out to be the best choice. All rooms with Bay view have no opening windows nor the balconies, however the Garden View rooms are having this, advantage. You can slide yoyr glass open and, enjoy the view from your balcony including evening concerts  in the gardens with illumination of the artificial forest. All services were perfect. Laundry exceptionally good. Rooftop swimming pool Cristal clean and staff serving free drinks. Dining at, Rise restaurant opulent and very well served. The only thing I can not…",5,September 2022,
Perfection!,Maria,"What can I say but PERFECTION in every way! Everything was just perfect, the room, decor, cleanliness (spotless), customer service, food…ooo, and let’s not forget the infinity pool, amazing! From the moment I walked in after 16hr flight from London, till the moment I check out, I can not fault anything. Thank you so much for making my first Singapore visit so memorable and such a pleasant experience! I will definitely come back!  Highly recommended!",5,September 2022,
THE HOTEL IS MORE INTRESTED IN QAUNTITY RATHER THAN THE QUALITY,neil h,"The rooms were not ready - and this was at 4.30 pm,, 90 minutes past check in time, it was very busy, and looks so much like, the hotel is more interested in quantity rather than the quality or the guest.  The room was dirty, with large staining on the bed, which we had to ask to be changed - no dressing gowns or slippers.  We had young adults with us - who asked at the pool area, about the music venue, on this floor (of which we could have booked, but was told the night club might suit them better), so didnt book, when they went to the nightclub, it was shut - they went back to floor 57 (i think it was 57), to be told oh sorry - yes i gave you thee wrong info - but then wouldn't let them as it was full, and they didnt book - although advised not to. I brought this to the…",1,September 2022,
Amazing experience!,Sophie Nguyen,"My sister and me have had a nice trip with an perfect experience in MBS. Hotel was very clean,beautiful. Staffs were very friendly. My room views city. It was very excellent. We will comeback here next time with our children. Thank you!",5,August 2022,
Great Place to stay,Elly E,"i enjoyed our stay at Marina Bay Sands,beautiful view from balcony especially the food at Waku Ghin restaurant was so great.I love it.Thanks for Chris from hotel gift shop lobby tower 2,she give me more information about everything,will be back again for sure.",5,September 2022,
Amazing experience!,אנונימי מ,"We visited the Marina Bay Sands hotel And we were very delighted! An excellent hotel! Great experience! Caine, the guy from the reception was so kind and nice. Gave us wonderful service and helped us as much as he can! Caine you’re the BEST! Love from Israel",5,September 2022,
Almost perfect honeymoon trip,mississippisky78,"This could be a long overdue review since we stayed at Marina Bay Sands Singapore last 31st of July which was our most awaited honeymoon destination. We booked for 3 nights stay to a premium room. Everything was planned perfectly until we arrived in the hotel. There was a flocked of people everywhere, we don’t have any idea what was going on upon entering the door. We approached a gentleman wearing a black suit that we wanted to checked in and we found out that we could not check in because the hotel was having a system down. My husband and I wanted to melt down coming from a long flight only to found out that we could not get our room upon arriving the hotel. It was around half past 3 o clock when we arrived. I have never seen a hotel so huge, so crowded, so chaotic and there…",4,July 2022,Travelled as a couple
"Our room was out of this world, the place to stay is Marina Bay!",meganbonner_,"I visited Marina Bay for 2 nights on our way to Bali. Lots to share to help everyone make their decision if this is the place to stay in Singapore (we believe it is.)  Food - visited Spago and Cest la vie bar. Be clear when you book Spago if you want the fine dining as we made this mistake and we couldn’t then get a reservation at the fine dining as it was fully booked and they have a strict dress code so my boyfriend in shorts and a shirt wouldn’t have been allowed in anyway. The food was okay but we didn’t get to experience the fine dining which I’m sure would be out of this world.  Pool - way more impressive by night than by day. I love that there are different chill spaces like day beds, cabanas, sun beds etc… and that the pool and jacuzzis are open until 11pm at night. The…",5,September 2022,Travelled as a couple
An average hotel,stuart s,"Stayed here as it seems the right thing to do when in Singapore, we were underwhelmed and thought the hotel was over rated, had to book even to have a drink in a bar, Ce la Vie deposit and minimum spend was extortionate, room was ok brekkie average, hotel is to big and lacks the personal touch.",3,September 2022,Travelled with friends
Excellent service from Premium Services,Cqs,"Our stay were well taken care by the outstanding Premium Services team. Special thanks to Shataz, Nicholas and Mac for the seamless check in and check out. They were patient and professional. They provided direct contact number so that our needs could be attended promptly and it definitely made our stay amazing and smooth! Definitely recommend to book your room/event at mbs with Premium Services. Thank you team!",5,September 2022,Travelled as a couple
Amazing Infinity pool!,Bapters,"We book Marina Bay Sands, due to the pool.... and it is indeed an amazing pool! We love it! Besides that, staff was always friendly and efficient. Room was perfectly clean and we loved the room balcony with an amazing view over the Gardens by the Bay,  The price for a night is very expensive and does not include breakfast.... we pay the pool.",5,August 2022,
6 Star Experience!!,Julie,"Amazing hotel with 6 star service!! The staff were fantastic, they made our ""sisters get-away"" extra special with their warmth and professional hospitality. In particular, we would like to acknowledge Gai, Room Guest Services - KJ, Infinity Pool lifeguard - and Jessie, Reception check-in Services. They all went out of their way to provide us with exceptional service and made us feel very welcomed. Can't wait to go back!!",5,September 2022,
Great stay,Squidy Travels,"I enjoyed our stay at Marina Bay Sands, our room was a Garden View which was excellent. We could watch the Supertree show from our balcony which was a really cool experience because you could see the whole thing, as opposed to when you're actually at the Supertree show you only get a partial view. The staff were all very friendly and attentive, Nicholas who checked us in was excellent, he was so helpful and made sure we knew everything about the hotel that we needed to. Candy in the gift shop was also wonderful, so friendly and helpful. The pool is an awesome experience, as it wasn't peak season we got to go a few times. They bring around complimentary ice-creams too so definitely keep an eye out for them.  You also get access to the SkyPark Observation deck. It can be a little…",5,September 2022,
Great experience at MBS,Yilianwu,"It is my 3rd time staying at Mbs, it is good to be back here. I would like to compliment a particular staff, lifeguard Ryan. He has gone extra mile by volunteering to help us take photos, mingling with guests and helping his colleagues. He is a gem.",5,September 2022,Travelled with family
Premium Services is a game changer,Sheadon C,"Customer service from premium Services was immaculate, I mean next level. We thoroughly enjoyed our stay. The hotel was nice, views were fantastic but the hospitality did it for us. Would 100% recommend.",5,September 2022,Travelled with family
Way Overpriced,Bea,"Way overpriced for what you get.  Don’t get me wrong the view of the pool was amazing but without that the hotel is nothing.  Was £1000 for one night, and not worth it. I had dirty bedding which had to be changed. We couldn’t get into any of the roof top bars which I think as we were a hotel guest for one night we should have been Abel to. That was very disappointing.  The room wasn’t wow, which for that amount of money was also very disappointing. We spent most of our time at the infinity sky pool which was amazing but the only amazing thing of our stay. Had this been half the price perhaps I would have been more wowed but it’s defo not worth the money of the stay!  I had paid half the price of this for hotels which have been outstanding.",3,September 2022,Travelled with family
Very terrible experience,Wilbur Lim,"4 hours for hotel to arrange a room despite check-in @3.45pm, followed by 2 different versions of why the lengthy wait occured.   Worst is the service recovery that we didnt request for by a person called Jeevan. We dont usually go to such lengths to post. But his story of an IT outage causing Phone service to jam was absurd.",1,September 2022,Travelled with family
Linda at ORIGIN + BLOOM...,gregfdxx,"Just want to take the time to recognize one of the nicest people on staff. Every morning we woke up at 5:50 am to have the pool all to ourselves.  At 6:50 my companion would leave the pool and head down to the Cafe ORIGIN + BLOOM. The coffee is great. But without fail, my companion, Maria, would return with our coffee saying how nice Linda at the front counter was to her. This happened every morning. Linda remembered our orders and always had a warm smile. So yeah, the hotel is amazing but always remember, its the people working there that makes it so. ",5,September 2022,Travelled with friends
Doesn’t live up to the hype,Afi69,"Besides the view from higher floor there’s nothing special about the hotel.   The customer service is very poor, which will take you by surprise compared to other 5 star luxury hotels.   Check-in process is long and there isn’t proper sitting/waiting area. Staff aren’t the friendliest.   Also would like to add the hotel is super crowded partly due to connecting with the mall I suppose.   My overall experience wasn’t really great and that’s my personal experience but i am pretty sure for some guests it was memorable one.",2,September 2022,Travelled with family
Once in a lifetime 🤗,Mer21maid,"Our plane was delayed, so we arrived in the middle of the night, and we were only going to stay for one day 😕 Staff was really nice, and offered us a delayed check-out and extended access to the pool, so we were actually really happy about that - it was really kind.  Therefore, we ended up having a really nice stay at the impressive Marina Bay Sands.",5,August 2022,Travelled with family
Very expensive to stay here - you don’t get the ambience that you expect,William S,We stayed at Marina Bay for 3 nights - 26/29 Aug Hotel is very busy -  they have trouble coping with the number of guests - we had to wait 40 minutes to check in.  The hotel is very expensive - $8.00 for a coke - $18.00 for a Heineken - $55.00 each for breakfast - dinner buffet in excess of $100 each  We tried to book restaurants on the 57th floor - there are 4 - I think - every restaurant was booked out for dinner - for the next 3 nights of our stay  I think 1 restaurant offered a table at 10.00pm !! I suggested to the hotel that guests paying nearly $900 a night - should be advised to book the restaurants in advance of their stay so they are not disappointed. Prior to arrival - the hotel advised you need to book a time for the swimming pool each day - I though this unusual -…,2,August 2022,Travelled as a couple
Great service and the infinity pool was worth it!,Iordanka P,"The service at the hotel was great and attentive; I had a wonderful welcome gift from the hotel. However, at the price of almost $1000 dollars a night that should be pretty standard. The pool was wonderful to experience and it is great that there was no time limit. It was not crowded at all and enjoyed the pool as well as the hot tubs overlooking the ships. For me it was a must do for the pool but I don't think I would spend the money again since there wasn't much else to justify the high price tag. Great cleaning staff and front reception.",4,August 2022,
Exceptional service and great cocktails 🍹,Origami P,"We can’t recommend this bar enough  We received an amazing service and great cocktails from Lisa, Nithilah and Rishaban and her management ~ definitely worth a visit 🇸🇬🌷🥰🇦🇺☺️✈️🏙☘️ We will definitely pay a re-visit with our friends 🤗🇸🇬🇸🇬🇸🇬❤️❤️❤️",5,August 2022,Travelled on business
Not all it’s cracked up to be!,Jue,"Obviously a very luxurious stay but feels more like a business resort than a hotel. We were a honeymoon couple but they weren’t bothered by that. We choose this hotel thinking it would be the best in Singapore but were left feeling a bit deflated. A lot more work is needed in making guests feel like they are in-fact staying in the best hotel in Singapore.  Disappointing to find we had to pay a $400 holding fee which was not advertised and some 17 days later, we are still awaiting this refund - I don’t understand how they are able to hold on to your money for that long after check out??",3,August 2022,Travelled as a couple
Personalised service and exceptional amenities and food,Ishani M,"We were concerned about the scale of the hotel and the number of guests and how that might impact our stay, but from even before reaching the hotel, we were so wonderfully assisted by a personalized check in staff as part of premier check-in services that we didn't need to worry about a thing. The luggage magically came to the room and left the room without us needing to supervise, thanks to the very able luggage staff and the exceptional operational management. It is worth staying in the suites for this premiere experience. Each dining option offered by the hotel is just fabulous, with the stunning views from Club 55, the beautifully crafted cakes and savouries at Renku, and especially the widespread and delicious breakfast selections at Rise. The ease with which the scale of…",5,August 2022,Travelled with family
Last night in Singapore,Rosemary M,I have stayed here 3 times now loved the first 2 visits not so good this time.  The hotel is great lovely room and the pool is wonderful unfortunately you now have to book the pool our morning booking didn’t get to poolside but the man on duty kindly let us in. Pool and sky bar are lovely but we were refused entry before leaving for the airport at 5pm were told all tables were booked in spite of it being empty. We were given a bar stool seat and the restaurant remained empty till we left. We had booked a twin room but were given a double/king bed told we had an upgrade with club facilities yet couldn’t use a conference type of room for my daughter to use for some work she had to do. Previously we had breakfast included the high tea and canapés from 5-7pm now this is only…,4,August 2022,Travelled with family
Must Stay!!,Erinn G,"Marina Bay Sands is a MUST STAY! Not only is the room cozy, the hotel is smack dab in the center of everything. Everything was in walking distance or a short uber ride. The light shows, the mall & the never ending choice of  foods is the reason we will definitely be back! Also thank you for our front desk check in person, Jia Qi, you were so helpful in setting us up for an incredible stay. We appreciate everything!",5,August 2022,
Welcome to Disneyland Mall,Kevin,"Stayed at MBS for the first time and was disappointed at the long checkin lines, crowded infinity pool, and overall retail atmosphere of the hotel. All restaurants were overbooked and reservations had to be made months in advance. After spending more than $1000 on integrated resort purchases we were told that our loyalty points would expire in 12 months with no option to redeem destination dollars online. Our Prestige status would also be downgraded if we did not continue to spend. This is not how you treat loyal customers! As a tourist, this discourages me from returning to MBS. Very commercialized hotel with poor concern for customers. We also stayed at the Shangri-La during our trip for less than half the price of MBS and the atmosphere was much more refined.",1,August 2022,Travelled with friends
Short stay,Eden H,"This was our second visit and was really hoping for a better experience but it was soulless, cold natured, boring and absolutely no vibe. Everything we did as a family was hard, had to make reservations to empty restaurants, hours were bizarre and just seemed like a communist strict dull city. All the gear no idea.",1,August 2022,Travelled with family
It’s a Disney world,Qwest O,It’s a Disney World.  You have to wait for everything. You have to pre-register what time you want to check in. You get a ticket and wait for your number to be called just to check in. The pool is cool. But you get only 1.5h a day and you have to register what time you want to access 24h prior. And it’s nothing relaxing. Full of Instagrammers taking photos and the staffs are constantly asking your room numbers to ensure 1.5h limit.  The rooms are okay. Service is okay but nothing personal. Never again.,2,August 2022,Travelled with family
Great stop over,Tomx_Mill,"On our way to Bali we stayed one night at the Marina Bay Sands. Everything from check inn to check out was very professional done. The room was very clean and had amazing views of the entire city. The pool ... the pool was just out of this world!! Just amazing!  Definitely come back and stay again, maybe on our way back from Bali.",5,August 2022,
Birthday Celebration,Bhaz06,"Excellent 4 night stay at this massive 5 star hotel. The amazing roof top infinity swimming pool on 57th floor offers a panoramic view of the city. The observation deck also offers panoramic views of harbour and the city. The check in service was quick and all the staff were very friendly, polite and helpful. The room service was high class. The continental buffet breakfast offers a wide selection of different cuisines with local tropical fruits and juices.",5,August 2022,
Worth it?  YES!!,Napoleon M,"Great hotel and great experience.  The staff are very friendly, the hotel and rooms are extremely clean and the views are panoramic.  Overall, Marina Bay Sands is worth the price of staying there at least once.  The infinity pool is almost always open (6am-11pm) and was not crowded at all.  During our stay there, we went to the pool as many times as we could and easily found lounge chairs.  My only complaint is that the pool is not heated so it can get cold especially in the mornings.  The food at the restaurants and the food court was delicious.  The hotel is walking distance from one of the hawker centers (Lau Pa Sat) passing the marina into downtown.  The metro station and bus stops are right there so taking public transportation was not a problem.  We did our own city tour…",5,August 2022,
We choose Marina Bay for the swimming pool and for the fact that the place is notorious but we enjoy the time we spent,Oana B,The staff is very friendly. The restaurants are great The view from 42nd floor is amazing. Many stores inside. It is like a small town. Go to Skypark Observation Deck to enjoy a panoramic vista of the island. The swimming pool is realy amazing.,5,August 2022,Travelled with family
Awesome View,Ivy S,Service for check-in was quick. You will need to register before checking in so that you won't have to wait long. Sms will be sent informing you of your Queue number.   We stayed at L51 at Tower 3 with City View. The room is huge with two big tv screens. The view is awesome. In the front is the city view that overlooks the water and on the left is the Garden by the bay view. The infinity pool has great views too. A little crowded but we managed to take some great photos. They were short staff but service is still top notch. The night view is best with lights up from Garden of the Bay as well as the city view. There is no time limit to using the pool.,4,August 2022,
Great views but....,CiderMonkey,"It seems to be a must do while in the city.  Once you get to the top there are great views but like everything else in Singapore (apart from the trains) it is expensive to eat/drink there. As a visitor you need to pay to get to the top platform but are restricted in the areas you can go to unless you are a resident - as in you cannot go to the infinity pool.  Cost per person is $22SGD/£13/16USD as of February 2020. The views of the city and shoreline are great, it overlooks the F1 circuit and I would consider it a must do on a visit.  If you can afford to stay there you will get much more however as a tourist it should be on your Singapore bucket list.  It is also great to wander around the ground and mall on ground level.",4,September 2021,
Hazel review,Ravi S,"Excellent service  Very professional  Polite & experienced server  Great lounge  Good staff  Such as Hazel, Kay, Gab.  Love to be here.   ❤️❤️❤️❤️❤️❤️❤️❤️❤️ I must come back again  Good drink choice  Good snack  Plenty of choices  Grt good  Good clock",5,August 2022,Travelled on business
The typical must stay at least once kind of hotel,elinzme,"Stayed here a few times. Nice rooms, nice view, nice pool. It’s convenient as well, with lots of food options in the complex below. Close to other malls in the vicinity too. I liked the pool service best- free ice cream, free drinks. What else can I say?",5,September 2021,Travelled as a couple
Outstanding view and atmosphere,Carole F,"Booked a table to celebrate our 10th wedding anniversary. Breath taking views and restaurant. Started with a drink in Ce La Vi then round to the restaurant, for a table on the far decking. The prices are reasonable considering its location. Definitely recommend. We will be back!",5,August 2022,Travelled as a couple
Great stay,Kavi,"There was a system glitch at the time of check in and hotel staff was struggling to let guests check in on time at 3 pm. Most of the guests had to stay in the lobby lounge area even after 5 pm and it wasn’t the experience expected after paying $800++ per room per night. However, the reception staff Alice was genuinely concerned about us as we just arrived following a long flight and she noted it was my birthday, she ensured escalating the matter to her manager Lydia who took care of us very well. Both of them ensured that we were taken care of as best as possible while trying to resolve the check in issue beyond their control.   Thanks to both of them they turned a very stressful check in to a win by their service and ensured that we had an excellent stay in Marina bay sands.",5,July 2022,Travelled as a couple
Moe the ICON of MBS 🤩,GlobeTrotting324936,I travelled with my best friend to Singapore in July for a week and we decided to spoil ourselves and stay at the beautiful Marina Bay Sands hotel. On the 57th floor was the ICONIC infinity pool that had the most amazing views.  During our stay we met the very entertaining lifeguard Moe. He honestly made our stay so much fun. Moe was there every day to greet us with a smile and fluff our sun bed pillows 😂  We would joke and livestream so all our family and friends would join in the fun and Moe became the face of our social media lives and so he got the name ICON MOE of MBS 🤩 If you are looking for a great time away with 10 ⭐️ service Moe will give you a fun holiday to remember. All our family and friends can’t wait to meet Moe 😍,5,July 2022,Travelled with friends
What a stunner,davlis,"Wow what an amazing experience. We had booked an orchard suite for 1 night and the hotel went over and above our expectations. Right from check in where we were met by Jasmine and taken to the lounge to check in we knew this was going to be a great time.  We were early so took a look around the shoppes shopping mall and was then called when our room was ready.  Our main contact Mac took us to the room and we were blown away by the views and standard of the room.  We then visited the infinity pool which was incredible.  We then decided to book another night at MBS, due to the upcoming national holiday the suite was not available but Mac sorted it so we had a premium room and he arranged for all of our luggage to be transferred while we visited gardens by the bay.   He took us to…",5,August 2022,Travelled with family
The main man Moe! 5 star service,Pedro,"Marina Bay Sands is the best hotel we’ve ever stayed at, the rooftop infinity pool is unreal. Big thanks to Moe our lifeguard, camera man and tour guide. He really made our stay personal and is a great man, we hope to see him again on our next trip to Singapore.   5 stars!!!",5,August 2022,Travelled as a couple
Marina Bay Sands,ML7,"The infinity pool is awesome. I recommend the first time to visit the pool at dark, it is just amazing. At sunset is very crowded and in my opinion it is even more impressive in the dark and there is not much going on. From the rooms I was unfortunately a little disappointed, you pay the high price only for the pool, the rest of the hotel is below the renowned 5 star competition. The associated shopping center is also spectacular and one of the largest I have ever seen. Small travel hack in the in-house casino you get drinks, cigarettes and more for free.",4,May 2022,Travelled as a couple
Best time at this hotel! Pool was the highlight of trip!,Susie B,"Staying at the Marina Bay Sands hotel in Singapore was amazing! I must say the pool was without a doubt the highlight for my family. Not only was the view breathtaking  and service great but Moe ,one of the lifeguards ,made it one of the most memorable stays I think we’ll ever have. He instantly made sure we had everything we needed, helped take pictures of us and was so helpful in giving us information about the area. We looked forward to seeing him every day we went to the pool!. We can’t wait to go back to see Moe!! What a terrific, kind human being!! You all are very lucky to have him!  Thank you Marina Bay Sands for an amazing time!",5,July 2022,Travelled with family
"Once in a lifetime of experience to be in the infinity pool, great service with personal note by Moe Lamit - thank you!",Heiko,"We stayed there 5 days and it is a great Hotel with excellent service. Room service took too long but can understand the lack of staff after Covid hit this sector so hard. The view is of course outstanding but we also got in touch with Mr Moe Lamit working at the infinity pool. He was so friendly, offered to make pictures of us and shared insider ideas abt Singapore. We even stayed in contact after our visit and this made the stay at MBS even more special. Thanks for the unforgettable stay",5,July 2022,Travelled with family
Best pool in the world!,Emma T,"We stayed for 3 nights at the beginning of our honeymoon. The view from the room was amazing - and even more breathtaking from the infinity pool!   I recommend that you book your restaurants well in advance of your vacation. Sadly most of the restaurants at the hotel were fully booked for the duration of our stay, which didn’t leave many options for us. Room service took a very long time, which is understandable given the size of the hotel.  We appreciated the chocolates offered to us by the hotel, as a gift for our honeymoon.   We were very impressed with the housekeeping staff who did an amazing job.   The hotel is in walking distance of the Gardens on the Bay, which is a great activity for tourists.   Definitely the place to stay in Singapore!",4,July 2022,Travelled as a couple
Iconic,tune,What a great place to celebrate my 50th...although not on the cheap side ..this hotel is a must as it will be an experience to always treasure  With the most amazing pool.on the 57th floor  A view second to none and memories that will be treasured forever,5,August 2022,Travelled as a couple
Good,David M,"The infinity pool on the roof of Marina Bay Sands makes it worth staying at this hotel with family. Icon of singaporean and must to coma here if come to singapore. Room is good, food is tasty, staff is friendly.",5,July 2022,
A Singapore Classic,JanC,"The Marina Bay Sands is a great hotel but its beigeness is starting to look a little dated.  The views are outstanding and the location is very impressive.  Tonnes of overpriced designer stores, and a relatively close food court and other good eating options nearby, seemingly for the Mainland Chinese visitors, good access for MRT and Taxis are almost non stop.   The rooms were large and very comfortable, we all loved the automatic curtains and the large bathrooms.  The Gardens by the bay are a great experience with the shuttle if the idea of a walk in 28c doesn't appeal to you.  The nearby Art and Science museum was an unexpectedly fun trip and worth the visit if you have kids or a curious nature.  Its so large its almost tiring to walk around and the lifts make it a bit complex…",4,July 2022,
Great but….,Mohammed Paracha,"I’m staying at the hotel at the moment and I wanted to give my initial impressions.  The check-in process as well as booking to use the infinity pool are a bit quirky. Both require registration within 24 hours of arrival but the system was down when I tried and the backup mobile number also did not work. Slightly unusually, the reservations team does not seem to be as accessible as in other hotels (a bit slow). Prior to arrival, you are certainly left feeling that you have booked at a five-star hotel, but you are not being treated as an essential customer.  Upon arrival, we had a short wait during our registered check-in period but once all the paperwork had been completed (took longer than checking in at other hotels) we were left to our room and started enjoying the premises. …",3,August 2022,Travelled with family
Infinity Pool,Connor D,"The infinity pool on the roof of Marina Bay Sands makes it worth staying at this hotel alone. Despite the jaw dropping skyline views and the delicious food an drink options, one thing that made this trip memorable was a life guard named Moe. Upon attempting to take poor angled selfies with the gorgeous views, Moe charismatically offered his services to snap some photos of my girlfriend and I while catching all the perfect angles. I highly recommend this hotel, pool, and saying hello to my good friend Moe.",5,August 2022,Travelled as a couple
