Review title,Username,Review,Rating,date,traveller_type
"Amazing views, perfect location - highly recommend",Lorna P,Absolutely stunning views from this hotel of the marina.  We stayed with family and were in rooms on the 10th and 7th floor. The rooms were very spacious and had everything you needed and comfy beds and pillows.  Room service was brilliant and the food was top notch.  Plenty of room at the swimming pool and again amazing views.  Perfectly situated to get around.  We were greeted with cold cans of water and towels on our arrival back from a run early one morning which really was a great touch.   Would highly recommend staying at this hotel.,5,September 2022,
Wedding and family,Sheila A,"We had a wonderful stay at Mandarin Oriental and the people are very friendly and helpful. The room is clean with great view and the breakfast also has many varieties. I was attended at the counter by Nicholas who helped to settle our bills patiently, and shoutout to April Chan who helped our wedding planning/reception journey to be successful on D-Day! :) Will definitely come back again to MO!",5,September 2022,
Great experience and excellent service!,Caylea,"We enjoyed our stay so much! The pool was amazing, our kids had a great time. The food was excellent. We also celebrated our daughter's birthday here - she was so happy with the lovely balloons and the delicious chocolate cake!  Special shout-out to Margaret I., who was incredibly helpful and nice, and who made sure our last day in Singapore was relaxing and perfect. Thank you so much! We will be back!",5,August 2022,
Great experience,Danny,"Wonderful wedding banquet experience. Couldn’t have done without the excellent service provided by the staff. Special shout-out to the staff Kumaran,Oscar and Alice. The food is excellent with a wide varieties of wonderful dishes.",5,September 2022,
Excellent service staff.,Thitidapha Thabthim,This stay exceeded my expectations.  The hotel has a swimming pool on the 4th floor. If you have a Fan M.O. you have a special moment for your family and your. In my package there is a bike rental. I hope I can come back to there again.,5,August 2022,
Pool Service by Pardeep & Mhelo - Amazing!!,Dipesh P,"Our chilled out pool session was elevated by superior service. Both Pardeep and Mhelo recalled our names, preferences, and were attentive beyond expectations. They were polite, fast and an absolute delight to communicate with. Keep up the great work guys and well done Mandarin Oriental for recruiting such amazing staff.",5,September 2022,
Wedding banquet,May k,"It's been a long while since we attended a big scale wedding banquet. Oscar Wong and Alice, together with their team took care of our meal needs. They were very attentive. They took the initiative to arrange the bridal table members according to their individual needs. There was umpteen communication between the host and the banquet team. Mandarin Oriental took care of the couple until after the entire banquet lunch was over. Would definitely recommend MO to all of to-wed couples.",5,September 2022,
Superb service on display.,Chris,Was there for a wedding lunch banquet. Am extremely delighted with the service on display by Alice and Charmaine Ow. A huge thank you to the both of them for the very pleasant experience. Very well done!,5,September 2022,
Best service in Singapore!,Cristiano M,"Fantastic service as usual! There are many 5 stars hotels in Singapore but only one mandarin oriental . It’s not the newest hotel but the customer service is always top notch and the breakfast buffet is great quality. Always a pleasure stay, and great location.",5,August 2022,
Top notch service,Jocy R,I was at the hotel for a wedding banquet dinner. Alice and Oscar went above and beyond to provide our table with excellent service! Thank you for the extra mantou and condensed milk ♥️ It was really delicious!,5,August 2022,
Amazing Wedding at Mandarin Oriental,Adrian Tan,"Me and my wife Jia Yu held our solemnization and wedding banquet in Mandarin Oriental Singapore on the 27th of August. Albeit it being tiring, it was an amazing experience, from the seamless check in when we arrived, to the decoration of the Atrium Suites and the wonderful service by the hotel staff to not just me and my wife, but all of our relatives who stayed for an additional night.   A big thank you to Juliana, our wedding coordinator for her help throughout the few months up till the actual day as well as Kumaran and his crew for their service during the banquet. Also a huge thank you to the chefs in the kitchen! the food was met with overwhelming positive feedback!   I would definitely recommend Mandarin Oriental to anyone, be it visiting Singapore and wanted to stay in a…",5,August 2022,Travelled as a couple
Unbelievable service and amenities at a fantastic location,TravellingLee2022,"We spent 5 nights at the MO Singapore for the last part of our honeymoon. Our experience was nothing but spectacular from the first moment.   We were picked up at Changi airport by our hotel driver Ivan, who gave us all the local and insider information on what to see and where to go: from best Hawker Food Centers to best attractions.   When we arrived at the hotel, we were met by Katya, who rushed us to our room for the check-in process, where she spent time with us to explain everything about the hotel and give us more hints and tips about Singapore. As the hotel were aware of this being our honeymoon it was very nice that house keeping had made the additional effort to leave us a surprise in the room.  We had booked a Club room with the most amazing view over the Singapore…",5,August 2022,
Great hospitality and thoughtfulness towards guests,Takeo Segawa,"On a family trip from Japan, when my wife's PCR tested positive and it was difficult to return home, Mandarin Oriental cared for my wife with a warm letter and a gift. In addition, the hotel sent a technician to my wife's isolated room for another PCR, which came back negative and allowed her to return to Japan. For travelers, the hotel is far more dependable than the embassy, and I have the greatest respect for their dedication and hospitality.",5,August 2022,
Six Star International Hotel,GB,"This is a five star plus international hotel. Luxurious, clean, well appointed and well maintained rooms, common areas and amenities. Views over bay from guest rooms and pool are magnificent. Staff are extremely professional and friendly. Stayed here with wife and three children  (ages 10, 12, and 13) for three nights in late August 2022. Eight superb breakfast buffet stations. All restaurants five star for food and service (Steakhouse, Japanese, Chinese and Italian). Bars are top notch with great vibe. Special thanks to Katja from Guest Services for making stay wholly memorable. I rate this hotel up there with the Trump International Hotel, New York, and the Four Seasons Hotel, Hong Kong. Undoubtedly the best place to stay in Singapore.",5,August 2022,Travelled with family
Great experience,Jasper R,Booked this place for my parent’s anniversary and it was wonderful! They really enjoyed their time there. Staffs are very helpful and polite. We booked the hi-tea and was really good. There were varieties of food and worth every penny. Might come back soon!,5,July 2022,Travelled as a couple
Banquet at Mandrain Oriental (Garden Suite),Joan O,Very good service by the staff. A special mention to Alice who is of great service! She is very patient especially towards the kids. Very thoughtful staff! Food is great too! Love this place and will highly recommend this place! :),5,August 2022,Travelled with family
Perfect for business,Marcus D,"The MO is in a great location, just a quick walk from Marina Bay Sands and the Gardens. It's also just a short taxi ride in to town.   My room was impeccably clean, a good size and very comfortable. I even had a view of the pool and Marina Bay Sands.   The staff were helpful and polite, and the attention to details in the way in which my room was serviced was amazing - they even tidied my phone cables with MO branded cable ties.   Breakfast was epic - there's a vast array of different options to suit every taste.   I will certainly be back next time I'm in Singapore on business.",4,July 2022,Travelled on business
Singapore luxury,Belinda K,"From the moment we arrived, we were treated like a VIP. The premier suite was amazing with two lounge tools, dining table and two huge bathrooms. The oriental club lounge was beautiful with premium spirits and nothing was too much trouble Thank you to Pradeep who looked after us by the pool - your service was amazing! Can’t wait to return",5,August 2022,Travelled with family
Wedding lunch,Frederick,"The service of the banquet staff was so excellent,  I cannot say its even more than excellent.  Really I will recommend to have any function here. Miss Yee Peng, Daniel was exceptional with their excellent service including their other staff. The food was excellent. The thing with me and my friends that stood outstanding is the brilliant service.  Thank you very much Mandarin Oriental.   Keep up the good work & Thank you to all the service staff that attended to us.  Best regards,  Frederick.",5,August 2022,Travelled with friends
Not up to it,listenwell,"I am a fan, so I do stay a lot at the MOs, and also ranked top tier among the fans.   This hotel in Singapore is not up to it. Dated interior, understaffed, and service people seemed to be in training. Unruly kids were permitted to chase each other screeching and screaming in the echo chamber of the atrium. One could hear them 10 levels apart as if one be on a playground. None of the staff made an effort to tell the adoring parents that their kids' riot is not music to their peoples ears.   After my booking expired I switched hotels to stay elsewhere for 10 days, and for sure I will never return.",1,April 2022,Travelled on business
Excellent visit to the Mandarin Oriental,Traveler,"I had a beautiful, spacious room with a great view. A lovely bowl of fresh fruit and sweets were waiting for me when I arrived. I very much enjoyed two breakfasts with business colleagues at the Melt Cafe and I enjoyed the great drinks, courteous service and good music at the MO Bar after work. I also had time to enjoy the gym on two occasions and  enjoyed the spa, where I received an excellent massage from massage therapist Janet. The hotel is also conveniently located. Overall, it was an excellent experience.",5,August 2022,Travelled on business
Outstanding as always.,Roger Byrne,"As always, MOSIN did not disappoint us once.   From check-in to departure,  staff were fantastic, Club Lounge exceptional and the room and ammenities were first class.   Definitely my hotel of choice in Singapore.  I’d you haven’t stayed at the Mandarin Oriental, do yourself a favour and book a stay at Singapore’s finest.",5,August 2022,Travelled as a couple
Perfect service,krissi_m_1978,"I stayed for almost 2 weeks at Mandarin Oriental, Singapore and had a fabulous time. Staff was professional and personal, and plenty of little attention that made me feel special. Loved the pool as well. Thank you for a great stay, definitely coming back:)",5,August 2022,Travelled solo
Wonderful!!,Sang Heon,"It was a fantastic hotel for my honeymoon and I want to say thank you Jovinn!! She made a beautitul room for us. Thank you very much. If I come to Singapore again next time, I will stay here. See you next time!!!!",5,August 2022,Travelled as a couple
I am *not a fan of the MO Singapore,xfest,"This hotel is three stars for the rooms and five stars for the staff.  The hotel is in need of a face lift. A quick search shows it hasn’t been updated since the mid 2000s and it shows.   The standard rooms are small. The AC is loud. The light switches don’t make any sense. (I am in a city view suite and there are three different master switches that control three different but sometimes overlapping areas).   I upgraded from a lower floor ocean view room that is one of the standard rooms to a city suite. Let me make remarks on both:  The standard rooms are small. On the lower floors, you can hear all of the activity of the restaurant in the atrium seep through the doors. If you’re sensitive to noise, request a much higher floor. (I was on floor 8 - could hear the clinking of the…",4,August 2022,Travelled on business
Excellent experience at Mandarin Oriental Singapore,Marco R,"Overall we had a great experience with Mandarin Oriental Singapore. The hotel is well-known and well located in the heart of Marina bay. The staff were accommodating. We had a Club Marina Bay King Room and access to the business lounge. The room was beautiful, clean, and perfect for enjoying the holidays. The breakfast was good, with delicious cuisines from around the world. The hotel is also ideal for business and leisure. We are impressed and will recommend it to our family and friends.",5,August 2022,Travelled as a couple
This hotelbisbworth every single cents that you pay.,Susie B,"I booked 2 deluxe connecting room at MO in Jan 2022 for mine and my husband's birthday. What can I say? Everything is excellent in this hotel. It is worth every single cents that you pay.  From the welcome pack in the room, all the friendly and helpful staff, the food and most important of all, the marina view!! As a family, we had the most memorable stay there and my children has nothing but praise for the hotel. ",5,August 2022,Travelled with family
The perfect wedding banquet,Johnson,"The two most important things for a  wedding banquet are the food and service staff. I will give mandarin oriental a perfect score on these. The ambience of the ballroom is cosy and magical, making it a perfect wedding for my wife and I. If I’m going to get married again, I will not hesitate to choose Mandarin Oriental again.😆",5,August 2022,Travelled as a couple
A few days at Mandarin Oriental,Mai,"We've stayed at the hotel a few times, and will continue to come back. We were welcomed with traditional snacks and drinks when entering the room, which was a pleasant surprise and different from the chocolates we received on previous stays. The highlight of our trip was the pool staff, in particular Win Ko, who was very attentive a friendly.",5,July 2022,Travelled with family
Fireworks during NDP preview at Mandarin Oriental!!!,Akbar,"Just book a Marina Bay View room. And you get to see the fireworks in front of you! Awesome! Food, service, ambience are all great! The staff are so nice! The best hotel! The Melt cafe has the best breakfast",5,August 2022,Travelled with family
Staycation at Mandarin Oriental Hotel,Richard,"This was our first visit to Mandarin Oriental and we overall had a very pleasant experience!  We were there to celebrate my daughter’s birthday and we would like to specially thank Katya for the arrangements and printed photo that made this occasion such a special one. The service throughout the stay was top-notch, everyone was very friendly and helpful, and the MO Whatsapp channel made it convenient to make any requests.    We booked the Ocean Grand King room and the view was fantastic, overlooking both the flyer and MBS. We even had a full view of the floating platform so we were lucky enough to catch the NDP rehearsal from our room.   Breakfast at the Melt cafe was also a pleasant affair. The quality of food was great and the items were constantly being replenished.   Under…",5,July 2022,Travelled with family
Room is pretty clean and neat. But the view isn't worth what I have paid for.,dumboker,"Disappointed with the service. Paid a premium and booked a Harbour Front View room to view the NDP 2022 Preview 2. Checked in at 1.30pm and was told room not ready. Was told that I will receive a call once ready. No calls received and I eventually returned at 5pm. Given a room that was Level 6, cannot even see a thing on the floating platform.",3,July 2022,Travelled with family
Anniversary,Yukio,"We just loved every moment.  Nothing disappoint us during our stay. Just got some weight to loose now! Everyone was so nice, We have to come back!. And view from pool .. wowowowow And view from our room From the pool to the club to the house keeping, all thumbs up..",5,July 2022,Travelled as a couple
Not what you’d expect from a MO,Kate P,"Stayed for one night on our way back home from a holiday in Bali. Having recently stayed at MO Dubai for a week we had high expectations from our last night on holiday.  Unfortunately, the hotel didn’t live up to our expectations and wasn’t worth the price.  I have to say that as you’d expect the staff were almost all exceptional, from the moment we arrived. However:  * the room (suite) decor was tired, hard dirty grouting, and the furniture was tired and damaged. The corridor had damaged walls and peeling wallpaper and it generally looked a bit shabby.   * breakfast was delicious but we had to queue for a few minutes to get jn, then as we were being shown to our table we were asked to wait on the stairs for a minute and were left there, in the way of everyone, whilst they tried…",3,July 2022,Travelled with family
Fantastic Hotel with great views,LV LLOYD,MO Singapore is conveniently situated and is a walking distance to the Marina Bay. Our room was spacious and we  had a breathtaking view of the Marina Bay. The toiletries is from Diptyque which I absolutely loved! Our bedroom view was beautiful  to watch from sunset to the evening city lights. The pool was stunning with luxurious type sun beds. Our room comes with breakfasts  and there was an excellent choice of food from cold meats to traditional Singaporean dishes. Nancy from the Melt Cafe is very warm and friendly which makes our stay extra special. I never been to Singapore before and I would definitely go back to this hotel in the future or if MO invites me :-)  We would like to thank MO Singapore for my husband’s birthday cake and red wine to help us celebrate his birthday.,5,July 2022,Travelled as a couple
Wedding lunch,Nic L,"Dream come true for my wedding. The service from the hotel staff was top notch. The wedding coordinator, Wendy, was extremely helpful and attentive. She responded to all our queries in a timely and detailed manner. We were never left wanting or in the dark at any point in time. The rest of the hotel and banquet staff were also very helpful and attentive. They were always on hand before and during our wedding to assist and guide us for minor details that we had not considered in our planning. They also went above and beyond for things like the dry ice during the walk in for the solemnisation. Our guests were delighted with the level of service and the food. Thanks for making our wedding memorable and easy-going!",5,July 2022,
Kinks here and there,Grumpyz,"The check-in was a bit of a let down when the staff insisted that we present our physical identification documents. We informed him that we just stayed here last month and they were fine with using our e-documents. He insisted again that he needed to scan our ID into the system. Now why would the hotel need to keep scan copies of our IDs? After some haggling, he finally keyed into our details which made me think he just wanted to take the easy way out.   We returned to pick up our room keys at round 2pm. Granted that it wasn’t the check-in time yet, the attending staff, Simon tried calling Housekeeping which wasn’t picking up the phone. Undeterred, he personally went up to the rooms and came down to inform us that 1 out of our 2 rooms was ready. He also helped to pick up our…",4,July 2022,Travelled with family
Gratitude,DHO MINSIK,"Thanks to Bella, was a great vacation! Because of COVID19 i looked forward to going abroad, she made my 4th time visit complete 항상 건강행복하고 하는일 다 잘되길 기대합니다 벨라 하루하루 뿌듯한 하루 보내길 바라고 KATYA manager 앞으로 gratitude를 남깁니다 고맙습니다 정말.0",5,July 2022,Travelled on business
Jayden’s Birthday Party,Richie Koh,"Special shout-out to April, Raymond, Sulaiman, Alice and the rest of the service crew!  They really made my son’s 1st birthday celebration a huge success! I am impressed at the level of professionalism, dedication and service that my family, relatives and friends have received.  We really appreciate what you have done for us and we want to say a big thank you to you!  See you again!",5,July 2022,Travelled with family
Highly recommended,Ellie Nguyen,I was at mandarin oriental to attend my friend’s baby bday. The food was awesome. The staffs were very helpful and kind. Especially the lady staff named Alice. Thank you for your hospitality. Highly recommended…………………………………………………………….,5,July 2022,Travelled with friends
Eclectic hotel in the heart of Marina Bay,ajensenAus,"Thank you to Katya and the team for going above and beyond to make our honeymoon special.  We chose the Mandarin Oriental because of its classic feel, and proximity and views of Marina Bay. The location did not disappoint - with Marina Bay, shops and MRT within walking distance.  The staff were all wonderfully friendly and helpful. We made use of the included bikes to explore the coast. They really hit the mark with all the little details - like healthy snacks for our ride and the hydration stand at the front for when you go for a run.  We have stayed at the Marina Bay twice before, and we found the Mandarin Oriental to be a lot more personal.  Only feedback is the room service is very pricey. A pasta and fries for my wife cost around $56 AUD. Also note that the National day is…",5,July 2022,Travelled as a couple
"Good location, good services and good food!",Sakshi_253,"We stayed here for 4 nights and took 1 Premier room and 1 Ocean Grand room. I must say here only that go for an ocean grand room. You will have the best of both the worlds-ocean view (singapore flyer) and Marina Bay view too. The services in the entire hotel were good. The location of the Hotel is good-in terms of connectivity to just anywhere in Singapore. Taxis were easily available at the Hotel Lobby. The Concierge was very helpful; Special thanks to Brandon and Kamaruddin. And do download The MO whatsapp channel. It is the most convenient and helpful way to get information about anything while you are staying with MO in Singapore. Also, I want to thank Terence Evitt and the reservations team for meeting our requirements.  Some things that we would like to highlight and which…",4,July 2022,Travelled with family
Aging hotel still stands tall due largely to professional staff,michaelv976,"I spent 5 nights at Mandarin Oriental (MO) in the middle of July with three children, my brother's family of 5 and parents (late 70's). MO is conveniently located across the road from Marina Bay, within walking distance to major attractions such as the Singapore Flyer, Gardens by the Bay and Marina Bay Sands.  What the lobby lacked in terms of wow factor were more than made up for in terms of friendly service, be it door staff or those at reception/concierge. Check-in was relatively prompt (approx 6:30 pm) however we were told that several hours earlier the line was significant. Between our group we had a Marina Bay View room (parents), a Premier Room (myself) and a City Suite. There are three main views in the hotel, the Marina side (which overlooks Marina Bay / financial…",4,July 2022,
Great service and amazing location!,Elvira,"i loved everyhting about mandarin! first of all is a very personalized treatment, everyone rememebers you through the stay and always welcomes you very warm! location is perfect , there is one mall attached to the hotel, another is 4 min walking distance! really recommend for families with kids!",5,July 2022,
Highly recommended.,Christian Halim,"Our family of 4 had an amazing & relaxing 4 nights stay at Mandarin Oriental. We had the city suite room. The staff, from the Receiption, housekeeping, manager and GM, Mr. Phillip were always friendly and help meet all our needs. One thing that is very impressive, the GM has a morning run every Monday wednesday and friday, and he leads us very well. The restaurant provides all kinds of food and everything is delicious. I and my family will recommend family and friends to stay in this hotel. I hope that when I come back to stay here, I can get the same package at the same price or even cheaper.",5,July 2022,Travelled with family
amazing hotel in a very strategic location,Karen,"huge hotel with a great room. requested accessible room few hours before checked in and got it granted. all staffs especially the concierge team (Kamaruddin, Brandon, Sy, Mario, and Krishna) was extremely helpful. Not to forget the super friendly Melts team. location is amazing, connected to marina square where we can buy food easily, also suntec and others.. to MBS only like 20 mins walking and CHIJMES 15 mins. will definitely come back for the service and the amazing hotel itself.",5,July 2022,
"A nice hotel with great staff, very nice pool and excellent breakfast.",AussieHrvat,"My ratings are a bit harsh, so 4 over 5 is not a terrible reflection.  I booked three rooms for a family trip from overseas.  One city suite, one city deluxe, marina buy view room.  Arrival and check in was fine,  the from desk staff are excellent - polite, helpful, and sort queries out.  The hotel has the appearance of its late 1980s build date but is clean and renovated I believe 20 years ago.  Our suite was to accomodate my wife and I, and three small kids.  Our first suite had two singles, and two foldaways -- a mix up and odd configuration. They fixed it but we slept in this room one night.  The night staff were great and came and got the foldout beds (which are comfortable for a 14 year old) and a couch was made up for our young one.  The city views are not that great to…",4,July 2022,
(Almost) A Great Stay at Mandarin Oriental,IceBear,"We enjoyed our staycation at MO ). Staff were friendly and helpful.  Have welcome snacks in the room.  We were able to seek assistance from hotel via whatsapp if needed.  Our City Suite (#2027) was spacious and 4 beds (2 were portable) are comfortable. Can see hotel is earth friendly by giving water in glass bottles and shampoo/bath foam in dispensers. Breakfast is delicious and swimming pool is great.  Love it that there is no need to book timings for breakfast and swimming pool.  Accessible to nearby shopping malls.  Only small issue was the heater in our room, hard to operate as it is not intuitive.  Water took forever to be warm, then would become overly hot, then cold after adjustment. Was unable to enjoy a proper bath. An engineer came to fix but the issue still persisted.…",4,June 2022,
Luxury like only Singapore delivers,JenniferonTour,"Perhaps it was because the breakfast host remembered our names and greeted us like she was so happy to see us.  The breakfast was perfect.  The view was legendary.  Could be the location.  MO was 5 star.  There are only 4 hotels to choose from: Marina Bay Sands, Fullerton, Pan Pacific and MO.  Everything else is too far away, too close to the shops or too busy.  MO is a great choice.  Some small foibles.  COVID has left hotels empty and a bit musty.  Some equipment not working.  All requiring patience as we all re-build.  The new complexity is cash.  CR Card has a charge on top of the charge sometimes and in no discernible pattern.  Consider WePay or ApplePay or cash.  It’s been a while since I used cash but it’s hanging on here a little.  Finally, Singapore is a great place to…",5,July 2022,Travelled with family
A Breathtaking View Of The Marina Bay & The Fireworks!,Nurhakeem,"When booking the hotel room, I indicated that I wanted to have a good view of the fireworks from the NDP rehearsal. The staff emailed us suggesting to get a room with Marina Bay View instead of Ocean view. I appreciate the proactiveness of the staff. We had a breathtaking view of the Marina Bay & the fireworks!   Also, when we entered the room, they left us wine/champagne & some kuih. We can't consume it so we called the staff to have it back. We didn't expect them to apologise and replace it with chilled orange juice.  Also, even though the restaurant do not have halal option, there are many halal certified restaurants and fast food outlet at Marina Square just beside the hotel. It's very convenient.",5,July 2022,
"Generally good, however felt like I had overpaid as the room was dated and had issues. However location and facilities are excel",Lee Grint,"Recently completed a 1 night stay here. It was enjoyable, however I felt overall I paid too much for the room.  Starting with the positives: - Great location, couldn't be better. Great views of the Marina Bay - Amazing staff, really friendly  - Superb breakfast (so much choice and really good quality) - Excellent fitness centre and swimming pool facilities  Negatives: - I was really excited for the room type I had booked, however it seemed really dated. It wasn't the cleanest too on arrival. It seemed like rushed. The rooms are becoming dated and should be renovated - I felt the rate paid wasn't worth it which was disappointing ",4,July 2022,Travelled solo
Wonderful Staycay at Mandarin Oriental Club Room - Best Staycay So Far !,Eunice Chan-Wong,"Had a wonderful staycay in this beautiful hotel end June. The exemplary service, warm and great customer-centric service rendered by the staff at club lounge and Melt restaurant really touched our hearts. I just recovered from a bout of illness and the memorable stay in this awesome hotel really perked me up. I felt so blessed! Having stayed in various club rooms in 5-star hotels in the vicinity, this is the best ! Sumptuous food, staff that made us feel really at home and went the extra mile to make our stay so memorable. The room, hotel facilities, beautiful celebratory treats, complimentary parking with multiple exits, etc... it's simply  perfection ! Will definitely return for another staycay ! Kudos to an awesome hotel which creates beautiful memories for guests. Keep it up…",5,June 2022,
Review of Mandarin Oriental,Tricia Chong,Enjoyed my stay at the city suite with three other family members. Staff are very friendly and always helpful. Special mention to Alex from Melt Cafe and Ahmad who helps out at the ground floor lobby.,5,July 2022,Travelled with family
