title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Highly recommended,10,"Room space, well positioned",Non halal food,Nyimas,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"24, 2022",Singapore,sg,[List]
Exceptional,10,"The Marina view from our room, the super comfy bed and the bathtub. Thanks to Ritz-Carlton team for the room upgrade.",,Siti,Couple,Deluxe Marina Room with Marina Bay view,1,"23, 2022",Singapore,sg,[List]
Awesome!,9,"Almost all.
Mr Muhamad Zabid at the reception was an exceptional staff. He was friendly, efficient, and accomodating to our requests. Kudos to Ritz Carlton for having such a staff.",No bidet. No halal food.,Nor,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"20, 2022",Singapore,sg,[List]
Excellent,10,Pleasant and friendly staff. Their memory for details.,Nil,Clement,Couple,Grand Kallang Room with King Bed,2,"11, 2022",Singapore,sg,[List]
A  staycation,10,"The personalised service, right from the Check-in to the departure day the front desk staffs were friendly and attentive.  The room was classic and yet beautiful, the day and night views from the room were breathtakingly stunning, and the bathtub, it was so comfortable like the one in the spa.",nothing,Natalia,Couple,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",1,"6, 2022",Singapore,sg,[List]
Wonderful,9,the rooms are spacious and well kept! the views are incredible and the bath - wow!,nothing,Katie,Solo traveler,Deluxe Marina Room with Marina Bay view,1,"3, 2022",Singapore,sg,[List]
Love the ambience. staff was great!,9,everything was great.,"No halal options. hotel room floor was abit slippery. first day, housekeeping opened the door even when we’re in the room.",Siti,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"30, 2022",Singapore,sg,[List]
Fabulous. I've missed this hotel during the Pandemic. Was so happy to be back.,10,Everything. Everything. My favourite hotel in Singapore.,Nothing. Everything was perfect. As it always is.,Shereen,Couple,Deluxe Marina Room with Marina Bay view,4,"30, 2022",Australia,au,[List]
Amazing and Cosy!,10,"Love every details of the hotel , staff were exceptional tiptop well manner and fast thank u!!",,Nur,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"25, 2022",Singapore,sg,[List]
Very good,9,"Service, breakfast and friendly staff",Up front payment required.,Philip,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"24, 2022",United Kingdom,gb,[List]
The best getaway!,10,"The best hotel experience Singapore can offer. Top quality and attentive service, generous hospitality, and the rooms are unbeatable. Thank you once again, Jerrol, Callie and Jonathan!",NIL,Alison,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,1,"21, 2022",Singapore,sg,[List]
Wonderful,9,Very personalised service. Extremely attentive to details and polite staff. Room service was prompt.,Nothing,Tina,Couple,Elevated Kallang Room with Kallang Precinct view,2,"20, 2022",Singapore,sg,[List]
Wonderful,9,The service was impeccable! Great Ritz people experience!,,Renee,Family,Grand Marina Room with King Bed and Marina Bay view,1,"20, 2022",Singapore,sg,[List]
An amazing stay with many little personal touches to make our celebration that much more special.,10,"Room was exceptional in terms of design, cleanliness, attention to detail and quality.
True to the Ritz Carlton brand, the service was second to none. Every staff we interacted with was warm and friendly. Special mention of Kevin who handled our check in and even wrote a hand written note and gift in celebration of a birthday. the hotel also provided multiple little complimentary gifts for the special occasion. 
Overall amazing experience, we will be coming back for future stays and recommend the hotel to everyone who appreciates amazing hospitality.",,Aaron,Couple,Deluxe Marina Room with Marina Bay view,1,"16, 2022",Singapore,sg,[List]
It will be perfect if the bed is more comfortable.,8,"Well maintained hotel.
The views.
The room size. 
Personable service.","The bed feels aged. 
Impossible to get a table in all the hotel’s restaurants, likely due to the festive season.",Cecilia,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"16, 2022",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Family,,1,"27, 2020",China,cn,[List]
Wonderful,9.2,,,Anonymous,Solo traveler,,1,"16, 2020",Japan,jp,[List]
Exceptional,10,,,Anonymous,Family,,2,"12, 2020",South Korea,kr,[List]
Exceptional,10,,,Anonymous,Solo traveler,,2,"24, 2019",Slovenia,si,[List]
Good,7.1,,,Anonymous,Solo traveler,,1,"30, 2019",Japan,jp,[List]
Exceptional,10,,,Masami,Family,Club Deluxe Suite with a King Bed and Marina Bay view,2,"31, 2020",Japan,jp,[List]
Exceptional,10,,,文中,Family,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",8,"28, 2020",Hong Kong,hk,[List]
Exceptional,9.6,,,Juhye,Family,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",2,"27, 2020",South Korea,kr,[List]
Exceptional,10,,,Liao,Family,Premier Suite with King Bed and Marina Bay view,3,"27, 2020",China,cn,[List]
Exceptional,10,,,Julio,Solo traveler,Club Deluxe Marina Room with Marina Bay view,8,"26, 2020",Thailand,th,[List]
Exceptional,9.6,,,Helmut,Couple,Deluxe Marina Room with Marina Bay view,3,"24, 2020",Germany,de,[List]
Exceptional,10,,,S,Couple,Grand Marina Room with King Bed and Marina Bay view,1,"22, 2020",Germany,de,[List]
Exceptional,9.6,,,Stanislav,Family,Deluxe Kallang Guest room with 1 King Bed,3,"19, 2020",Russia,ru,[List]
Exceptional,9.6,,,수민,Family,Grand Kallang Room with King Bed,2,"16, 2020",South Korea,kr,[List]
Exceptional,10,,,Cristina,Couple,Grand Marina Room with King Bed and Marina Bay view,4,"16, 2020",Spain,es,[List]
Exceptional,10,,,Turki,Family,Grand Marina Room with King Bed and Marina Bay view,6,"15, 2020",Saudi Arabia,sa,[List]
Excellent,8.8,,,Jong,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"12, 2020",Malaysia,my,[List]
Wonderful,9,,,Nock,Couple,Grand Marina Room with King Bed and Marina Bay view,2,"10, 2020",Guadeloupe,gp,[List]
Exceptional,10,,,Kenya,Family,Grand Marina Room with King Bed and Marina Bay view,4,"9, 2020",Mexico,mx,[List]
Exceptional,10,,,Ольга,Solo traveler,Deluxe Marina Room with Marina Bay view,2,"8, 2020",Russia,ru,[List]
Exceptional,10,,,Wenqi,Solo traveler,Grand Kallang Room with King Bed,15,"26, 2019",Hong Kong,hk,[List]
Exceptional,9.6,,,Jan,Family,Club Deluxe Kallang Room with Kallang Precinct view,4,"24, 2019",Germany,de,[List]
Exceptional,10,,,Ahmad,Couple,Grand Marina Room with King Bed and Marina Bay view,5,"15, 2019",United Arab Emirates,ae,[List]
Exceptional,10,,,Mingqiang,Couple,1-Bedroom Millenia Suite with Marina Bay view,7,"10, 2019",Hong Kong,hk,[List]
Exceptional,9.6,,,Mohammed,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"9, 2019",Saudi Arabia,sa,[List]
Exceptional,9.6,,,Mohammed,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"9, 2019",Saudi Arabia,sa,[List]
酒店位置很好，比金沙好很多，因为住在这里刚好能看到金沙,8,,,Hao,Group,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",2,"2, 2019",China,cn,[List]
Exceptional,10,,,Diana,Couple,Club Deluxe Marina Room with Marina Bay view,2,"1, 2019",Russia,ru,[List]
Exceptional,10,,,Nakaji,Couple,Grand Marina Room with King Bed and Marina Bay view,3,"1, 2019",Japan,jp,[List]
Exceptional,9.6,,,Kazunori,Couple,Grand Marina Room with King Bed and Marina Bay view,3,"30, 2019",Japan,jp,[List]
Exceptional,10,,,Yu-ning,Couple,Grand Marina Room with King Bed and Marina Bay view,3,"19, 2019",Taiwan,tw,[List]
Exceptional,10,,,Shingo,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,1,"13, 2019",Japan,jp,[List]
Exceptional,9.6,,,Dahui,Solo traveler,Club Deluxe Marina Room with Marina Bay view,2,"11, 2019",South Korea,kr,[List]
Exceptional,9.6,,,Ralf,Couple,Deluxe Marina Room with Marina Bay view,2,"3, 2019",Germany,de,[List]
Exceptional,9.6,,,Aleksei,Solo traveler,Grand Marina Room with King Bed and Marina Bay view,3,"27, 2019",Russia,ru,[List]
Excellent,8.8,,,Rafał,Group,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",1,"25, 2019",Poland,pl,[List]
Exceptional,10,,,Nehama,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"16, 2019",Israel,il,[List]
Exceptional,10,,,Pin,Group,Elevated Kallang Room with Kallang Precinct view,1,"12, 2019",Taiwan,tw,[List]
Exceptional,10,,,Zihua,Couple,Grand Marina Room with King Bed and Marina Bay view,1,"6, 2019",China,cn,[List]
整體舒適，員工態度熱情,9,,,Kwai,Couple,Grand Kallang Room with King Bed,4,"2, 2019",Hong Kong,hk,[List]
Exceptional,9.6,,,真樹子,Family,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",2,"30, 2019",Japan,jp,[List]
Wonderful,9.2,,,Masato,Couple,Elevated Kallang Room with Kallang Precinct view,1,"28, 2019",Japan,jp,[List]
good,7,,,Minami,Couple,Club Deluxe Kallang Room with Kallang Precinct view,2,"21, 2022",Japan,jp,[List]
Bad,1,,,Mingshan,Couple,Grand Marina Room with King Bed and Marina Bay view,7,"24, 2022",Hong Kong,hk,[List]
Pleasant,6,,,Fiona,Couple,Deluxe Marina Room with Marina Bay view,1,"31, 2021",Singapore,sg,[List]
Poor,3,,,奈良林,Couple,Deluxe Marina Room with Marina Bay view,1,"26, 2021",Singapore,sg,[List]
Good,7.5,,,Frank,Couple,Deluxe Marina Room with Marina Bay view,2,"7, 2020",Germany,de,[List]
Good,7.5,,,程,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,3,"31, 2020",Thailand,th,[List]
Good,7.5,,,Qing,Family,Deluxe Marina Room with Marina Bay view,3,"30, 2020",China,cn,[List]
Poor,3.8,,,Andreas,Family,Club Deluxe Suite with a King Bed and Marina Bay view,3,"9, 2020",Germany,de,[List]
Good,7.5,,,Tzui,Group,Deluxe Marina Room with Marina Bay view,1,"24, 2019",Taiwan,tw,[List]
Good,7.1,,,Aibek,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"14, 2019",Kazakhstan,kz,[List]
Pleasant,6.7,,,Tetsuya,Group,Elevated Kallang Room with Kallang Precinct view,3,"26, 2019",Japan,jp,[List]
Exceptional,10,,,Anonymous,Group,,1,"26, 2021",China,cn,[List]
Very Good,8,,,Anonymous,Solo traveler,,1,"28, 2020",Singapore,sg,[List]
Very Good,8,,,Xin,Group,Elevated Kallang Room with Kallang Precinct view,7,"25, 2022",China,cn,[List]
Exceptional,10,,,Yunji,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"22, 2022",South Korea,kr,[List]
Wonderful,9,,,Jae,Couple,Deluxe Marina Room with Marina Bay view,1,"8, 2022",Germany,de,[List]
Exceptional,10,,,Mayuko,Couple,Deluxe Marina Room with Marina Bay view,1,"13, 2022",Singapore,sg,[List]
Exceptional,10,,,Junqiao,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"9, 2022",Singapore,sg,[List]
Exceptional,10,,,Qi,Couple,Deluxe Marina Room with Marina Bay view,1,"3, 2022",Germany,de,[List]
Very Good,8,,,Li,Family,Grand Marina Room with King Bed and Marina Bay view,2,"3, 2022",Singapore,sg,[List]
Exceptional,10,,,Yamroll,Couple,Deluxe Marina Room with Marina Bay view,1,"27, 2021",Singapore,sg,[List]
Very Good,8,,,Li,Couple,Elevated Kallang Room with Kallang Precinct view,1,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Jenny,Group,Deluxe Kallang Guest room with 1 King Bed,2,"13, 2021",Malaysia,my,[List]
Exceptional,10,,,Singpoh,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"12, 2021",Malaysia,my,[List]
Very Good,8,,,Koksoon,Group,Deluxe Marina Room with Marina Bay view,1,"26, 2021",Singapore,sg,[List]
Wonderful,9,,,Saki,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,1,"10, 2020",Singapore,sg,[List]
Exceptional,10,,,Shinji,Solo traveler,Club Deluxe Kallang Room with Kallang Precinct view,2,"11, 2020",Japan,jp,[List]
Exceptional,10,,,Chung,Family,Grand Marina Room with King Bed and Marina Bay view,2,"5, 2020",Taiwan,tw,[List]
Exceptional,10,,,Владимир,Family,Deluxe Marina Room with Marina Bay view,1,"28, 2020",Russia,ru,[List]
Wonderful,9,,,Matsunaga,Group,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",2,"24, 2020",Japan,jp,[List]
Exceptional,10,,,Hazellballesteros,Couple,Deluxe Marina Room with Marina Bay view,2,"21, 2020",Japan,jp,[List]
Excellent,8.8,,,Natalija,Group,Deluxe Marina Room with Marina Bay view,2,"17, 2020",Latvia,lv,[List]
Exceptional,10,,,Yuki,Family,Grand Marina Room with King Bed and Marina Bay view,3,"16, 2020",Japan,jp,[List]
Very Good,8,,,Werner,Couple,Deluxe Marina Room with Marina Bay view,3,"15, 2020",Germany,de,[List]
Exceptional,9.6,,,Елена,Couple,Elevated Kallang Room with Kallang Precinct view,3,"11, 2020",Ukraine,ua,[List]
Exceptional,10,,,Andrii,Couple,Grand Marina Room with King Bed and Marina Bay view,3,"9, 2020",Ukraine,ua,[List]
Exceptional,10,,,Arrum,Family,Deluxe Marina Room with Marina Bay view,3,"7, 2020",South Korea,kr,[List]
Exceptional,9.6,,,Audrey,Couple,Deluxe Marina Room with Marina Bay view,1,"7, 2020",France,fr,[List]
Very Good,8,,,Supattra,Family,Club Deluxe Marina Room with Marina Bay view,4,"19, 2022",Thailand,th,[List]
Exceptional,10,,,Hyun,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"19, 2022",South Korea,kr,[List]
топ,10,,,Sergei,Family,Club Deluxe Suite with a King Bed and Marina Bay view,3,"13, 2022",Latvia,lv,[List]
Exceptional,10,,,Saleh,Couple,Elevated Kallang Room with Kallang Precinct view,3,"12, 2022",Qatar,qa,[List]
Exceptional,10,,,Kjell,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,2,"9, 2022",Netherlands,nl,[List]
Wonderful,9,,,Wong,Group,"Elevated Kallang Twin, Guest room, 2 Twin/Single Bed(s)",2,"5, 2022",Malaysia,my,[List]
Exceptional,10,,,Sol,Group,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",3,"4, 2022",Canada,ca,[List]
Very Good,8,,,Eunjin,Couple,Deluxe Marina Room with Marina Bay view,2,"30, 2022",South Korea,kr,[List]
Exceptional,10,,,Tuấn,Family,Grand Marina Room with King Bed and Marina Bay view,3,"28, 2022",Vietnam,vn,[List]
Exceptional,10,,,Hans-peter,Solo traveler,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",6,"23, 2022",Germany,de,[List]
Very Good,8,,,Kiyoshi,Family,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",1,"23, 2022",Japan,jp,[List]
Exceptional,10,,,Daewoon,Couple,Club Deluxe Marina Room with Marina Bay view,2,"12, 2022",South Korea,kr,[List]
Very Good,8,,,Mohd,Couple,Grand Marina Room with King Bed and Marina Bay view,9,"6, 2022",Qatar,qa,[List]
Wonderful,9,,,Santiago,Couple,Elevated Kallang Room with Kallang Precinct view,3,"6, 2022",Indonesia,id,[List]
Wonderful,9,,,Yh,Family,Grand Kallang Room with King Bed,1,"6, 2022",Malaysia,my,[List]
Wonderful,9,,,Hubert,Family,Club Deluxe Marina Room with Marina Bay view,3,"19, 2022",Germany,de,[List]
Wonderful,9,,,Dongho,Couple,Club Premier Suite with a King Bed and Marina Bay view,1,"14, 2022",South Korea,kr,[List]
Tuyệt vời,10,,,Dinh,Group,Deluxe Kallang Guest room with 1 King Bed,2,"12, 2022",Vietnam,vn,[List]
Wonderful,9,,,Kung,Couple,Deluxe Marina Room with Marina Bay view,1,"3, 2022",Singapore,sg,[List]
Wonderful,9,,,Dennis,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,4,"2, 2022",Netherlands,nl,[List]
Wonderful,9,,,Sabine,Family,Grand Kallang Room with King Bed,2,"2, 2022",Germany,de,[List]
Very Good,8,,,Phu,Couple,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",5,"27, 2022",Myanmar,mm,[List]
Very Good,8,,,Kenghsin,Group,Club Premier Suite with a King Bed and Marina Bay view,1,"20, 2022",Taiwan,tw,[List]
Exceptional,10,,,Shangkai,Couple,Club Deluxe Suite with a King Bed and Marina Bay view,1,"5, 2022",China,cn,[List]
Wonderful,9,,,Thorsten,Solo traveler,Deluxe Marina Room with Marina Bay view,6,"31, 2022",Germany,de,[List]
Exceptional,10,,,Anonymous,Family,,2,"14, 2020",Egypt,eg,[List]
Exceptional,10,,,Anonymous,Family,,4,"8, 2020",Qatar,qa,[List]
Wonderful,9.2,,,Anonymous,Family,,1,"23, 2019",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,3,"13, 2019",Spain,es,[List]
Good,7.9,,,Anonymous,Couple,,3,"9, 2019",United Kingdom,gb,[List]
Exceptional,10,,,Taekkeun,Couple,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",1,"13, 2022",South Korea,kr,[List]
Exceptional,10,,,Ha,Group,Club Deluxe Marina Room with Marina Bay view,4,"11, 2022",Vietnam,vn,[List]
Exceptional,10,,,Damien,Solo traveler,Elevated Kallang Room with Kallang Precinct view,3,"11, 2022",France,fr,[List]
Wonderful,9,,,Cao,Group,Deluxe Marina Room with Marina Bay view,1,"9, 2022",Vietnam,vn,[List]
Exceptional,10,,,Thi,Couple,Deluxe Marina Room with Marina Bay view,1,"9, 2022",Vietnam,vn,[List]
Exceptional,10,,,Yongxin,Couple,Deluxe Marina Room with Marina Bay view,6,"1, 2022",Singapore,sg,[List]
Exceptional,10,,,Sihai,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,1,"30, 2022",United Arab Emirates,ae,[List]
Exceptional,10,,,Kim,Couple,Deluxe Marina Room with Marina Bay view,2,"30, 2022",South Korea,kr,[List]
Exceptional,10,,,Filippo,Couple,Elevated Kallang Room with Kallang Precinct view,3,"23, 2022",Italy,it,[List]
Wonderful,9,,,利函,Group,Deluxe Marina Room with Marina Bay view,2,"13, 2022",Singapore,sg,[List]
Exceptional,10,,,Audrey,Family,Club Deluxe Marina Room with Marina Bay view,2,"13, 2022",Taiwan,tw,[List]
Exceptional,10,,,Steeve,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"13, 2022",Singapore,sg,[List]
Exceptional,10,,,Mohamed,Family,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",4,"12, 2022",Qatar,qa,[List]
Exceptional,10,,,Dongdong,Group,Grand Kallang Room with King Bed,4,"9, 2022",Cambodia,kh,[List]
Exceptional,10,,,Yunus,Couple,Deluxe Kallang Guest room with 1 King Bed,6,"8, 2022",Russia,ru,[List]
Exceptional,10,,,Yousef,Couple,Deluxe Marina Room with Marina Bay view,1,"4, 2022",Saudi Arabia,sa,[List]
Very Good,8,,,Ie,Family,Grand Kallang Room with King Bed,2,"29, 2022",Malaysia,my,[List]
Exceptional,10,,,Haiou,Couple,Grand Marina Room with King Bed and Marina Bay view,2,"29, 2022",China,cn,[List]
Exceptional,10,,,Nutcha,Couple,Club Deluxe Kallang Room with Kallang Precinct view,3,"28, 2022",Thailand,th,[List]
Exceptional,10,,,Hyomi,Couple,Club Deluxe Marina Room with Marina Bay view,3,"24, 2022",South Korea,kr,[List]
Pleasant,6,,,Takuya,Couple,Club Deluxe Kallang Room with Kallang Precinct view,1,"23, 2022",Singapore,sg,[List]
Fair,5,,,Lee,Family,Grand Marina Room with King Bed and Marina Bay view,3,"12, 2021",Singapore,sg,[List]
Good,7,,,Guest,Solo traveler,Grand Marina Room with King Bed and Marina Bay view,2,"24, 2020",Australia,au,[List]
Pleasant,6,,,Kom,Family,Deluxe Marina Room with Marina Bay view,1,"21, 2020",Singapore,sg,[List]
Good,7,,,Hyowon,Family,Deluxe Marina Room with Marina Bay view,1,"10, 2019",South Korea,kr,[List]
Fair,5.4,,,Saleh,Group,Deluxe Kallang Guest room with 1 King Bed,1,"25, 2019",Saudi Arabia,sa,[List]
Fair,5,,,Ooi,Family,Deluxe Kallang Guest room with 1 King Bed,2,"29, 2019",Malaysia,my,[List]
Poor,3.8,,,Zixiang,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,1,"11, 2019",Hong Kong,hk,[List]
Pleasant,6.7,,,Shaimaa,Solo traveler,Grand Kallang Room with King Bed,3,"7, 2019",United Arab Emirates,ae,[List]
Exceptional,10,,,Anonymous,Family,,7,"12, 2022",Qatar,qa,[List]
Exceptional,10,,,Anonymous,Couple,,1,"4, 2022",Singapore,sg,[List]
Wonderful,9,,,Anonymous,Couple,,1,"23, 2022",Singapore,sg,[List]
Very Good,8,,,Anonymous,Group,,1,"9, 2021",Singapore,sg,[List]
Very Good,8,,,Anonymous,Family,,1,"19, 2021",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,1,"25, 2021",Malaysia,my,[List]
Wonderful,9,,,Anonymous,Family,,2,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,2,"11, 2021",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Family,,1,"31, 2020",Singapore,sg,[List]
Very Good,8,,,Anonymous,Couple,,3,"27, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Family,,2,"13, 2020",Singapore,sg,[List]
Wonderful,9,,,Anonymous,Couple,,2,"5, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,1,"21, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,1,"4, 2020",Singapore,sg,[List]
Very Good,8,,,Anonymous,Group,,1,"7, 2020",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,1,"31, 2020",Romania,ro,[List]
Excellent,8.8,,,Freda,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"30, 2019",Australia,au,[List]
Exceptional,10,,,Tom,Group,Club Deluxe Marina Room with Marina Bay view,4,"29, 2019",Australia,au,[List]
Wonderful,9.2,,,Mohammed,Group,Deluxe Kallang Guest room with 1 King Bed,6,"28, 2019",Qatar,qa,[List]
Exceptional,9.6,,,Adam,Couple,Club Deluxe Marina Room with Marina Bay view,1,"25, 2019",Singapore,sg,[List]
Exceptional,10,,,Federico,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,2,"23, 2019",Costa Rica,cr,[List]
"Absolutely gorgeous and amazing stay, wether with friends or family!",10,,,Bailey,Group,Deluxe suite with 1 king bed,2,"20, 2019",Philippines,ph,[List]
Exceptional,10,,,Steven,Family,Grand Kallang Room with King Bed,5,"19, 2019",Myanmar,mm,[List]
Exceptional,10,,,Ali,Family,Grand Kallang Room with King Bed,5,"18, 2019",Saudi Arabia,sa,[List]
Very Good,8.3,,,Sergey,Family,Deluxe Marina Room with Marina Bay view,5,"15, 2019",Canada,ca,[List]
Exceptional,9.6,,,Mi,Family,Deluxe Marina Room with Marina Bay view,2,"15, 2019",Australia,au,[List]
Exceptional,9.6,,,Jeffrey,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"14, 2019",Hong Kong,hk,[List]
Exceptional,9.6,,,Douglas,Family,Elevated Kallang Room with Kallang Precinct view,1,"13, 2019",United States of America,us,[List]
Exceptional,10,,,Onchalee,Couple,Deluxe Marina Room with Marina Bay view,4,"13, 2019",Thailand,th,[List]
Exceptional,9.6,,,Mehdi,Group,Elevated Kallang Room with Kallang Precinct view,2,"9, 2019",Canada,ca,[List]
Exceptional,10,,,Melina,Couple,Premier Suite with King Bed and Marina Bay view,2,"6, 2019",Vietnam,vn,[List]
Wonderful,9,,,Soojin,Couple,Deluxe Marina Room with Marina Bay view,1,"30, 2019",South Korea,kr,[List]
Exceptional,10,,,Yoshitha,Couple,Deluxe Marina Room with Marina Bay view,2,"26, 2019",Sri Lanka,lk,[List]
Fantastic hotel for the F1 weekend,9.2,,,Carl,Group,Club Deluxe Marina Room with Marina Bay view,3,"24, 2019",United Kingdom,gb,[List]
Poor,3,,,Shasmeen,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"18, 2022",Singapore,sg,[List]
Poor,3,,,Zheng,Solo traveler,Deluxe Marina Room with Marina Bay view,1,"14, 2022",Singapore,sg,[List]
Fair,5,,,Hamad,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"19, 2022",Kuwait,kw,[List]
