Review title,Username,Review,Rating
Beautiful Heritage hotel ,evie,"Fast check in and overall good service. The house keeping staff was attentive, despite high traffic in the June holidays, he was all smiles and try to be of assistance. They have 2 adult pools which is great for a 5 star hotel but needed some touch up on the panting of the walls, as they look dated.",4
Over priced stayacation,Soon C,"totally disappointed for a 5 star hotel. Had our girls staycation on May 28th to 30th. the outlook of the hotel maybe off which we didn't mind. The signage to the SPA was not easily located even there is signage, what got us angry was that we follow the signage and even asked the staff, all gave us the wrong direction until when i called the SPA, we manage to find. took as at least 40 minutes to locate. And there was no proper signage to locate the POOL and worst is location to get the beach towel, you have to walked to the other building to take the lift to level 1 - their so call Executive club (does not even look like a Club Room).imagine you have to walk back to drop the wet towel later.  their interior is dam dark, especially when you have to take the steps to your room,…",2
Fully satisfied stay after two and half years!,keng g,My first visit after the Pandemic locked down.  Dared not expect much as the pandemic had turn the world upside down! To my surprise HFC actually remained as good as pre-pandemic. My room was clean and all the facilities in the room were in excellent conditions! Front desk was polite and efficient! Took me 5 minutes to check-in. My favorite breakfast at the Salon was as satisfactory as before. After the nice morning walk around the hill i had a light meal at the Salon again. it was good! Overall my stay at HFC was excellent and satisfying! Will be going back soon since no ATK / PCR tests are required!,5
Stay at hotel was really good,starforce1201,"The hotel was really nice to stay in. Room was comfortable and well maintained, breakfast was really good and the scenery surrounding the hotel make this place worth staying in. I recommend this hotel to anyone who want to wake up to a beautiful scenery",4
Avoid Hotel Fort Canning (May 2022),ZAHN629,"26 to 27 May 2022: Our stay cost $350++ and was by far the worst staycay experience. We were early because we were informed by the Hotel sales rep that we can try to check if early check-in was possible. Instead, we were treated like uninvited guests when the female Manager met us at the lobby. She was so concerned about her food delivery and ignored us. She came back and asked us if we wanted to check-out without a proper welcome. She told us that no rooms were available hastily and did not appeared genuine nor sincere. We were fine with the unfriendly welcome and simply checked in our luggage.  The bed was stained with red and brown spots. Attached was the photo on the surface. I did not take picture of the mattress cover because the 2 male housekeepers were fast to remove it.…",1
"serene, comforting and the perfect getaway from the city",Hannah G,"The hotel is well maintained, rooms are spacious and luxurious. I checked in for some time away from the usual city bustle and was not disappointed.   The toilet view extends into greenery and a lot of peace. The room is filled with the best amenities, a gorgeous bath tub, beautiful couch that acted as a reading nook for me and a plush bed. I slept and woke naturally - the best feeling in the world.   Because I wanted to stay in, I indulged in ordering room service and I'm so glad to say that I was not disappointed. Chicken rice was delicious and the chocolate lava cake was very indulgent; perfect for my vacay mood.   The massage parlour found within the compound was a great experience as well - only thing to note is that it is a tad difficult to locate, so just make sure you…",5
Great 2 nights stay!,Stefen Png,Great helpful staff and spent a wonderful 2 days here.  Shana was a great help and appeared genuine when speaking to guests.   Dayan was very helpful and patient too: we kept returning with more and more luggages lol.  Thank you for the wonderful stay!,5
"Mouldy and poorly maintained, felt like a chalet",Connie,"Booked the deluxe garden room.   Very poorly maintained, overall stay feels more like a rundown chalet than a 5 star hotel. I back up everything I say below with pictures where possible.   Due to the open concept bathtub and poor ventilation, there was mould in many corners - beneath the glass doors, on the curtain, on the ceiling. FYI, mould produces allergens, irritants and, sometimes, toxic substances. Inhaling or touching mould spores may cause an allergic reaction, such as sneezing, a runny nose, red eyes and skin rash. Please go and google how mould can be harmful.  The shower area and toilet bowl area are separate areas that are side by side. To save space, the door of the shower and toilet bowl area is a sliding one, BUT YOU CAN ONLY CHOOSE TO CLOSE ONE OF IT. Best thing…",1
"Much better 4/5-star hotels options than this, avoid if you can.",Jing,"An overall disappointing stay, will not be back and will highly recommend against staying here. Mostly let down by the service and (lack of) attention from the staff; based on other reviews here, this seems to be consistently brought up, something the management ought to look into.  1.	Asked for gym and pool opening hours during check-in and was met with a disgruntled look from front desk lady where she had to ask her colleagues for the info (surely a FOH staff would know the answer to this what I presume is a basic question?). This was followed up with an audible sigh where we asked another question to clarify. Great start to our stay with such hospitality.  2.	Called front desk to report about the faulty mini fridge in our room and requested for their assistance, staff who…",1
Compliment,Nina Ashlynx,"We would like to compliment a staff, Nash, on his wonderful service and for recommending great places to go to throughout our stay at the hotel. Breakfast at The Salon was also wholesome thanks to a very friendly, cute and bubbly waiter, who seemed to be in his 50s. He knew when to make small talk and it was nice. Unfortunately we did not have the opportunity to ask for his name. Even the housekeepers were polite and housekeeping was done efficiently. The room was always clean and grooming kits/water bottles/toiletries were always stocked. Really enjoyed our stay there. Keep up the excellent work!",5
Not a 5 star Hotel so manage your expectations,Jacmac85,"It's such a shame because it could be such a great experience staying at this hotel, but it's let down by lots of different things. First of all, the service is apalling - the receptionist was on her phone for half of my checking in. Food was left outside my room for 24 HOURS, which in Singapore with insects and heat is really quite gross. I asked for it to be cleared a number of times and no one came. It was impossible to get someone to pick up the phone for in room diing and I had to go down to reception. Also, I read that the service was bad but I was going with work so I kind of thought it wouldn't be a big deal - but even then with low expectations I really felt like I wasn't welcome at all.  The rooms are fine, but a little run down so please keep this in mind when you…",2
Adventurous Hotel Stay,Caris_Minky Lee,HFC is a different “feel” for hotel stay. You need to have strong legs for the staircases which you have to climb up down daily. Plus you must love Nature and not be afraid of mosquitoes bite. Enjoyed the Therapeutic Greenery surrounding. This hotel building was the former British Far East Command  HQ during WWII.  It was beautifully restored.  Those who love history may find it exciting to stay here! To Pay SGD20 per person to visit the bunker of BattlEBox was abit costly.    Hotel allowed early check-in for us at 1pm (Thanks!) Room was clean and bath tub cleaner than my home’s tub!   I am glad to survive 3D2N stay at HFC which mean I m physically still VERY Fit! What a Adventurous stay! Thank God & enjoyed another wonderful Birthday Staycation!,4
Think twice before you book the room,Nicholas C,"We didnt read any reviews when we book a room in Fort canning hotel. Upon arrival we saw the front desk agent chatting and we told them we are looking for checking in, one of the lady answer us inpatiently ""its here"". We ask the front desk lady few questions about the stay she answer us unprofessionally and sarcastically, I believe she is the front office manager or duty manager kind of position, if as a manager position you treat the customers poorly i dont think it will set a good example for the rest.  The hotel property is beautiful and historical but the inner property lacks of  love and attention, the pool is dirty , the walls are stains, even our bed after we lay on it causes an itch.  But we would like to say thank you to a lady Name Ruby from the Salon, she is the most…",1
One of the most disappointing hotels,Woo,"From the moment I stepped into the hotel, my partner and I both felt that we're not welcomed at all. When we walked in and approached to the staff, one of them was looking at the phone and didn't even greet, and both staff were not friendly at all unlike other 4 or 5 star hotels. Very poor service. Plus, the check in was delayed, for more than 30 minutes - this is not because of the long queue or any covid protocols, but it was because the room was not READY. Still can't believe this could be happened at the 5 starts hotel.   Amenities were very poor as well - you may want to bring your own body wash, shampoo and conditioner. Didn't even have a robe. When we called the front desk to get us a robe, the call was not even picked up twice.  The room was not clean. There were several…",2
Very poor service and follow up provided by the Front Office staff,Krish,"Stay was ok. I found a used underwear and a shirt in one of the drawers and I was very disgusted about it. It is a pandemic period and it shows that room was not cleaned properly and they don’t take these things seriously.  I reported it to a Chinese guy at the front office around 2300++ on 25th of March and showed him a picture of it. he seemed unbothered and all he told me was, I will send the image to Housekeeping. There was no apology extended by him nor anything was done. It was too late and told them to clear it the next morning instead.   I think the owners should really re-train this people or at least hire someone with experience to handle such situations! It reflects really badly on the property. We are paying so much, yet, very underwhelming service being provided.  I…",2
Great hotel with bad customer service,Jun,"I had my stay with the hotel on from 5th to 6th March. We were excited for my partner's birthday & anniversary celebration. There was a male attendant/receptionist at the lobby on 5th afternoon who was impolite & not helpful. There were problems in our room, I called and he hung up on me as soon as I told him about the issue, I called back immediately and there was no answer, so my fiancée had to walk down to the lobby to check, she was then told to go back and wait in the room without further instructions. I called again after we waited for 15 minutes, and the male receptionist hung up on me again!! So I walked to the lobby to check and luckily there was a nice female receptionist who helped. I appreciated that we were then transferred to an upgraded room, although the room was…",3
Great stay for couples,kyaul,"Had a fast and smooth check. We chose the city view and we definitely love the huge bathtub, bidet and hot shower. There wasnt a lot of people during our stay so we definitely enjoyed the peaceful pool time all to ourselves. Breakfast was great as well  We are satisfied with out stay here and would come back another time",5
Excellent Customer Service Provided!,Eyra,"We checked-in on Saturday afternoon, 26th February 2022 and checked out on 28th Feb 2022. We were pleasantly greeted and attended by Mr. Tommy Liew whom despite had to delay his lunch break due to many check-ins on that day, still put us guest as his priority. It was my husband and mine 1st time there as a newly wed couple and Mr. Tommy gave us his assurance on the view and amenities of the hotel that we got. Overall, we had a great time there and we love everything about the hotel. We will definitely check-in again at HFC! Thank you for the pleasant experience.",5
Average Stay,khrlhmd,"Room size is average. AC control not working properly. Limited TV channels, some channels had sound but no image and some channels had image without sound. Water flow in the bathroom was bad. Rain shower was badly designed.  The only good part was the spacious bathroom and the big size bathtub. Bidet is also available.",3
Underwhelming,Dr Mark,"Hmm.   Maybe I was just unlucky, but my experience was that HFC fell short of the mark at every turn.  There was only one front desk staff member on duty at peak check-in time and I had to wait my turn.  When I finally got to the desk, the procedure was much more complicated than at any other place I stayed at on my recent trip to Singapore.  The process took forever, and the front desk officer took calls three times while he was dealing with me.  The air-conditioning in the first room they put me in was stuck on heat mode and you could have baked a cake in there (Some how the room set up staff hadn’t noticed). Repair was not possible in the short term.  The alternative they offered me was an upgrade, but the shower didn’t work. The knob came off in my hand.  There was always…",3
"Slow check-in, rude ohone operator.",Lucas L,"Cons: - Waited 1.5 hours to check-in. Check in time was at 3pm. We reached at 3.30pm but had to waited till 5pm to check-in. - Phone operator hung up on me - Room service food was below average. Nasi goreng tasted like chinese fried rice. Pizza bread was soft. - Pool area looked a bit run down   Pros - They gave us free drinks while waiting for the check-in. - They gave us a late check out at 12.30pm (instead of 12nn), they pushed it to 1pm after I requested for more time. - Gym was big - They allowed me to leave my car at the drop-off point",2
Will come back again!,Yeung CH,"Clean and rooms are well decorated. Rooms are great for couples! Good service!  Planned for my proposal, got a complimentary upgrade and early check in. Front task manager was welcoming, approachable and relatable. Check in area was comfortable and processes was quick.",5
The best hotel in Singapore!,Alan Ngo,Its one of the best hotel in Singapore that I had stayed before. Love the whole concept of the room where the bathtub is just beside it. Its a last minute for changing the date to earlier but the hotel manage to did it! Appreciate it! Staffs is all friends and hopeful too!!! 5 stars for them!,5
Not really a 5 star hotel,stily,"I was expecting to give a rating of at least 4 out of 5, but I was more disappointed than delighted with our stay.  The good:  - Lovely direct view of the greenery. Be sure to lower the blinds before using the bathroom. - Large, deep bathtub. - Big, clean and very classy looking bathroom. - Free sheltered parking.  The bad:  - The room itself was tiny with hardly any walking space. Only the bathroom was big. - Doors were not soft close and we could hear everyone’s doors slamming. - The chair was peeling and worn. So were the other accessories in the room. - Keycard slot cover (like a socket cover) came out. - Memo in the room said to WhatsApp/text the number for any questions, yet there was no answer throughout our stay. - Room hardly had any sockets. We had to unplug the coffee…",3
Below Our Expectations,JP,"We booked a room as we thought its really near the ROM as we had our wedding solemnization and was also hyped by their unique bathroom setting on the ads.  The hotel was supposedly a 5 Star Luxury class but as per our experience its merely a 2 or 3 star service.  Hallways cleanliness badly needs improvement.  The room cleanliness also bad. I had to call housekeeping when I found headboard full of dust and dusty utensils in the wardrobe cabinet.  Was expecting them to offer us other room but they only send housekeeping.  We also had an add on ""semi-buffet"" breakfast, but we were also disappointed with their service. They're menu doesn't offer much for its price.  If you are planning to booked it like we planned because of ROM you might need to reconsider. It's a hike going in and…",2
Stay at hotel fort canning,Nah2811,"We stayed in the deluxe King room. It was beautiful especially the toilet. Very clean and spacious. Room service was great. Food at the hotel was not very nice. We only had breakfast on the first day and skipped next day's breakfast as there were not many choices. We had the in room dining Indonesian fried rice. We did not enjoy the food as well. Overall, it was a nice relaxing stay at the hotel, we even had a complimentary birthday cake for my boyfriend's bday.",4
Wedding Anniversary.,Noel,"The location of the hotel was idyllic. It was serene and quiet away from the bustle of the city and close to Nature. The occupancy of the hotel was limited by the number of rooms which is conducive to those seeking a blissful stay. We enjoyed our morning walks with the scent of pandan leaves in the air and the educational walk by the spice gardens. These are sights you don’t see in most hotels. We had our meals in the restaurant and found the nasi lemak extremely tasty , natural or with lobster it was delicious either way. The same goes for the chicken curry, salmon seafood stew and the hot fun. The Happy hour drinks was worth every penny as well.  Considering it is a old hotel, the rooms and toilets were very clean and well maintained, in fact , the whole hotel is well…",5
Dirty & unhygienic room,Randy,"We were excited to have my girlfriend’s birthday celebration here. Unfortunately, after spending some time in the room, we found a used mask in the room on the floor. Upon further inspection, we noticed that the room was very dusty. We went down to inform the receptionist and was disappointed that we were not even given a room change. Totally spoilt our first time there.",1
Waiting Game,Rusy H.,"The prepping of room took an hour to get ready. Disappointed that they’re not compensating our time. And it wasn’t ready during check-in, neither did we requested for early check-in. It would be much appreciated if we’re called earlier to say the room wasnt ready before we were physically present for checking in.",1
Excellent location but lacking in some respects,Mark M,"Our room was comfortable and well equipped with kettle, fridge and coffee machine. Furnishings all good quality. Large bathroom and view towards Fort Canning Park. Breakfast was served in a room overlooking a patio but unfortunately this was not available, with COVID it would have made sense to offer guests the opportunity to sit outside. We requested this and we were served as a special favour, we highly recommend ‘Uncle Lee’ the head waiter who was cheerful, helpful and friendly. Breakfast was generous but table service only. Our biggest disappointment was having to access the pool via the underground car park and two lifts. We think that guests should be trusted to respect booking arrangements for use of the pool without having to ‘check -in’ at the health club to get a…",4
Nice & Cosy Hotel,Leon L,The hotel is nice & feel cosy. The front desk lady was very friendly and helpful. We felt that the hotel staffs were very nice. The room bed is very comfortable with Nespresso coffee machine. The toilet is very spacious nice bath tub with very nice view. The only negative point is the toilet doesn’t have ventilation. Overall we enjoyed our staycation😊,4
Beautiful architecture but poor service,Eunice T,"We went for a one-night staycation. The hotel grounds are beautiful but the service leaves one very disappointed as this hotel was listed as 5 star luxury on klook. Dinner and breakfast in the restaurant could have been much improved if there were more staff. We had to keep signalling to get attention of wait staff but they were so busy they didn’t see us and other customers. The route to the pool was ridiculous. There were no signs around, and even after asking the hotel staff it was a maze to get to. One had to walk down a flight of stairs to get to a lift in what looked like an abandoned ballroom. Then take the lift down one floor to the Carpark, walk into the Carpark and then to another entrance, sign in then walk through a corridor to take another lift up to the pool. All…",3
Comments,Emilia,"The hotel was good, it was clean and the staff was actually friendly and also take effort to clarify things. I would like to praise every staff that works over there for all your hardwork 😄  As for the reservation manager,  they actually being patient with me despite me asking things over and over again just so i clarify things correctly.   4 star rate because i was upset that the shampoo and body wash, when i used it,  it became itchy for my partner and i...and i notice that the room isnt very soundproof, i can hear people walking, opening their doors and also from outside can hear what music i play it on their room speaker.",4
Staycation,DeszieJj,It was a tranquil & beautiful oasis in the heart of the city. The rooms were very cozy & the staff were pleasant & accomodating. This made our stay extremely pleasing. Would definitely return for another visit.,5
Not a bad staycay,Hotel reporter,"Booked 1 night song SRV for this place to take a break from work. Check in was smooth and fast. Room was nice - high ceiling, bath tub overlooking the park.  Breakfast was ok. Understaffed (only had 3 staff working). Could only order 1 main meal (doesn't have ala carte buffet).  Overall it was a good stay. Would come back again.",4
Beware the extra charges if you arrive on an early VTL flight,Mike S,"Having booked in March 2021 and requested an early check in due to the early arrival of our flight from the UK(before latestest quarantine rules) I was disappointed to incur an early check in fee equivalent to one nights stay, resulting in our 4 night stay costing 5 nights. Under the current quarantine requirement when arriving in Singapore to stay in your hotel until you receive the result of your ART at Changi this felt like profiteering! That early set back aside we were pleased with our room which was a very good size, well appointed and everything worked well. The park setting is lovely but beware rooms on level 2 at the back means the footpath through the park looks directly into your bedroom and bathroom. Breakfast is a choice of two settings can’t remember exact timings…",3
Great getaway from work!,thesmequation,"Check-in was fast and we directly booked the pool session during check-in. The room is really beautiful with the outdoor bathroom and bathtub that has great view! We enjoyed the Executive Dinner Set at The Salon, it was reasonably priced and the proportions were quite big, really sumptuous meal! :) Overall, this hotel is really comfortable and relaxing for us as we take a short break off from work! :)",5
We stayed here on our honeymoon/my birthday for 5 nights bed & breakfast and it was absolutely brilliant,DavidiL89,"We were here 5 nights (5 Jan 2022) in a deluxe room with a beautiful view of Singapore city, (facing towards Orchard Plaza) we were also here for my birthday too.  We fully recommend the limo service to the hotel and back to the airport too! It’s worth every dollar!   Pool was lovely and refreshing and free wifi everywhere was a nice touch!   The hotel was modernised but still retained Fort Canning’s elegance, it was very clean too.  Our room was made up every single day and tidied too, fresh towels and soaps were also restocked as well as bottles of water.  All the staff were so friendly, approachable and attentive.  A few special mentions for the staff we generally dealt with on a daily basis:  Maggie Chow - we booked our honeymoon nearly two years ago but because of covid-19…",5
BEWARE: My surprise marriage proposal was ruined by Hotel Fort Canning.,Alexander Z,"This was my second stay at HFC.   I had been planning a surprise proposal for my partner so I had been in touch with Maggie from the HFC Reservations Team for weeks talking through options. They had recommended either a picnic in the park, or to assist with some sort of floral setup in the rooms. Each option would cost just under S$200 and it was extremely transactional - they were not willing to entertain any special requests.  The above is honestly fine by me, I was hoping for more flexibility but I don't expect people to go above and beyond. Instead I had just ONE simple request - to keep the picnic a SECRET from my partner.  Lo and behold, the moment I checked in at the front desk, the staff immediately asks me to confirm the picnic arrangements in front of my partner. I had…",1
good and bad,Ahmad88,"Booked a 3d2n on dec 20th to 22nd,as we reached the hotel, we didn’t feel welcome.  we indicated in the remarks that this will be our honeymoon stay. unfortunately, no special arrangements has been made.   the room was good. spacious toilet with bathtub oversee the trees. hotel is quiet and far from the busy roads.  breakfast was ok, no complaints as a lot of restrictions.  the hotel offers two types of pool. there was a couple of monkeys using the pool as well.  the gym was good too with good quality equipments . but i lost my way as the staff was unsure and gave the wrong directions.  the last night of our stay turned out to be disaster. we saw cockroaches crawling around to our room from the room next door and from the toilet as well.   thanks",3
Room is great but service needs to be 200% better,TS,"Booked a 3D2N premium luxe room, which was really spacious (about half the size of a BTO 4rm) and a bathtub that’s larger than many other hotels in Singapore! Truly a comfortable stay, I must say. Would have been good if they had bathrobes, which by now is considered a standard provision at hotels of the similar range.   The pool wasn’t crowded most of the time - it has quite a number of deckchairs and thus great for those looking for a tanning session. The staff members at the club were very, very friendly. Among the different service crew, the two ladies manning the counter were the most cheery and welcoming of the lot!   There were however some disappointing lapses in service, which seem to stem from communication gaps in their workflow. Major few below, seemingly similar to…",3
Great experience at HFC,Syasya,It was an amazing 2 nights stay over at HFC for our honeymoon. Staff was friendly and they even decorated our room. Love the garden view and the bathroom was awesome. We enjoyed our stay there. Thank you HFC!,5
