Review title,Username,Review,Rating,date,traveller_type
Great service !,Didier Ch,Very nice hotel. Decor a-bit weird but get used to it.   Service is excellent and welcoming. Kudos to the team at the executive lounge (Hazel in particular for great service and the gentleman at the desk who remembered my tastes and particular.   Pool a bit cold but great views of Singapore!,5,September 2022,
Great location and stunning views,Atletico Canarion,JW is usually a right bet. This Norman Foster building is very comfortable regardless of the amazing bet on design. The views over Marina Bay and CBD are stunning. 18th floor Swiming pool and the food offer Inside and on the Esplanade Mall Below is great,5,September 2022,Travelled on business
A wonderful stay and one of the best Marriott Executive Lounges,Ian F,"This hotel has so much going for it. In addition to its stunning architecture, they are wonderful people, in a great location with easy access to the Metro. The housekeeping was reliable, there’s a bountiful breakfast, and it has one of the best Executive Lounges I’ve experienced. A significant part of what makes the lounge so great is Hazel…..so warm and endearing. Made you not want to leave.",5,September 2022,Travelled as a couple
The Food Services staff makes this hotel great,Mae Wag,"My husband and I enjoyed 6 days at the JW Marriott. The hotel is beautiful and centrally located, but what really sets it apart from other beautiful hotels where we have stayed during our travels is the exceptional staff in the Executive Lounge. Simply put, they were amazing! Hazel, Kartik, Gab, Fatimah, Ren, Kay and John are fantastic at their jobs, going above and beyond to make all feel welcome. Thank you all so much! Hazel and Kartik especially extended themselves in ensuring that we had everything that we needed and treated us like friends. I’d read reviews about the property in making a decision to stay there and the Executive Lounge staff did not disappoint! I also have to mention the exceptional service of Praveen and Kady at the Beach Road Kitchen. Praveen was very…",5,September 2022,Travelled as a couple
Home away from home in Singapore,Heidi S,"I just returned from a wonderful stay at this JW and wanted to share my experience. The property is well situated with an easy walk, cab or train to many of the city’s desirable neighborhoods. It is well designed and maintained but what sets it apart is the staff. Front front desk to engineering to housekeeping, all were responsive and provided great service. The very best was the superior service of the Food and Beverage staff, especially in the Executive Lounge. Hazel and the rest of the folks went out of their way to make sure we were comfortable and well cared for throughout our stay. They remembered our preferences and definitely went the extra mile to make us feel at home. I can’t wait to return to this property to see our new friends at JW Marriott Singapore South Beach!",5,September 2022,Travelled with family
Great spot in Singapore,Lindsey T,"Great location, beautiful views of the city. We were thrilled with our stay. The executive lounge is wonderful. The kindest and most attentive staff, especially Hazel and Karthik! Hazel made sure we knew the best places to eat and see. We loved Chef Raymond who made us wonderful egg dishes every morning of our stay. Thanks for taking such great care of us and making us feel at home.",5,September 2022,Travelled as a couple
Excellent Hotel in Heart of City,houndy11,"Stay at this hotel for a staycation, Probably the nicest place my family stayed in. Nice modern rooms with huge windows and great views. Have a nice tub too. The swimming pool faces the Padang. The breakfast is awesome. Didn't review it then but my kids keep mentioning wanting to stayca here again, so ya, have to be a very good place. Hope to stay again, could give 6 stars.",5,December 2021,
Staycay,Jays,Enjoyed the stay and the executive lounge ! Special shout-out to Hazel for the great service and the intro to the different cocktails ~ Executive lounge was pleasant and the food variety during evening service can suffice as dinner if you are not a big eater.  Enjoyed the spa too~,5,September 2022,Travelled with friends
"Great stay, excellent service",Jane Chan,Had a staycation at the Deluxe Suite to celebrate our Wedding Anniversary. We enjoyed the accommodation very much and love the service provided by Hazel / Kay at the Executive Lounge.   Also a special shout out to front desk manager Jacqueline Wong for being so thoughtful in sending a cake and handwritten card when she realised my birthday is coming next week (we did not inform the hotel at all).  We had a great time at JW and would highly recommend this hotel!,5,September 2022,Travelled as a couple
Enjoyed the visit,Prae C,Visited the lounge with my friend and had a great time. The drinks and food were good. Hazel is an excellent staff. A pure gem to the hotel. We came here expecting top tier service and she aced it and surpassed our expectations. My stay here was the best experience I've had in Singapore so far. Thank you Hazel!,5,September 2022,Travelled with friends
Celebrating Singapore’s National Day,Edward Lai,"After being grounded in Hong Kong for 2-3 years, I was finally able to travel again and Singapore was my first stop. I was staying at this property for 5 nights, thanks to my Marriott Bonvoy Titanium status, I was upgraded to a room with the Marina Bay View and that was perfect since I was able to watch the fireworks in the comfort of my room.   I’ve always heard about the iconic swimming pool at the hotel, so I went up to the wellness floor and I was greeted by Prasanth Nedumpurath at the gym. He showed me around and walked me through all the wellness facilities at the hotel. Thanks for the guided tour and I can tell he very much loves his hotel.   I also visited the Chinese restaurant Madame Fan, and I have to say it is such a classy place with delicious Chinese food. While I…",5,August 2022,
The staff at lounge,Shalu,The staff at lounge are just perfectly awesome and so kind hearted and friendly.I thank each and everyone for making our breakfast to evening snacks very homely.Hazel and chef Raymond are the best for the lounge service …..but each employee working here are great!!Must visit once.,5,September 2022,Travelled with family
Decent staycation,Faith F,"Booked a room for my husband birthday. Enjoy the club access and the selection of high tea, wines and cocktails. Hazel from the club demonstrated the epitome of great service’s and . Always delightful, warm and eager to make our time at the club better. A tad disappointed that despite my booking 6 months ago, request for high floor wasn’t granted.  And not even a 30 min later den 12noon check out was granted. Professional service But rather impersonal service by all except Hazel.",3,September 2022,
Lovely staycation,Zann,"Booked the premier suite as a treat as no plans to travel out of country so soon. And happy to report that the experience  is excellent. The executive lounge is great too.  All the staff we encountered are attentive and friendly, ready with smiles and greetings making us feel so welcomed. Would like to especially compliment Mr Talgat at the Front Office and Ms Hazel at the Executive Lounge.  Will not hesitate to return and look forward to staying at other JW Marriott properties in the future.",5,September 2022,Travelled with friends
"Rooms are very nice, but service is extremely inefficient and breakfast has a long waiting time",salosm,"We went on a short stay-cation to celebrate our anniversary, we arrived at 4:00 pm to the hotel, we did online check-in, which didn't serve any purpose as anyway you have to go through the front desk. We were 3rd in line and waited 30 mins! I have no idea what the front desk personnel are doing to check-in/check-out guests, but it is extremely inefficient. It was already 4:45 pm when they finalized our check-in and the lady in the front desk told us our room was not ready yet! (check-in is supposed to be at 3 pm). I told her we needed to rest and to please help us to hurry up. She made a couple of calls and we waited for 20 more minutes until it was ready. The room was very nice with a great view, but too cold (air-con set at 18 C). The next day we went for breakfast and even…",2,September 2022,
Above and beyond!  Hazel and Cora in the lounge were superstars!,Malene C,"Just WOW...I knew I'd love this hotel as I'd read multiple reviews and watched endless videos of happy guests.  The room was spacious with breathtaking views of the bay as expected.  What I didn't expect was just how memorable the executive lounge staff would make our visit.  Hazel and Cora took care of every need, were kind to answer some of our questions about the area, gave awesome tips, and even remembered our favorite drinks over our 4 day stay.  We were lucky enough to enjoy the exec lounge's first day of full breakfast service, and it will be the reason I always come back to the JW while in Singapore!! Great selection of foods and drinks in the quiet of the lounge (the usual breakfast buffet was delicious but bustling).  We were warmly greeted by Hazel who offered our…",5,September 2022,Travelled as a couple
THE hotel to stay at in SIN,Torsten D,"The JW Marriott ist THE place to stay in Singapore. Very conveniently located. Great rooms. A very generous Happy Hour in the executive lounge (yes, I do realize that this not a standard offering) and an unbeatable breakfast. I did stay at quite some other hotels in Singapore before. But the JWM is definitely the one to return to .",5,September 2022,Travelled on business
My new go to hotel in Singapore!,Journey520163,"Beautiful hotel, convenient location. Friendly and helpful staff from beginning to end. All of the team in the executive lounge got to know us by our first name and Hazel was amazing providing exceptional service.",5,September 2022,Travelled with friends
Excellent Room and Service,Diane,"We went to JW for our honeymoon, and we were surprised with their hospitality, especially the attendant Sarah. They even gave us a welcome cake. The room is nice and clean, and we specifically loved the bath tub so much!  They gave us water bottles when they noticed we ran out of them, and left us with lens cleaner when they saw i was wearing eyeglasses without me asking! Thoughtful and A++++ service!  Hoping to be back someday. Thank you JW Mariott! Your service is highly commendable.",5,August 2022,Travelled as a couple
A wonderful staycation,Keith Tan,"Always happy to return to JW Marriott South Beach to unwind and chill for the weekend.  I’m always impressed by the wonderful staff who make sure the stay is a memorable and enjoyable one…… from the front desk Sarah, from the executive lounge Cora, Hazel, John, Karthik, Kay, Emmanuel, Renz, Lorraine and Gab.",5,September 2022,Travelled as a couple
First impressions,Jpap,Just arrived. Looks like a nice hotel and everyone welcoming. As an Ambassador Elite was upgraded to a family room however since it is my sister and I preferred two beds (sorry but not interested in sleeper sofa).  Only rooms were normal (premium twin beds). It’s disappointing that a hotel this size doesn’t offer two doubles or queens.  Hoped for a high floor with a view but no luck there.   Executive lounge looks nice and everyone is very smiling and accommodating.  Will update as trip progresses in facilities. They recommend a reservation for breakfast or take your chances as a walk in.  First Marriott I have seen where they do this. Not sure if it’s Covid related or due to size.,4,September 2022,Travelled with family
Best hotel in Singapore,JMorgan,"Fabulous hotel! Modern, with fantastic views and great amenities. The pools are just great to relax and unwind.  But most importantly I would like to highlight the service! Everyone has been so accommodating and welcoming, specially the team at the executive lounge ( Hazel, John and Gab were fab and made our stay even better). The food was delicious too, great chefs!  Will be coming back for sure!",5,August 2022,Travelled as a couple
Best Lounge Ever!,Cono52,"We stayed for quite a long time (Titanium Member), more than the average Singapore stay, but me and my partner loved it and it was well worth extending our stay.   The staff were all very accomodating, especially Hazel, John and Gab. Hazel was soo kind, giving us recommendations and places to visit each time we visited the fantastic executive lounge. The range of food is fantastic, and she took care of us on every visit after a day of excursions.   Aside from the star of the show, the pools were great, water just a little cold, but super views to be had of the surrounding area.  It's a really great place to explore the entire of Singapore from. Hotel very modern, breakfast were super.",5,August 2022,Travelled as a couple
Excellent customer service,xxgingerxx,"Kudos to the friendly staffs making our stay a pleasant memorable one.  Miss maganda hazel from lounge, making sure we have enough food and drinks throughout our seating.  Chef kok Ann, bringing blueberries to my table when it ran out from the breakfast buffet. Recommending us their buffet menu.  Miss Rebecca from front desk, after requesting of changing of suites trying to best accommodate our needs.  Thank you all. And will definitely be coming back for another staycation.  Ann",4,August 2022,Travelled as a couple
Excellent service at Executive Lounge and Great Breakfast at Beach Road Kitchen. Pity the room was a letdown.,Ian D,Our stay at the hotel was made immensely better at the executive lounge. Hazel served us during the happy hour and throughout the visits to the lounge and her bubbly nature made the visits there more fun.  Drinks on offer were great and we spent the evenings here in the lounge.  The breakfast variety served at the Beach Road Kitchen was vast. Quality was good.   The reason why this review did not get 5stars was the pathetic room size. It was supposed to be Premium room but you cannot tell by the size. I have stayed in many Marriott hotels and I must say this is one of the most disappointing. It is a pity that the room was a great let down to an otherwise marvellous stay.,4,August 2022,Travelled as a couple
Singapore Quick Visit,Eric and Michae... A,"Stayed here at JW Marriott for 2 nights. Had afternoon tea at the Executive Lounge and had Hazel & Gab served us. They were so wonderful and so welcoming.  It felt like I was home with their warm smile and attention. You’re lucky to have them. Also, The afternoon tea was exquisite. Great spread.  Can’t wait to come back.",5,August 2022,Travelled with friends
Best executive lounge!,Jacqueline G,"The Executive Lounge at JW Marriott in Singapore is amazing! Incredible food, drink and service. Hazel and the rest of the staff are simply the best! Thank you so much for making our stay so comfortable!",5,August 2022,Travelled on business
Great service,Adrian Wong,We had a wonderful stay at the JW Marriott for the  past week. Hazel from the Executive Lounge made us feel especially welcomed. Great food and great fun. Awesome facilities and service.  Looking forward to our next stay!,5,August 2022,Travelled on business
Great hotel in Singapore,BigA1999,"This is truly an upscaled hotel in Singapore. The service was perfect and the hotel is super modern and clean. The breakfast is outstanding and has a lot of international choices to pick from. The room was very spacious and super clean. The service, especially cleaning staff is outstanding. Too often if you miss the time window to get your room done, you luck out. But in this case, in the moment I left my room, they did it. Overall great experience and will come back",5,August 2022,Travelled on business
One of the best in Singapore ! A 5 Star service,mike.t,"Extremely happy about my last stay at the JW Marriott Hotel in Singapore; the service is extremely good, the rooms are spacious and the location is perfect, with direct access to multiples mall in the center of Singapore.   I fount an extremely professional  5 Star service, with very well trained staff. A special thanks to Hazel, John, Emmanuel and Hanna from the Executive Lounge who made our stay even better with their exceptional personalised service.   We will definitely be back.",5,August 2022,
Truly 5 star experience!,rob,"JW South Beach shows again why it is one of Singapores best hotels - particularly with its great food and beverage options, room size and staff - like their engineer Munish who really do go the extra mile for Marriott guests. Strongly recommended for anyone staying for business or other reasons here in Singapore.",5,August 2022,Travelled on business
"JW Marriott South Beach, Singapore",YJ,"This was my second staycay at this hotel. The rooms was clean and the rest room perfect. I booked a room with executive lounge access and thoroughly enjoyed it. Quality of food was good and the servings were generous. The most impressive part was the variety of drinks available. Riesling, Chardonnay, Sauvignon Blanc , Bordeaux, Pinot noir, and all kinds of whiskies. Drink to you hearts content. Service was excellent especially from Hazel. She remembered us since our staycay last year. Congratulations to JW Marriott for the great facility, high standard of service and awesome staff. It was definitely worth the stay here.",5,August 2022,Travelled as a couple
Enjoyable stay at JW Marriott,Giap K,"Stay in JW Marriot and it was truly a pleasnt experience. Room is well maintained and the Club lounge is fantastic. I have met very welcoming Staffs like Hazel, Hanna and Gab. They are always with smile and treat the guests with Warm hospitality. I will come back to stay again and hope to see the Lounge staffs for my next visit.",5,August 2022,Travelled with friends
6* Team JW Executive Lounge,Kay,"If you are still contemplating on whether to make a staycation booking at Jw Marriott Singapore, think no further, but make sure you book a room with executive lounge! The lounge is excellent! Cocktail hours from 5.30-9pm. Fabulous food offering, great cocktails and a superb team. As long as they have the raw ingredients, any cocktail you want, you get it! A big thank you to Hazel, John and Kay and everyone else on shift on 20 Aug Sat! We truly had an enjoyable time at the lounge and it was simply the highlight of the entire staycation. We wanted more nachos despite kitchen closed but hazel and team just made it happen. It's definitely one of the best executive lounges in Singapore! And the team definitely deserves a big thank you and a pat on the back!",5,August 2022,Travelled with friends
"Gorgeous hotel, top notch service!",Ng Wei Jie,Hotel room is really clean and gorgeous! Nice view of SG's landmarks as well (Esplanade and MBS for the Bayview). Received very warm hospitality by the servers at the Executive Club Lounge. Shout out to Hazel for going the extra mile and accomodating to our requests. Extensive choices of food and they were really delicious too! Highly recommended for hotel staycays! :),5,August 2022,Travelled with friends
"Excellent Service, Gorgeous Rooms",Rophi,"Had the best time during our trip. The servers at the Executive Lounge were really accommodating and served us well! Special mention to Hazel, John, and Kay for making us feel at home. Love the atmosphere and the overall vibe of the hotel! Would totally recommend!",4,August 2022,Travelled with family
Stopover,Kylie S,"Had another great stopover stay at jw Marriott - the staff are amazing, esp in the club executive room. Hazel & karthik needs a special mention as they are very efficient, professional & hard working. Delivering service with a smile at all times, they let us know when food & drinks were about to finish etc & giving heaps of communication & making sure we were happy.  I must also mention the cleaner she was so lovely & happy, Our room was always very clean, unfortunately I didn’t get her name(16th floor)  Chef sum very good as he let us know what ingredients were in each dish (important information as I have a seafood allergy) & the food was lovely each evening.  Only gave 4 star because I would like to have the food warmer at breakfast esp bacon & eggs etc at beach rd cafe -…",4,August 2022,Travelled as a couple
A visit worth to remember!,Jose Mikyl M,Marriot hotel and their staff has eased the burden of travelling as a family. Kudos to their staff but a special thanks to Ms. Hazel and Mr. Gab for their one of a kind hospitality and Ms. Sarah for her open arms welcome as a receptionist. We may be a thousand miles away from home but it semed as if we never left it.,5,August 2022,Travelled with family
Wonderful Singapore experience!,SFFamilyTravelers,"My husband had a work trip to Singapore so my children ages 11 and 13 and I joined him for a few days. This hotel had everything-delectable breakfast, rooftop pool and games, executive lounge and top-notch service. We’ll be back, for sure!",5,August 2022,Travelled on business
Get the room with lounge!,Lynn T,My fiancée and I did a one night staycation at JW mariott. Don’t expect much for the room. But the lounge had yummy food and cocktails! Hazel was welcoming and friendly and always made sure our cups and bellies were full.   Do get breakfast at South Beach Kitchen! The breakfast selection was robust and delicious. Uncle Richard is such a sweet man who attended to us and was very prompt in clearing our empty plates.   Thank you for great customer service which made our stay enjoyable!,5,August 2022,Travelled as a couple
Exutive Lounge Staff… where everyone knows your name.,currygriffin,"Just getting ready to check out of the JW Marriott in Singapore it is absolutely beautiful. The pool on the 18th floor is spectacular and the views are amazing. We also spent quite a bit of time in the executive lounge everyone is so hospitable and literally know you by name. They start bringing you things that you ordered before making sure you had enough and ask if there’s anything else that they can do to help or guide you anywhere, we felt very very pampered. The food was great. Hazel was the best she made us her famous pink drink and made sure we always felt welcome.",5,August 2022,Travelled with family
One of the best hotel in Singapore,Prakaj P,My stay at this lovely and modern hotel was amazing after 2 years i haven't return to Jw Marriot Sg!. Check in-Smooth and the staff at reception provided outstanding service! Room-Superb! Breakfast-Top notch Poolside-Amazing with nice pool attendants The only feedback that i have is this hotel suppose to have Gym instructor like Marina Bay Sands and Pan Pac hotel. Last time before covid i know that there is 1 gym Supervisor at Jw. Probably the gym should add more strength machines like Cybex Hack Squat and Prone leg curl.,5,August 2022,
Exellent service at Lounge,영주 제,"I am here for my business travel for a month. All services are good expecially, the louge service at 2nd floor are amazing. Team Hazel, Kay and Gab are owesome and super kind ! If I am back to singapore again, I will stay this hotel again.",5,August 2022,Travelled on business
Amazing fireworks seen from Marina Bay view room and excellent executive lounge,Veronica N,"Spent a good 3 nights' stay at this property. Thanks for the celebratory cake and warm hospitality from the staff at executive lounge. Special mention goes to Hazel who helped us to get drinks earlier than the usual 5.30pm so that we can go up to watch NDP from the comfort of our room by 6pm. I used their mobile chat services and the replies are always prompt. Remember to go to the EBB6 pool instead of the one at level 18 as the one at level 18 is too chilly for a swim. You have to go to the East tower by taking the lift and crossing the bridge at level 2, then head to level 6.",5,August 2022,
Great NDP22 Stay,LifeTimePlat,Great stay thanks to the hardworking team on duty during National Day 22!  Enjoyed the evening cocktails at the amazing Executive Lounge and breakfast at South Beach Kitchen!  Hope to be back during the October F1 race!,5,August 2022,Travelled with family
Certainly a,L L,"Nice rooms with great deco.   The lounge had good spread and excellent service .   Miss Hazel was extra attentive, with swift prompt service , thumbs u pl !   Thanks to Lin for his good service too ☺️☺️☺️😌    Certainly worth a comeback",5,August 2022,Travelled with friends
Great stay,Chidera M,"The hotel is clean and really pretty, and our stay was quite nice. The staff are all kind and professional, especially Hazel, Kay, and Hanna. Hazel was phenomenal, took care of us, took time to learn a bit about us and always was there to offer help. She was very warm and welcoming as well. We’ll surely come back again!",5,August 2022,Travelled with family
wonderful staycation!,Tristan K,"Been to many lounges (France, China, India, Korea, Malaysia) and so far, this is the best experience! Food was amazing and the ambience was great too. Drinks selection was plentiful as well. Thank you for the hospitality Hazel!",5,August 2022,Travelled as a couple
Our Five Day Stay at JW Marriott Singapore South Beach,Len N,"Those five days at the JW Marriott Singapore South Beach were memorable as we enjoyed indulging delicious meals at the Beach Road Kitchen during breakfast time and the afternoon tea/cocktails/dinner are superb at the Executive Lounge. The room made us comfortable too.  Our special thanks goes to Hazel, Cora, and Gab from the executive lounge for their hospitality. You have done a great job! ✨ 😁👍 ✨  - Mr. and Mrs. Nicolas (Philippines)",5,August 2022,Travelled with family
Great hotel experience!,Zache,"The service from the staff were fantastic and they treat us with much warmth and hospitality, especially Hazel and Cora. The experience from the hotel itself was great and will definitely consider coming back next time.",5,August 2022,Travelled with friends
Attentive service,Quek H,"Excellent service by Hazel, Cora, Kay and Gab. Very attentive and always checking in with us on our needs. Typically mentioning Hazel and Cora for going the extra mile to ensure our experience in the lounge were good! Definitely coming back if i have the chance to.",5,August 2022,Travelled with friends
Excellent Service,Jaron C,"Very friend staff and excellent service by Hazel, Cora, Kay and Gab. Typically mentioning Hazel and Cora for going the extra mile to ensure our experience in the lounge were good! Definitely coming back in future.",5,August 2022,Travelled with friends
Excellent Stay,Arika_Areeka,"Stayed here in January 2021 for 2 nights. Hotel is very clean room size is huge and comfortable for our family of four.   Check-in process was a breeze, the staff was friendly and allowed us in before our check-in time. I believe this is only allowed when the occupancy weren't full and room is available upon check-in.  Swimming pool view were beyond amazing and we will definitely come back again",5,September 2021,
Honeymoon Trip,Peter B,"My husband and I stayed here as part of our honeymoon trip and loved the hotel. Our room was nice but the bathroom was on the small side in comparison to the rest of the room. The best part were the amenities - the pool, the gym, and the lounge. Hazel is the lounge’s hostess with the mostess and took care of us, simultaneously taking care of everyone else every day. She runs it like a well-oiled machine. Will definitely stay here again when I return for business or pleasure.",5,August 2022,Travelled as a couple
Amazing stay at JW South Beach Singapore,Mariana R,"I came to Singapore for work and our team stayed 5 nights at the JW South Beach. It was the perfect hotel! Everyone is incredibly kind and helpful, the facilities are amazing, and the location is super centric so it’s very convenient to explore the city. The lounge is top notch, amazing food and drinks every day. Hazel was incredible and made our stay even better. She was always there to greet us, reserved our favorite spot for us every day, and always made sure we had everything we needed! I’m impressed by the kindness and service we received from Hazel and everyone else. We’ll be back!",5,August 2022,Travelled on business
