title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Excellent end to the school hols!,10,"Breakfast was good. Was told that the meat source was halal for chicken, so that was a big bonus for us.",Almost nothing.,Siti,Family,Tower Wing Deluxe Family King,1,"22, 2022",Singapore,sg,[List]
Great Stay. Superb for kids with Buds and Splash,9,The Line's breakfast spread is remarkable!,"We went at our designated slot, but few items were out of stock already",Swati,Family,Garden Wing Deluxe City Twin,2,"20, 2022",India,in,[List]
Great for family,10,Everything!,"Had dinner at the line, buffet restaurant. Would expect more for the price paid. As we are not heavy eaters, we would prefer more variety. However, the variety is a little disappointing.",Liu,Family,Tower Wing Deluxe King Room,1,"20, 2022",Singapore,sg,[List]
A nice Shang Ri La experience.,9,"The cleaning service carts are always around 9am to 6pm daily and the cleaning ladies are very friendly whenever we meet them at the lobby. They are always ready to help us at all times.
I took the opportunity to book a spa treatment and it was fantastic. Alicia the theraphist was excellent in her techniques and it was a very relaxed and restful experience.","Maybe it was the school holiday peak period... the breakfast booking is very full so we can only book for 9am onwards session.
The TV channel for hotel info was not available... only at checkout then i realise there's a QR code that i can use to explore the hotel room services available... well, i missed out trying the hotel room service that are available. Wanted to try eating asking for room service so we can order meals for dining inside the room but, no worries, we enjoyed the free refreshments at Towers Club that came complimentary with our booking.",Karen,Family,Horizon Club Junior Suite King,2,"18, 2022",Singapore,sg,[List]
Staycation,8,Facilities and staff are excellent,No halal food in the hotel. We need to order in for all meals,Sri,Family,Horizon Club Junior Suite King,1,"15, 2022",Singapore,sg,[List]
Very Good,8,Will be good if there’s shuttle bus to main shopping centres as the hotel is quite deep in.,,Tracie,Family,Tower Wing Deluxe King Room,2,"15, 2022",Singapore,sg,[List]
Very Good,8,.The helpful staff and kid friendly facilities,Would be good to consider a free single Buds entry policy for children who stay in the facility. Don't quite understand the need to pay for that facility.,John,Family,Tower Wing Deluxe King Room,2,"12, 2022",Singapore,sg,[List]
Wonderful,9,Breakfast spread was good.,Nil,Bock,Family,Tower Wing Deluxe King Room,1,"12, 2022",Singapore,sg,[List]
Exceptional,10,,,Chung,Couple,Garden Wing Deluxe Pool Twin,1,"9, 2021",Singapore,sg,[List]
Exceptional,10,,,Nurul,Family,Garden Wing Deluxe City King,2,"9, 2021",Singapore,sg,[List]
Wonderful,9,,,Peng,Family,Garden Wing Deluxe City King,1,"8, 2021",Singapore,sg,[List]
Wonderful,9,,,Loh,Family,Garden Wing Deluxe Pool Twin,2,"4, 2021",Singapore,sg,[List]
Very Good,8,,,Hazlin,Family,Garden Wing Deluxe Pool Twin,2,"2, 2021",Singapore,sg,[List]
Wonderful,9,,,Tan,Family,Garden Wing Deluxe City Twin,1,"1, 2021",Singapore,sg,[List]
Exceptional,10,,,Kamelia,Family,Garden Wing Deluxe City King,1,"1, 2021",Singapore,sg,[List]
Exceptional,10,,,G,Family,Garden Wing Deluxe Pool King,2,"30, 2021",Singapore,sg,[List]
Wonderful,9,,,Shoo,Family,Garden Wing Deluxe City King,2,"28, 2021",Singapore,sg,[List]
Very Good,8,,,Vera,Family,Garden Wing Deluxe Pool King,2,"24, 2021",Singapore,sg,[List]
Loved the staycation at Shangri-La! The facilities were excellent and so were the staff!,10,,,Sreeparna,Family,Garden Wing Deluxe Pool King,2,"22, 2021",Singapore,sg,[List]
Very Good,8,,,Yin,Family,Tower Wing Deluxe King Room,1,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Afif,Couple,Garden Wing Deluxe Pool King,2,"20, 2021",Singapore,sg,[List]
Exceptional,10,,,Nur,Family,Garden Wing Deluxe City Twin,1,"19, 2021",Singapore,sg,[List]
Wonderful,9,,,Hetty,Family,Garden Wing Deluxe City King,2,"17, 2021",Singapore,sg,[List]
Exceptional,10,,,Ann,Solo traveler,Garden Wing Deluxe City King,16,"16, 2021",Singapore,sg,[List]
Very Good,8,,,Nurehan,Family,Garden Wing Deluxe City King,2,"16, 2021",Singapore,sg,[List]
Wonderful,9,,,Janelle,Family,Garden Wing Deluxe Pool Twin,2,"15, 2021",Singapore,sg,[List]
Exceptional,10,,,Hui,Family,Garden Wing Deluxe City King,2,"15, 2021",Singapore,sg,[List]
Exceptional,10,,,Nur,Couple,Garden Wing Deluxe City King,1,"11, 2021",Singapore,sg,[List]
Very Good,8,,,Muhammad,Family,Garden Wing Deluxe Pool King,1,"10, 2021",Singapore,sg,[List]
Exceptional,10,,,Riho,Family,Garden Wing Deluxe City Twin,2,"10, 2021",Singapore,sg,[List]
Wonderful,9,,,Lye,Group,Garden Wing Deluxe Pool Twin,2,"9, 2021",Singapore,sg,[List]
Exceptional,10,,,Caroline,Couple,Garden Wing Deluxe Pool King,1,"9, 2021",United Kingdom,gb,[List]
Very Good,8,,,Louis,Couple,Garden Wing Deluxe City King,1,"8, 2021",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,4,"1, 2020",Sweden,se,[List]
Good,7.5,,,Anonymous,Family,,5,"19, 2020",China,cn,[List]
Excellent,8.8,,,Anonymous,Family,,2,"16, 2020",Norway,no,[List]
Exceptional,10,,,Anonymous,Family,,2,"14, 2020",Japan,jp,[List]
Good,7.9,,,Anonymous,Family,,5,"8, 2020",Japan,jp,[List]
Very Good,8.3,,,Anonymous,Couple,,15,"7, 2020",Switzerland,ch,[List]
Wonderful,9,,,Anonymous,Couple,,2,"30, 2019",Japan,jp,[List]
Wonderful,9,,,Anonymous,Family,,3,"29, 2019",France,fr,[List]
Wonderful,9,,,Anonymous,Family,,5,"24, 2019",Finland,fi,[List]
Exceptional,9.6,,,Anonymous,Couple,,1,"22, 2019",Singapore,sg,[List]
Exceptional,9.6,,,Anonymous,Solo traveler,,7,"19, 2019",China,cn,[List]
Very Good,8,,,Anonymous,Group,,5,"16, 2019",Sweden,se,[List]
Wonderful,9,,,Anonymous,Family,,2,"12, 2019",Japan,jp,[List]
Very Good,8,,,Anonymous,Solo traveler,,2,"7, 2019",Hong Kong,hk,[List]
Very Good,8,,,Anonymous,Group,,2,"4, 2019",Germany,de,[List]
Exceptional,10,,,Anonymous,Family,,5,"14, 2019",China,cn,[List]
Exceptional,10,,,Anonymous,Family,,4,"5, 2019",China,cn,[List]
Excellent,8.8,,,Anonymous,Family,,2,"28, 2019",Thailand,th,[List]
Very Good,8.3,,,Anonymous,Family,,2,"26, 2019",France,fr,[List]
Exceptional,10,,,Anonymous,Family,,2,"24, 2019",China,cn,[List]
Good,7,,,Anonymous,Family,,3,"8, 2020",Japan,jp,[List]
Good,7.1,,,Anonymous,Family,,3,"28, 2020",China,cn,[List]
Good,7,,,Anonymous,Family,,5,"2, 2020",Japan,jp,[List]
Pleasant,6.2,,,Anonymous,Couple,,3,"11, 2019",Australia,au,[List]
Pleasant,6.7,,,Anonymous,Family,,3,"3, 2019",Hong Kong,hk,[List]
Exceptional,10,,,Apple,Couple,Tower Wing Deluxe King Room,4,"28, 2019",China,cn,[List]
Exceptional,10,,,Cai,Family,Valley Wing Deluxe Twin Room,3,"27, 2019",China,cn,[List]
Exceptional,10,,,Kiyomi,Couple,Garden Wing Deluxe Pool King,2,"26, 2019",Japan,jp,[List]
Exceptional,10,,,Takanori,Family,Tower Wing Deluxe King Room,3,"25, 2019",Japan,jp,[List]
"Einwandfrei,",8.8,,,Harald,Family,Tower Wing Deluxe King Room,1,"25, 2019",Germany,de,[List]
Alles einwandfrei.,9,,,Harald,Family,Garden Wing Deluxe City Twin,4,"25, 2019",Germany,de,[List]
Exceptional,9.6,,,Gaik,Solo traveler,Tower Wing Deluxe Twin Room,3,"23, 2019",Russia,ru,[List]
Wonderful,9.2,,,Sadahiro,Couple,Horizon Club Deluxe King Room,2,"23, 2019",Japan,jp,[List]
Disappointing,4,,,I-mei,Family,Garden Wing Deluxe City Twin,3,"31, 2022",Taiwan,tw,[List]
Pleasant,6,,,Jisung,Family,Tower Wing Deluxe King Room,4,"5, 2022",South Korea,kr,[List]
Good,7,,,Yangsoo,Solo traveler,Garden Wing Deluxe City King,4,"22, 2022",South Korea,kr,[List]
Fair,5,,,Shan,Couple,Garden Wing Deluxe City King,1,"20, 2021",Singapore,sg,[List]
Good,7,,,Minoru,Solo traveler,Garden Wing Deluxe City King,1,"11, 2020",Japan,jp,[List]
Pleasant,6.2,,,ユウジ,Family,Garden Wing Deluxe City Twin,4,"25, 2020",Japan,jp,[List]
Pleasant,6.7,,,Iulia,Family,Garden Wing Deluxe City King,5,"5, 2020",Russia,ru,[List]
Pleasant,6.2,,,Young,Family,Tower Wing Deluxe King Room,5,"21, 2019",Indonesia,id,[List]
Good,7,,,Makoto,Group,Tower Wing Deluxe King Room,3,"2, 2019",Japan,jp,[List]
Good,7.1,,,Michael,Couple,Garden Wing Deluxe City Twin,4,"21, 2019",Germany,de,[List]
Good,7.1,,,Khalid,Family,Garden Wing Deluxe Pool Twin,5,"10, 2019",Saudi Arabia,sa,[List]
Pleasant,6,,,Reiko,Group,Tower Wing Deluxe Twin Room,2,"7, 2019",Japan,jp,[List]
Wonderful,9,,,Anonymous,Family,,1,"2, 2022",Singapore,sg,[List]
Exceptional,10,,,Anonymous,Couple,,1,"3, 2022",Singapore,sg,[List]
Wonderful,9,,,Anonymous,Solo traveler,,2,"22, 2022",Hong Kong,hk,[List]
Exceptional,10,,,Anonymous,Family,,1,"29, 2021",Japan,jp,[List]
Exceptional,10,,,Anonymous,Family,,1,"16, 2021",China,cn,[List]
Excellent,8.8,,,Oksana,Family,Tower Wing Deluxe Twin Room,7,"2, 2019",Turkey,tr,[List]
Exceptional,10,,,Yichieh,Family,Garden Wing Deluxe Pool King,2,"31, 2019",Taiwan,tw,[List]
Excellent,8.8,,,Vicki,Solo traveler,Tower Wing Deluxe King Room,2,"29, 2019",Taiwan,tw,[List]
Exceptional,10,,,Turkka,Couple,Garden Wing Deluxe Pool Twin,6,"27, 2019",Finland,fi,[List]
Exceptional,10,,,Chen,Family,Garden Wing Deluxe City King,1,"27, 2019",Thailand,th,[List]
Very Good,8.3,,,Marina,Couple,Horizon Club Deluxe King Room,4,"26, 2019",Japan,jp,[List]
Very Good,8.3,,,Bandar,Solo traveler,Tower Wing Deluxe Family King,2,"25, 2019",Saudi Arabia,sa,[List]
Exceptional,9.6,,,Wilhelm,Couple,Horizon Club Deluxe King Room,6,"25, 2019",Netherlands,nl,[List]
Exceptional,10,,,Zeren,Group,Horizon Club Deluxe King Room,2,"22, 2019",China,cn,[List]
素晴らしい,9.6,,,Cheonsoo,Family,Tower Wing Deluxe Twin Room,3,"19, 2019",Japan,jp,[List]
就像住在家里一样,10,,,Mingwei,Solo traveler,Tower Wing Deluxe Twin Room,2,"17, 2019",China,cn,[List]
Excellent,8.8,,,Chia,Group,Tower Wing Deluxe King Room,3,"15, 2019",Singapore,sg,[List]
Exceptional,10,,,Xin,Couple,Garden Wing Deluxe City King,2,"13, 2019",China,cn,[List]
Exceptional,10,,,유미,Family,Horizon Club Deluxe King Room,2,"13, 2019",South Korea,kr,[List]
Exceptional,10,,,亦珺,Couple,Tower Wing Deluxe King Room,3,"12, 2019",China,cn,[List]
Excellent,8.8,,,Prasantaya,Family,Garden Wing Deluxe City King,3,"10, 2019",Thailand,th,[List]
Exceptional,9.6,,,Yoshiyuki,Couple,Tower Wing Deluxe King Room,3,"9, 2019",Japan,jp,[List]
Exceptional,10,,,Jingying,Family,Garden Wing Deluxe Pool Twin,2,"9, 2019",United Kingdom,gb,[List]
Exceptional,10,,,Guoqiang,Couple,Tower Wing Deluxe King Room,4,"9, 2019",China,cn,[List]
Very Good,8,,,Hong,Family,Tower Wing Deluxe Twin Room,3,"8, 2019",China,cn,[List]
Wonderful,9.2,,,Kai,Couple,Horizon Club Deluxe King Room,3,"8, 2019",China,cn,[List]
非常满意,10,,,Jinghua,Family,Valley Wing Deluxe Twin Room,3,"6, 2019",China,cn,[List]
Wonderful,9.2,,,Lu,Group,Tower Wing Deluxe Twin Room,4,"6, 2019",China,cn,[List]
Good,7.5,,,Huilan,Family,Garden Wing Deluxe City Twin,1,"4, 2019",Singapore,sg,[List]
Exceptional,10,,,Wang,Group,Garden Wing Deluxe Pool King,3,"30, 2019",China,cn,[List]
Exceptional,10,,,Vartan,Family,Tower Wing Deluxe King Room,6,"1, 2020",Sweden,se,[List]
Exceptional,9.6,,,Mari,Family,Tower Wing Deluxe King Room,2,"31, 2019",Japan,jp,[List]
Wonderful,9.2,,,信昭,Family,Garden Wing Deluxe City Twin,4,"30, 2019",Japan,jp,[List]
Very Good,8,,,Kato,Family,Tower Wing Deluxe Twin Room,5,"29, 2019",Japan,jp,[List]
Wonderful,9.2,,,Tomasvaril,Couple,Horizon Club Deluxe King Room,2,"26, 2019",Czech Republic,cz,[List]
Exceptional,10,,,Dongchul,Couple,Tower Wing Deluxe Twin Room,5,"25, 2019",South Korea,kr,[List]
Wonderful,9.2,,,Kei,Solo traveler,Garden Wing Deluxe Pool King,1,"21, 2019",Japan,jp,[List]
Exceptional,9.6,,,Hungyuan,Couple,Garden Wing Deluxe Pool King,3,"15, 2019",Taiwan,tw,[List]
Exceptional,9.6,,,Gang,Family,Garden Wing Deluxe Pool Twin,2,"9, 2019",China,cn,[List]
Exceptional,10,,,美保,Couple,Valley Wing Deluxe King Room,3,"7, 2019",Japan,jp,[List]
Exceptional,10,,,Dr,Couple,Horizon Club Deluxe King Room,5,"1, 2019",,,[List]
Wonderful,9.2,,,Jacobo,Solo traveler,Tower Wing Deluxe Family King,4,"29, 2019",Mexico,mx,[List]
Exceptional,10,,,Trong,Group,Garden Wing Deluxe City Twin,1,"29, 2019",Vietnam,vn,[List]
Wonderful,9.2,,,Bakuteh,Couple,Garden Wing Deluxe Pool Twin,4,"26, 2019",Japan,jp,[List]
Exceptional,10,,,Antonio,Solo traveler,Tower Wing Deluxe Twin Room,2,"25, 2019",,,[List]
Exceptional,10,,,Yoko,Solo traveler,Tower Wing Deluxe King Room,3,"24, 2019",Japan,jp,[List]
Excellent,8.8,,,Mohammed,Family,Tower Wing Deluxe Twin Room,2,"21, 2019",Saudi Arabia,sa,[List]
Exceptional,10,,,Kecheng,Family,Tower Wing Deluxe Twin Room,4,"19, 2019",Hong Kong,hk,[List]
Exceptional,10,,,Boram,Group,Tower Wing Deluxe Twin Room,2,"17, 2019",South Korea,kr,[List]
Exceptional,10,,,Hiroshi,Family,Horizon Club Junior Suite King,3,"16, 2019",Japan,jp,[List]
Wonderful,9,,,Willem,Family,Horizon Club Deluxe King Room,2,"10, 2019",Netherlands,nl,[List]
Exceptional,10,,,永红,Solo traveler,Valley Wing Deluxe Twin Room,6,"8, 2019",China,cn,[List]
Exceptional,10,,,Eunjung,Family,Garden Wing Deluxe City King,2,"7, 2019",South Korea,kr,[List]
Exceptional,10,,,Kumiko,Family,Garden Wing Deluxe Pool King,2,"5, 2019",Japan,jp,[List]
Wonderful,9.2,,,Johan,Family,Garden Wing Deluxe City King,1,"4, 2019",Sweden,se,[List]
Wonderful,9,,,Yun,Family,Garden Wing Deluxe City King,1,"25, 2021",Singapore,sg,[List]
Wonderful,9,,,Hashimoto,Couple,Garden Wing Deluxe Pool Twin,3,"12, 2021",Japan,jp,[List]
Wonderful,9,,,Fen,Couple,Garden Wing Deluxe City King,1,"5, 2021",Singapore,sg,[List]
Exceptional,10,,,Tommy,Couple,Garden Wing Deluxe Pool King,2,"5, 2021",Singapore,sg,[List]
Wonderful,9,,,Stefanie,Family,Garden Wing Deluxe City King,4,"28, 2020",Singapore,sg,[List]
Exceptional,10,,,Jiaying,Family,Garden Wing Deluxe City King,1,"30, 2020",Singapore,sg,[List]
Exceptional,10,,,Yuka,Family,Valley Wing One-Bedroom Suite,2,"24, 2020",Singapore,sg,[List]
Exceptional,10,,,Ms,Couple,Valley Wing One-Bedroom Suite,3,"10, 2020",Singapore,sg,[List]
Wonderful,9,,,Yang,Couple,Garden Wing Deluxe City King,1,"30, 2020",Singapore,sg,[List]
Exceptional,10,,,Oksana,Group,Tower Wing Deluxe King Room,1,"9, 2020",Ukraine,ua,[List]
Exceptional,9.6,,,Margareta,Couple,Horizon Club Deluxe King Room,4,"3, 2020",Germany,de,[List]
Exceptional,9.6,,,Bing,Solo traveler,Tower Wing Deluxe King Room,1,"29, 2020",China,cn,[List]
Exceptional,10,,,Elena,Family,Horizon Club Junior Suite King,1,"28, 2020",Russia,ru,[List]
Wonderful,9,,,芳,Family,Tower Wing Deluxe King Room,2,"28, 2020",China,cn,[List]
Exceptional,10,,,Oksana,Group,Tower Wing Deluxe King Room,3,"26, 2020",Ukraine,ua,[List]
Exceptional,9.6,,,Kenshi,Group,Tower Wing Deluxe King Room,3,"25, 2020",Japan,jp,[List]
Exceptional,10,,,Julien,Family,Garden Wing Deluxe City King,6,"24, 2020",France,fr,[List]
Wonderful,9,,,Nathalie,Family,Garden Wing Deluxe Pool King,7,"20, 2020",France,fr,[List]
Wonderful,9,,,Luc,Group,Tower Wing Deluxe King Room,4,"18, 2020",Switzerland,ch,[List]
Very Good,8,,,Michael,Solo traveler,Tower Wing Deluxe Twin Room,2,"17, 2020",Germany,de,[List]
Exceptional,9.6,,,Cyril,Solo traveler,Tower Wing Deluxe King Room,3,"15, 2020",France,fr,[List]
Exceptional,10,,,Irina,Couple,Tower Wing Deluxe King Room,4,"9, 2020",Russia,ru,[List]
Good,7.5,,,Yuning,Couple,Garden Wing One Bedroom Suite King,3,"6, 2020",Singapore,sg,[List]
Exceptional,9.6,,,Martin,Couple,Garden Wing Deluxe City King,3,"4, 2020",Austria,at,[List]
Wonderful,9,,,Matts,Couple,Tower Wing Deluxe Twin Room,2,"2, 2020",Sweden,se,[List]
Exceptional,10,,,Yunbak,Family,Tower Wing Deluxe King Room,4,"1, 2020",South Korea,kr,[List]
Exceptional,10,,,Alexandre,Solo traveler,Horizon Club Deluxe King Room,3,"31, 2020",France,fr,[List]
Good,7.5,,,Barbara,Couple,Garden Wing Deluxe City Twin,5,"31, 2020",Germany,de,[List]
Good,7.5,,,Vitalii,Family,Horizon Club Junior Suite King,7,"29, 2020",Russia,ru,[List]
Good,7.9,,,Tong,Family,Tower Wing Deluxe Twin Room,2,"29, 2020",China,cn,[List]
Exceptional,10,,,Yingguo,Family,Tower Wing Deluxe King Room,7,"29, 2020",China,cn,[List]
Wonderful,9,,,Rumi,Family,Horizon Club Junior Suite King,4,"29, 2020",Japan,jp,[List]
Exceptional,10,,,Masashi,Family,Horizon Club Junior Suite King,3,"29, 2020",Japan,jp,[List]
Wonderful,9,,,Minna,Couple,Garden Wing Deluxe Pool King,6,"28, 2020",Finland,fi,[List]
