title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Great experience.,10,Everything is great. The view towards the city is amazing at night.,Nothing really.,Chuan,Couple,Premier King City View Room,1,"13, 2020",United Kingdom,gb,[List]
Very enjoyable,9,"The food and service was excellent, room very spacious and clean.",The cost of the nightclub for guests staying at the hotel,Linda,Couple,The Grand Club King Garden View Room,3,"12, 2020",United Kingdom,gb,[List]
A crowded city in a city,7.9,"The hotel impresses outside and inside. Marina harbor, gardens and shopping mall are connected with the main building. Room on 17 level had a very big terrace. The 57th floor is something unforgetable","The hotel seems to be looks a must-have stop for every tourist in Singapore. As a result it is very crowded, especially the lobby and the pool",Alexey,Family,Deluxe King Garden View Room,1,"12, 2020",Russia,ru,[List]
Very Good,8,The views from the bedroom window. The bathroom.,"Very expensive, food and drinks very expensive.",Bexmur,Couple,Deluxe King City View Room,1,"12, 2020",Ireland,ie,[List]
My family and I enjoyed our stay in this hotel. We will definitely coming back.,9,Easy check-in/out. The staff are friendly and lovely. The location is great.,,Josephine,Family,Deluxe King Garden View Room (3 People),1,"12, 2020",Australia,au,[List]
Fantastic,10,"It’s amazing.  Staying on 39th floor. Rooms were massive and had great views of the gardens.   
We did have an issue with drilling outside the room which was very annoying as we wanted a rest.  We did ring down to reception to complain ( which we never do).  This was swiftly resolved.  We was offered a room change but was informed that the drilling would only be another 30 mins so we declined this gesture and thought we would just deal with the noise. Then to our amazement we received another call offering us a bar tab in the cocktail bar for $50 This was greatly appreciated.  The first round of cocktails were amazing so we decided to have another and another and another.  When we asked to pay our bill for the additional drinks we had ordered and expected to pay for we was informed that the whole bill would be settled for us.   This was totally expected and greatly received.   
We spent the rest of our evening around the hotel and this was a great experience in all restaurants and bars. 
We had only decided to come 30mons before we checked in and we are so glad we experienced this amazing hotel.  
We also got up at 6am for a swim in the pools which was well worth it.",Pool was super busy in the afternoon but we did manage to get two seats next to each other right by the pool after a bit of searching.,Antony,Couple,Deluxe King Garden View Room,1,"12, 2020",United Kingdom,gb,[List]
Wonderful,9,,I wish the pool was heated. It was absolutely freezing at night.,Katherine,Group,Deluxe Twin,1,"12, 2020",United States of America,us,[List]
Very Good,8,Super amazing infinity pool. Great service of food while sitting on the bench there. Bridge to the gardens by the bay makes life much easier.,"Very very busy. Some staff treat you not very nicely. Guess because they talk to too many people (there are a lot of people in the lobby that are not guests, just checking the place). The staff however is super nice everywhere else where it is known we are guests.",Youssef,Family,Premier King,3,"11, 2020",United States of America,us,[List]
Exceptional,10,"Great hotel, good organization of all facilities and services. Breakfast is very good, we were in Spago every morning.",,Martina,Couple,The Club Room King City View,2,"11, 2020",Switzerland,ch,[List]
Stay was good,10,Location,Pool not heated,Florence,Family,Premier King Garden View Room,1,"11, 2020",United States of America,us,[List]
Majestic pool for me forever.,9,Pool. Steam and sauna were great,"I didn’t like having to walk from tower three to two for workout, steam and pool and Ce la vie. This happened five plus times a day and took time. Elevators are slower than NY counterparts.",Gordon,Group,Deluxe King,1,"11, 2020",United States of America,us,[List]
Exceptional,10,Excellent hotel with good location,All was good,Gurmeet,Couple,The Grand Club King Garden View Room,1,"10, 2020",Saudi Arabia,sa,[List]
Exceptional,10,Everything,Nothing,Wayne,Couple,Deluxe King City View Room,2,"10, 2020",Australia,au,[List]
Amazing experience!!,10,The room was amazing and the service,Nothing,Reina,Family,Deluxe King City View Room,1,"10, 2020",New Zealand,nz,[List]
Short but sweet Amazing stay,9.2,The infinity pool,Costly,J8ymcloud,Family,Premier Twin Garden View Room (3 People),1,"10, 2020",United Arab Emirates,ae,[List]
Wonderful,9,The location is great. The rooftop bar has a fantastic view.,,Stefan,Family,Premier King City View Room,1,"9, 2020",Germany,de,[List]
Exceptional,9.6,Pool,Water expensive,Ramasela,Family,Deluxe Twin,1,"9, 2020",South Africa,za,[List]
Fantastic hotel in ther best location,8,"Amazing views of the gardens from our room. Air conditioning was great and kept us cool after a warm day outside. So much to do. The staff are amazing. Our son left his phone in a taxi on our last day. The hotel staff were incredibly helpful, going the extra m,ile even though we didn't lose it at the hotel.
Best of we recovered the phone thanks to a fantastic taxi driver and the staff at the Marina Bay Sands","These rooms should not be advertised as suitable for 3 people. It had only two single beds and I had asked for room for 2 adults and a 12 year old. The beds were totally inadequate. We had to get an extra bed that we had to pay for, which was disappointing.",Stephen,Family,Deluxe Twin Garden View Room,2,"27, 2019",New Zealand,nz,[List]
Exceptional,10,It was amazing !,,Sarah,Group,Deluxe King,1,"26, 2019",Morocco,ma,[List]
"Excellent pleasant stay. Excellent pool, love the pool",9,"Good view from the 7th floor, clean, orderly, good ambience","Too long a queue at check in counter & long queue at the lift.
The night club was not operating on night of 20/11/19",Yong,Solo traveler,Deluxe King,1,"26, 2019",Australia,au,[List]
A lovely comfortable stay,9,Good international variety,,Indra,Group,Premier King Harbor View Room,4,"26, 2019",India,in,[List]
Exceptional,9.6,"The room, view and the facilities",Very very expensive,Karthik,Family,Family 1 Bedroom,1,"26, 2019",United States of America,us,[List]
VERY RELAXING AND ACCOMODATING.,10,CUSTOMER SERVICE AND INFINITY POOL,STANDARD CHECK IN WAS 3PM BUT THEY WERE ABLE TO LET US IN MUCH EARLIER THAN THAT WHICH WAS GOOD.,Khoa,Couple,Deluxe King Garden View Room,1,"26, 2019",Australia,au,[List]
MBS is a CITY by herself.,10,"Breakfast had a wide array of different cuisine. Location where we had breakfast was right outside elevator hall.
You can actually experience Singapore at the Marina Bay Sands. YOU NEED NOT LEAVE THE PLACE!",Everything was OK to me.,Maria,Couple,Deluxe King Garden View Room,4,"26, 2019",Philippines,ph,[List]
Amazing!,10,"I loved everything about Marina Bay Sands. The price definitely justifies the service, room quality, views & infinity pool.",,S2son,Couple,Deluxe King City View Room (3 People),1,"26, 2019",Australia,au,[List]
Exceptional,10,The family room was spacious.,The pool was crowded.,Joseph,Family,Family 1 Bedroom,1,"25, 2019",United States of America,us,[List]
Exceptional,10,Great property and service ....quite expensive compared to all other hotels but service and room were great,Expensive property but YOU GET WHAT YOU PAY FOR,Lonewolf,Couple,Deluxe King,2,"25, 2019",United States of America,us,[List]
Exceptional,9.6,"Amazing building, great view even from lower floors, relatively good location, easy to access from the metro, the staff is exceptionally helpful.","No shuttle service from the airport, too long waiting time for check-in.",Szasza79,Solo traveler,Deluxe Twin Garden View Room,1,"25, 2019",Ireland,ie,[List]
Exceptional,10,"early check in was very helpful.
thanks to it I could enjoyed the infinity pool a lot.
thanks very much.",,Tatsuya,Solo traveler,Deluxe King,1,"25, 2019",Japan,jp,[List]
An unforgettable experience!,10,"An unforgettable experience! We were accommodated on the 36th floor with stunning views. The pool is a magical place! It is definitely worth paying for a Club55 room , all with excellent quality and organization!
Thanks the hotel manager for the sweet surprise for our Anniversary!",,Aleksandar,Group,The Club Room King City View,1,"25, 2019",Bulgaria,bg,[List]
Great pool and view,9.6,"The infinity pool and the view are magnificent. Nice clean, well appointed room. We loved the curtains that open as you enter the room.","The lobby is terrible. Way too big with no seating whatsoever. After you check out and are waiting for a car, there is literally nowhere to sit.  It resembles a huge airport terminal, with people and suitcases moving about everywhere. And then there are the groups of tourists endlessly being walked through the lobby, making the crowd even worse. This should not be allowed in a hotel of this high price range.",Ian,Group,Deluxe Twin City View Room,1,"25, 2019",Australia,au,[List]
Very expensive  Overpriced,8,"The bed was very comfortable
Infinity pool was nice",I need to be a millionaire to stay there regularly,Alan,Solo traveler,Special Offer - Deluxe King City View Room,3,"25, 2019",Australia,au,[List]
Very Good,8,"I can't get over the views on the 48th floor and the floor to ceiling windows accentuate them for a truly amazing experience.
I also recommend the Buffet on the ground floor for a great lunch.",,David,Solo traveler,Deluxe King Sky View,1,"25, 2019",New Zealand,nz,[List]
Exceptional,10,"Everything, the architecture, the pool, location the cleanliness of the hotel",Best hotel I’ve ever stayed in,Denisa,Family,Premier King,1,"25, 2019",United Kingdom,gb,[List]
Good,7.9,The looks from the outside,Too busy just like a busy shopping centre wish I had never booked it. Expected better for the cost.,Peter,Couple,Deluxe King Harbor View Room,3,"24, 2019",United Kingdom,gb,[List]
Exceptional,10,"Everything from the staff, they were amazing, they helped me if I needed anything and they made my birthday special. 
The place was perfect, best place I ever spent for my birthday and I cannot wait to come back.","I loved every second of it, I wish I stayed longer.",Firdes,Group,Deluxe Twin City View Room,1,"24, 2019",Australia,au,[List]
Fabulous,10,Everything,,Darren,Couple,Deluxe King,2,"24, 2019",United States of America,us,[List]
Almost perfect,10,"Absolutely gorgeous! One of the best hotels I’ve ever stayed in! 
The balcony was insane. Service was impeccable. The room is very spacious and cozy. I loved all the sunlight and the breathtaking garden view.  
The tub is huge. The bathroom is gorgeous",No bidet or water hose next to the toilet. Very inconvenient.,Asma,Solo traveler,Premier Twin Garden View Room,2,"23, 2019",Saudi Arabia,sa,[List]
Exceptional,10,Best hotel i ever stayed in! We had a suite on 51st floor with pool table and fantastic view on Gardens on the bay! Breakfast both on the top floor and also in the lobby was fantastic as well!,,Marin,Couple,Premier Twin,2,"23, 2019",Croatia,hr,[List]
Exceptional,9.6,"The staff was amazing, very helpful and they did everything in their power to give us the best experience at the hotel's facilities. The food was great and the view from the infinity pool and sky deck were breath taking.",Bigger beds to have 3 guests comfortable. It was a bit hard with the bed sizes to have 2 adults sharing.,Chidarkcy,Group,Deluxe Twin City View Room (3 People),1,"23, 2019",Mexico,mx,[List]
Amazing view!,9.2,You will get an amazing view from the room especially if you get the top floors looking down to the bay and the skyline. The bed is very comfortable and the room is sound proofed.,You expect to get a luxurious room but is quite a standard large room. To be really rigorous about the level of the hotel I received 2 conditioners but no shampoo and only one shower gel.,Cc9999999,Couple,Premier King Sky View,1,"23, 2019",Romania,ro,[List]
Exceptional,10,Everything,Nothing,Sunny,Group,The Club Room King City View,1,"23, 2019",South Korea,kr,[List]
An exclusive experience that we’ll never forget,10,"Everything .... the infinity pool is breathtaking and a once in a lifetime must do. This wasn’t cheap but you pay for what you get and at the Marina Bay Sands, you certainly get to live the high life.",Changing facilities for the pool were not really adequate. Rather odd given the extensive facilities at this hotel but you just need to get ready from your room and use the robs provided.,Audy,Family,Deluxe King Sky View,1,"3, 2019",United Kingdom,gb,[List]
Excellent,8.8,"Location, view, extraordinarity",Sometimes crowdy elevators,Pavel,Family,Deluxe Twin City View Room,3,"2, 2019",Slovakia,sk,[List]
Exceptional,10,Everything,None,Princess,Family,Premier Twin Garden View Room (3 People),1,"2, 2019",Philippines,ph,[List]
Wonderful,9.2,The pool of course and view from the room.,Wi-if haven’t been working properly. I had to reconnect it every few minutes.,Patryk,Couple,Deluxe King Sky View,1,"2, 2019",Poland,pl,[List]
Exceptional,10,"The staff were amazing. 
Great location
The rooms were bigger than what I was expecting.",I loved everything about the property :).,Gina,Couple,Premier King,2,"2, 2019",United States of America,us,[List]
Exceptional,10,"After entering the room, the curtain opened automatically and the spectacle appeared through the window, was really a whooh feeling.",Separate taps for cool and warm water. It is not an up to date.,Ferenc,Family,Deluxe Twin Garden View Room,1,"1, 2019",Hungary,hu,[List]
Exceptional,10,Everything is very good,,Wgc,Family,Deluxe King Garden View Room,1,"1, 2019",United States of America,us,[List]
Exceptional stay,10,"Good food in the restaurants. Beautiful, clean and comfortable rooms. Excellent location that is central to all tourist attractions. Great transportation system with taxi, bus and train at the doorstep.",Everything works extremely well.,Makhosini,Couple,Premier King Harbor View Room,3,"1, 2019",South Africa,za,[List]
Exceptional,10,Beautiful building and roof pool,Very expensive restaurants,Sheldon,Couple,Premier Twin City View Room,1,"1, 2019",Canada,ca,[List]
not cheap but this doesn’t stop the high number of guests,9.2,"Biggest hotel room and bathroom I’ve ever stayed at
Nice towel art provided by housekeeping 
Great view of Gardens by the Bay
Some friendly staff","Some of the signage in the hotel was not clear initially 
The toilet flush button was stiff and you had to move the raised toilet seat to get to it
Too many guests",Khanh,Solo traveler,Special Offer - Deluxe King Harbor View Room,2,"1, 2019",United Kingdom,gb,[List]
Excellent stay,9,Pool was excellent,Nothing,Brent,Couple,Premier King Harbor View Room,1,"1, 2019",Malaysia,my,[List]
Exceptional,10,Everything. The infinity pool!,,Malik,Couple,Premier King Garden View Room,1,"1, 2019",Uganda,ug,[List]
Exceptional,9.6,Extravagance to a great level,,Shane,Family,Deluxe Twin,1,"1, 2019",United Kingdom,gb,[List]
Best hotel stay ever,10,"Good location, amazing views, luxurious and well looked after. Worth paying more for a good view.",Bed wasn’t the comfiest.,Alice,Group,Deluxe King City View Room,1,"31, 2019",United Kingdom,gb,[List]
Probably the best hotel in the whole world !,10,"We loved everything, probably the best hotel in the world !",We had to leave !,Bbsnr,Couple,The Club Room King City View,6,"31, 2019",United Kingdom,gb,[List]
Exceptional,9.6,"The hotel was beautiful, very clean and we reviewed a free upgrade which was fantastic.","The queue for check in took around 15 minutes, it could have been a little better but other than that the overall stay was excellent.",David,Couple,Deluxe King Garden View Room,3,"31, 2019",United Kingdom,gb,[List]
Exceptional,10,"My family & I was very comfortable with your FO ANTONIO VALE because he is very accommodating and friendly. We have a very meaningful, memorable and enjoyable experience during our stay with your hotel. We were also amazed with our room especially with a nice view and clean room. 
XI MEI is a very friendly and a smiling staff.  
JIN FU was very helpful and caring assisting our check in and check out baggages.
If ever we go back to singapore (If GOD's will) we will go back in your Hotel.
Thanks",Nothing cause evertyhing is perfect!,Grace,Family,Deluxe King Garden View Room,1,"31, 2019",Philippines,ph,[List]
Perfect,10,Facilities were top quality and the location was perfect to get to the city and to attractions such as the gardens,"Access to the pool ends with check out which is unnecessarily restrictive. If you have a late flight you have to check out early and although you can shower and the hotel will hold your bags, don’t hope to use the pool! Apart from that this was a totally brilliant hotel",Allan,Family,Family Studio,3,"30, 2019",United Kingdom,gb,[List]
Exceptional,10,The view was so crazy.,Nothing,Salihu,Solo traveler,Deluxe King City View Room,1,"30, 2019",Ghana,gh,[List]
Exceptional,9.6,"It was amazing, such a beautiful hotel. The infinity pool was awesome all the staff were lovely. 
Highly recommended",Everything about it,Maree,Couple,Deluxe Twin Garden View Room,2,"30, 2019",Australia,au,[List]
Wonderful,9.2,"Good staff, the pool is amazing, spacious room.",Brekfast should be included  with that price .,Crislene,Couple,Premier King,1,"30, 2019",Brazil,br,[List]
Very Good,8.3,"Clean, location, iconic building","Swipe access for everything, over priced.",Timothy,Couple,Premier King City View Room,4,"30, 2019",Australia,au,[List]
very good,9,foor court is ok,nothing,Chunhui,Couple,Special Offer - Deluxe King Harbor View Room,3,"30, 2019",Singapore,sg,[List]
Excellent,8.8,Views of the Garden bay were fabulous,The check in / out and baggage store are not set up to cope with the scale of the hotel.,Neil,Couple,The Grand Club King Garden View Room,4,"30, 2019",United Kingdom,gb,[List]
Exceptional,10,"everything was excellent. hotel room was very clean and room was big and useful. all hotel person was helpful friendly. hotel location was excellent . if you are in Singapore , you must stay that hotel. infinity pool was incredible. room view was excellent.",no need to write bad comment.,Özgür,Couple,Deluxe King Harbor View Room,2,"29, 2019",Turkey,tr,[List]
Nice to try once. No need to repeat.,8,Huge hotel convenient to Gardens by the Bay. Beautiful views.  Pool is a sight to behold but a bit too much very quickly.  No real hangout spots without sitting right at the pool.,"Lavo was a very bad dining experience.  For all the amazing food in Singapore this was a touristy,  overpriced restaurant with the most mediocre food in all of Asia.",Anonymous,Couple,,2,"17, 2019",United States of America,us,[List]
Exceptional,9.6,"Loved this hotel. The staff couldn’t be nicer.
The property is beautiful, spacious and it has a great variety of restaurants and shopping.
The infinity pool is breath taking.",Prices inside the hotel were higher than outside of the hotel.,Anonymous,Couple,,1,"17, 2019",United States of America,us,[List]
Wonderful,9,Pool and location.,Sometimes it feels so big and impersonal.,Anonymous,Solo traveler,,2,"15, 2019",United Arab Emirates,ae,[List]
Exceptional,10,The kindness of the check in guy devien who upgraded our rooms. It was a beautiful blessing. Thank you for training staff so well. The express check out lady was extremely kind as well. Well done and keep it up.,"No halal food 
Minestrone soup was inedible. 
Mentioned as food 4 thought and much room 4 improvement",Anonymous,Family,,1,"13, 2019",South Africa,za,[List]
Exceptional,10,Beautiful view from my room. Staff are friendly and helpful.,None,Anonymous,Family,,1,"12, 2019",United States of America,us,[List]
Wonderful,9.2,everything except price,fabulous place but price is too high,Anonymous,Family,,1,"10, 2019",Australia,au,[List]
This was an interesting visit to one of Singapore's iconic sites.,8.8,The location is excellent with the property providing a great view and nice experience.,"The breakfast selection in Spago is rather limited for such a fancy price place. Also, the service attention in the Rise restaurant could be better, but it was not bad per se.",Anonymous,Family,,1,"10, 2019",Malaysia,my,[List]
MBS Staycation,8.8,,No carpark right below the hotel. Need to walk to the shopping area to access carpark.,Anonymous,Family,,1,"10, 2019",Singapore,sg,[List]
Professional staffs,9.2,Luxury,The bills,Anonymous,Group,,1,"7, 2019",United States of America,us,[List]
Exceptional,10,Very helpful with early check in after long flight,,Anonymous,Couple,,1,"6, 2019",United Kingdom,gb,[List]
