reviews,score,hotel,date,country,room,title,travellerType
the hotel enterance,1.0,Mandarin Oriental,2022,United Kingdom,Premier King Room,staff where rude. booked three nights for our honeymoon. the room was not ready until six pm. no welcome drinks where of,Couple
bedrooms where old and dated,1.0,Mandarin Oriental,2022,United Kingdom,Premier King Room,staff where rude. booked three nights for our honeymoon. the room was not ready until six pm. no welcome drinks where of,Couple
A drunk groom from the hotel threatened to kill me 3 times and was trying to fight.We left hotel as rooms musty and old,0.5,Mandarin Oriental,2022,New Zealand,City Suite King,Bad,Couple
Everything at,0.5,Mandarin Oriental,2022,New Zealand,City Suite King,Bad,Couple
For its tranquil and quiet location,0.5,Hotel Fort Canning,2022,China,Deluxe Double or Twin Room,"Way below my expectations. Badly managed and run hotel, mostly by amateurs. Worst was we literally encountered paranorma",Couple
"Everything looked and felt dated. Reminds me of stepping into one of those cheapie hotels along bencoloon street - zero regards for cleanliness, old musky room scent, elevators from the 80s etc",0.5,Hotel Fort Canning,2022,China,Deluxe Double or Twin Room,"Way below my expectations. Badly managed and run hotel, mostly by amateurs. Worst was we literally encountered paranorma",Couple
"great bed
quiet property
beautiful colonial style",1.5,Hotel Fort Canning,2022,United Kingdom,Deluxe Double or Twin Room,good value for the price but needs a lot of TLC. we wouldn’t stay there again.,Couple
location,1.5,Hotel Fort Canning,2022,New Zealand,Deluxe Double Garden Room,not worth the money,Couple
staff were unhelpful. food was very poor in restaurant. toilet was broken in rook and shower flooded room.,1.5,Hotel Fort Canning,2022,New Zealand,Deluxe Double Garden Room,not worth the money,Couple
Location.,1.0,Hotel Fort Canning,2022,Italy,Deluxe Double or Twin Room,I was very disappointed and had to leave the hotel earlier than expected.,Solo traveler
The room and breakfast is ok.,0.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,Unpleasant experience,Family
The food was fair and the bed was really comfortable. The location is also excellent.,1.5,Hotel Fort Canning,2022,United Kingdom,Deluxe Double or Twin Room,Disappointing,Solo traveler
location is good,1.0,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,below average - will not return again nor recommend,Couple
"Hotel security is poor
was given connecting room where occupants blast music past midnight.",1.0,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,below average - will not return again nor recommend,Couple
the bed was comfortable,0.5,Hotel Fort Canning,2022,New Zealand,Deluxe Double Garden Room,couldn’t wait to leave,Couple
Location,1.5,JW Marriott Hotel,2022,Rwanda,Deluxe Guest Room with King Bed,Extremely unfavorable,Solo traveler
"delay in bell man services
was rushing to the airport and asked for my luggage to be picked up 4 times, it took so long to get it",1.0,JW Marriott Hotel,2019,United Arab Emirates,Deluxe Guest Room with King Bed,Very Poor,Solo traveler
Facilities,0.5,JW Marriott Hotel,2022,Rwanda,Deluxe Guest Room with King Bed,Bad stay,Solo traveler
Splash zone,1.5,Shangri-La Singapore,2020,Singapore,,Upsetting stay.,Family
Hotel was good,0.5,Shangri-La Singapore,2022,India,Tower Wing Deluxe King Room,Bad,Family
swimming pool,1.5,Shangri-La Singapore,2022,France,Tower Wing Deluxe King Room,Poor,Solo traveler
I would start improving service quality and increase capacity of the facilities.,1.5,Shangri-La Singapore,2022,Australia,Garden Wing Deluxe City King,Not worth the money.,Family
The property is getting old,1.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe Pool King,Poor,Family
Firstly they inform me that when check in only swimming pool reservation cn be made. But when i check in its fully book. I stay for one night . secondly i came abit late to hotel. Atleast can give us late check out. Cant. The location is at orchard and getting food to the place difficult.,0.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe Pool King,Its not worth of 487 dollar spending for one night for just breakfast. I didnt get any other facilit,Couple
stuff service is horrible,0.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe Pool Twin,worst hotel ive ever been to,Family
Change in their service standard.,0.5,The Fullerton Hotel,2020,Singapore,Heritage Room,BAD ROOM QUALITY,Group
Location,1.5,The Fullerton Hotel,2020,United Kingdom,Straits Club Marina Bay View Room,Lacks attention to detail,Couple
Breakfast 2 star at best,1.5,The Fullerton Hotel,2020,United Kingdom,Straits Club Marina Bay View Room,Lacks attention to detail,Couple
Very poor service staff.,1.0,The Fullerton Hotel,2022,Singapore,Heritage Room,Very Poor,Couple
"The actual building, physical rooms and location is brilliant",0.5,The Fullerton Hotel,2021,Singapore,Straits Club Marina Bay View Room,"It was terrible - we could not relax, worst hotel in Singapore",Family
Location and view was amazing ..,1.5,Ritz-Carlton Hotel,2020,Saudi Arabia,,Poor,Couple
"Hotel Club didn't provide variety of food selections.
Information about local events wasn't provided properly.
Room wasn't cleaned properly.",1.5,Ritz-Carlton Hotel,2020,Saudi Arabia,,Poor,Couple
"4 hours for hotel to arrange a room despite check-in @3.45pm, followed by 2 different versions of why the lengthy wait occured.   Worst is the service recovery that we didnt request for by a person called Jeevan. We dont usually go to such lengths to post. But his story of an IT outage causing Phone service to jam was absurd.",1.0,Marina Bay Sands Hotel,,,,Very terrible experience,
"This is purely about their room service.   It took 5 mins for them to respond and they informed us that they had wait times of over an hour. This is ridiculous for a 5 star hotel that I am paying nearly SGD2000. Unheard of anywhere else in the world, but in Singapore, all they say is suck it.   I am still here.",1.0,Marina Bay Sands Hotel,,,,Room Service,
Very misleading......5 people maximum can gather at anytime? That anytime 5 people in a room since this is a hotel. However the hotel allows only maximum 3 people into a room. Why the enforcement or the hotel association or management is so misleading ....?????,1.0,Marina Bay Sands Hotel,,,,Misleading,
"The review could have been 5 stars, due to the great location and the hotel itself. However getting robbed, while laying by the pool ruined the whole experience including the remainder of our trip to Singapore.",1.0,Marina Bay Sands Hotel,,,,Not safe environmental,
"late house keeping, slow response from bar, waiting for ages on response , found the staffs from the bar were totally ant slow.  the housekeeper were always late even i called up the hotel to record specific timing that i will be away.",1.0,Pan Pacific Hotel,,,,Mr,
Amazing service at Keyaki especially from Jeff and Wan. They offered good food recommendations according to our preferences and had lots of patience in helping us take photos.  This place is good for various occasions,1.0,Pan Pacific Hotel,,,,Birthday lunch celebration,
jan 9 12 midnight I rang front desk because someone was ringing my doorbell and I hear a commotion outside my room. i was scared for my safety. also they require a picture of front and back of credit card which is potential for fraud,1.0,Pan Pacific Hotel,,,,Snobbish,
"One of the worst hotels I have stayed in my life! I have been all around the world and I have been to a few good hotels in Singapore, this is by far the worst. Smelly rooms, smelly linen old bathrooms with stains everywhere! How is this considered a 5 star hotel!",1.0,JW Marriott Hotel,,,,Mrs.,
"Takes forever to check in with the haphazard check in layout and system. Hotel staff enables aggressive guests to beat the queues.  Be advised, to remain patient when checking in, lower your 5star expectations.   ",1.0,JW Marriott Hotel,,,,5star hotel. 1star check in.,
Saw this while we were walking along the hotel corridor. This is the corridor towards the nearby shopping mall. Is this a special live-in guest in the garden? The little mouse looks kind of cute though. Still find it hard to believe to find a mouse in a 5-star hotel. ,1.0,Ritz-Carlton Hotel,,,,Mouse in the hotel garden,
"Room was good and restaurant was interesting. I was bumped out of my reservation one day before my arrival. It ruined my whole experience! I was nervous; it was my first time visit to Singapore. Because I was bumped out of my reservation due to overbooking, I had a negative image and first impression about the hotel and the country.",1.0,Four Seasons Hotel,,,,I was bumped out of my reservation one day before my arrival!,
