reviews,score,hotel,date,country,room,title,travellerType
Nothing,5.0,Marina Bay Sands Hotel,2019,South Korea,The Club Room King City View,Exceptional,Group
Separate taps for cool and warm water. It is not an up to date.,5.0,Marina Bay Sands Hotel,2019,Hungary,Deluxe Twin Garden View Room,Exceptional,Family
Very expensive restaurants,5.0,Marina Bay Sands Hotel,2019,Canada,Premier Twin City View Room,Exceptional,Couple
Nothing,4.5,Marina Bay Sands Hotel,2019,Malaysia,Premier King Harbor View Room,Excellent stay,Couple
Nothing cause evertyhing is perfect!,5.0,Marina Bay Sands Hotel,2019,Philippines,Deluxe King Garden View Room,Exceptional,Family
Nothing,5.0,Marina Bay Sands Hotel,2019,Ghana,Deluxe King City View Room,Exceptional,Solo traveler
nothing,4.5,Marina Bay Sands Hotel,2019,Singapore,Special Offer - Deluxe King Harbor View Room,very good,Couple
The check in / out and baggage store are not set up to cope with the scale of the hotel.,4.4,Marina Bay Sands Hotel,2019,United Kingdom,The Grand Club King Garden View Room,Excellent,Couple
no need to write bad comment.,5.0,Marina Bay Sands Hotel,2019,Turkey,Deluxe King Harbor View Room,Exceptional,Couple
Huge hotel convenient to Gardens by the Bay. Beautiful views.  Pool is a sight to behold but a bit too much very quickly.  No real hangout spots without sitting right at the pool.,4.0,Marina Bay Sands Hotel,2019,United States of America,,Nice to try once. No need to repeat.,Couple
"Lavo was a very bad dining experience.  For all the amazing food in Singapore this was a touristy,  overpriced restaurant with the most mediocre food in all of Asia.",4.0,Marina Bay Sands Hotel,2019,United States of America,,Nice to try once. No need to repeat.,Couple
The kindness of the check in guy devien who upgraded our rooms. It was a beautiful blessing. Thank you for training staff so well. The express check out lady was extremely kind as well. Well done and keep it up.,5.0,Marina Bay Sands Hotel,2019,South Africa,,Exceptional,Family
"No halal food 
Minestrone soup was inedible. 
Mentioned as food 4 thought and much room 4 improvement",5.0,Marina Bay Sands Hotel,2019,South Africa,,Exceptional,Family
"The breakfast selection in Spago is rather limited for such a fancy price place. Also, the service attention in the Rise restaurant could be better, but it was not bad per se.",4.4,Marina Bay Sands Hotel,2019,Malaysia,,This was an interesting visit to one of Singapore's iconic sites.,Family
No carpark right below the hotel. Need to walk to the shopping area to access carpark.,4.4,Marina Bay Sands Hotel,2019,Singapore,,MBS Staycation,Family
"Nothing to dislike - a perfect stay, we even stayed an extra half a day before our flight at night.",5.0,Marina Bay Sands Hotel,2019,Netherlands,,Unforgettable,Couple
We did not get breakfast included in the price of the stay which is very high.,4.5,Marina Bay Sands Hotel,2019,Slovenia,,"PERFECT LOCATION,  GREAT VIEWS, VERY KIND STAFF ON RECEPTION DESK",Couple
"Too busy, everything is very expensive in the whole complex.",4.15,Marina Bay Sands Hotel,2019,France,,Very Good,Family
Nothing,5.0,Marina Bay Sands Hotel,2019,Hong Kong,,Exceptional,Couple
"Requested for an early check-in when hotel was booked. Upon arrival, no rooms were available. Told us to wait for 2hours - still not ready. Waited for 4hrs - still not ready. Only close to 7hrs later when we were restless and annoyed and approached the reception, they gave us our room. Disappointed in the check in staff.",4.4,Marina Bay Sands Hotel,2019,United Arab Emirates,,Better than expected,Couple
Being moved out of the rooftop bar as we were not spending the minium spend but were staying at the hotel !,4.0,Marina Bay Sands Hotel,2019,United Kingdom,,Very Good,Couple
"sky deck was very crowded.
lots of people sitting on the deck",4.4,Marina Bay Sands Hotel,2019,Japan,,Excellent,Family
"We stayed only for one night but enjoyed the infinity pool a lot. The restaurant at the top of the hotel (Lova) was not good (pasta/slab of chicken for 50 eur) without any good taste. The staff everywhere were very welcoming and helpful, also they allowed us to have a shower on the day of the check out before going to the airport at 9pm. Overall we loved the experience.",4.8,Marina Bay Sands Hotel,2019,Lithuania,,Awesome pool experience,Group
"We did not like the restaurant Lova, as it was expensive but did not deliver good food. Also the room was nice but not exceptional - if not the view/access to the pool, it would be like in any other good hotel. 
Our friends had to wait for the check in for 1 hour past advertised check in time and for that the hotel gave us 1 hour late check out.",4.8,Marina Bay Sands Hotel,2019,Lithuania,,Awesome pool experience,Group
"Unable to use pool when checked out but could use to the shower in the gym which was not great and just a bathroom with showers with nowhere to get changed in private, should provide better areas for guest to prepare for flight. Majority of Staff very rude.",4.15,Marina Bay Sands Hotel,2019,United Kingdom,,Very Good,Couple
One day they did not come to clean the room and the towels had bad smell. The water was not hot enough,3.95,Marina Bay Sands Hotel,2019,Hungary,,Good,Family
casino fanno problemi per entrare,5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King,Exceptional,Group
El precio que cuesta es un poco caro ya que no recibes servicios de lujo como en algunos otros hoteles que tienen el mismo precio. Pagas por la alberca y por el nombre del Hotel,4.5,Marina Bay Sands Hotel,2020,Mexico,Deluxe King,Conociendo la alberca infinita,Couple
non saprei cosa dire di negativo,5.0,Marina Bay Sands Hotel,2020,Italy,Deluxe King Harbor View Room,chi va a singapore ha l'obbligo di soggiornare qui almeno una notte altrimenti non ci sei mai stato,Solo traveler
Non ho trovato nessuna pecca,5.0,Marina Bay Sands Hotel,2020,Italy,,Soggiorno da sogno,Couple
Los precios del desayuno super caros,3.55,Marina Bay Sands Hotel,2019,Colombia,Premier Twin Garden View Room,Good,Group
"Lunghissima coda al check-in. La stanza Deluxe 30esimo piano, vista giardini: molto comune e sopratutto carente nella manutenzione. L'aria condizionata molto, molto rumorosa. Le piante sul balcone erano tutte morte rinsecchite: orribili. I rubinetti del lavello del bagno perdevano acqua. Gli accappatoi in cotone non erano stirati: ruvidi e spieghazzati.",3.55,Marina Bay Sands Hotel,2019,Italy,Deluxe Twin Garden View Room,Non all'altezza della reputazione e del suo prezzo!,Couple
"Da piscina no Topo, do quarto da casa de Banho. Foi muito boa a estadia",3.0,Marina Bay Sands Hotel,2020,Switzerland,,Pleasant,Group
"Ontbijt is niet inbegrepen, en is nogal prijzig als je bij een van de hotel eigen restaurants wilt eten. Desondanks zijn er genoeg andere opties in de buurt, dus uiteindelijk voor ons geen probleem! Het zwembad kan wat druk zijn, maar dat is ook wel te verwachten met dat geweldige uitzicht.",5.0,Marina Bay Sands Hotel,2019,Netherlands,,Beste uitzicht van Singapore!,Couple
La porta del bagno non si chiude bene,4.6,Marina Bay Sands Hotel,2019,Italy,,Wonderful,Couple
Mooi hotel op goede locatie met geweldig zwembad op het dak.,5.0,Marina Bay Sands Hotel,2019,Netherlands,,Exceptional,Couple
No se puede usar smarphone para pagar,4.5,Marina Bay Sands Hotel,2019,Spain,,Wonderful,Family
"Als er dan toch iets te verbeteren is: de liften. Het duurt erg lang voordat je 1 van de 6 liften hebt en dan is ie vaak nog vol ook.
Tussendoor veel in-/uitstappers. Kan slimmer misschien.",4.8,Marina Bay Sands Hotel,2019,Netherlands,,Schitterende ervaring,Family
Uiteraard het zwembad.,3.75,Marina Bay Sands Hotel,2019,Philippines,Deluxe Twin Garden View Room,Good,Solo traveler
Todo excesivamente caro. Y no es lo mejor que se puede tener.,3.55,Marina Bay Sands Hotel,2019,Mexico,Deluxe Twin Room - Lower Floor (3 People),Para experimentar solo una vez,Group
Palestra panoramica bellissima,3.1,Marina Bay Sands Hotel,2019,Italy,Deluxe Twin Garden View Room,Pleasant,Solo traveler
"Check in e check out molto lenti, le valigie si perdono tra le varie torri
Pessimo servizio nel ristorante al primo piano
Piscina molto affollata",3.1,Marina Bay Sands Hotel,2019,Italy,Deluxe Twin Garden View Room,Pleasant,Solo traveler
Zwembad & tuin fantastisch,4.8,Marina Bay Sands Hotel,2019,Belgium,Deluxe Twin Garden View Room,Exceptional,Couple
De plek is prachtig . Het Infiniti zwembad op de 57 ste verd. De kamer prachtig met een ongelooflijk uitzicht. Wij zaten op de 41 ste verd. De Gardens op loopafstand . Kortom een hele bijzondere ervaring,5.0,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King Sky View,Onvergetelijk,Couple
"Het had beter aangegeven kunnen worden dat het ontbijt niet bij de kamer prijs inzit, wij als europeanen gaan daar wel van uit. Het ontbijt is ook nog ontzettend duur 55 $ p.p.",4.6,Marina Bay Sands Hotel,2019,Netherlands,Premier Twin Garden View Room,Genoten,Couple
Super hotel met rooftop zwembad. Zeer goede service,4.8,Marina Bay Sands Hotel,2019,Netherlands,Deluxe Twin Garden View Room (3 People),Exceptional,Family
"Het geheel, het uitzicht en de vormgeving van het hotel en met name het zwembad met uitzicht en ligterrassen. Heel speciaal niet goedkoop maar zet het op je bucketlist voor one night",4.8,Marina Bay Sands Hotel,2019,Netherlands,Deluxe Twin Garden View Room,Exceptional,Family
"Vista, stanza e piscina, molto belle! 
Assolutamente... anche se solo per una notte o due, ne vale la pena!",4.6,Marina Bay Sands Hotel,2019,Switzerland,Deluxe Twin City View Room,Enjoy it!,Couple
"I vetri della stanza erano alquanto sporchi.
Non c'era neanche uno snack di accoglienza in stanza.",4.4,Marina Bay Sands Hotel,2019,Italy,Deluxe King,Excellent,Family
En el desayuno la falta de embutido europeu,4.5,Marina Bay Sands Hotel,2019,Spain,Premier Twin Garden View Room (3 People),Excelente,Group
"Struttura e infinity pool uniche al mondo, 
panorama incantevole, pulizia e cortesia al top",5.0,Marina Bay Sands Hotel,2019,Italy,Deluxe King City View Room,"Unico al mondo, la perfezione su tutti i punti di vista",Couple
Dit was de 3e x dat we in MBS verbleven en we hadden er weer geen spijt van alleen zagen we wel genoeg verbeteringen ten opzichte van vorige keren. De snelle service van het personeel. Het managen grote getalen mensen. Verbetering van roomservice.,4.6,Marina Bay Sands Hotel,2019,Netherlands,Premier King City View Room,Its keep getting better!,Family
"Super architectuur
Machtig zwembad",4.5,Marina Bay Sands Hotel,2019,Belgium,Special Offer - Premier King City View Room,Mooie locatie en super goed gelegen mbt metro,Solo traveler
Instant Kaffee auf den Zimmern. Und dann noch zu wenig.,4.8,Marina Bay Sands Hotel,2019,Germany,Deluxe King Sky View,Exceptional,Couple
Water in het zwembad kan iets warmer,5.0,Marina Bay Sands Hotel,2019,Netherlands,The Grand Club King Garden View Room,Excellent,Couple
"Orari per niente flessibili, colazione non all'altezza e prezzi troppo alti",4.5,Marina Bay Sands Hotel,2019,Italy,The Grand Club King Garden View Room,Struttura mozzafiato ma pasti non all'altezza,Couple
Das gesamte Ambiente war hervorragend. Das Zimmer sehr kofortabel. Besonders: Das Bad in der 57. Etage.,4.6,Marina Bay Sands Hotel,2019,Germany,Special Offer - Premier King Harbor View Room,Luxus in Singapur,Couple
"Nu am putut lua cina la niciun restaurant din hotel seara pentru ca erau evenimente private in fiecare seara (ceea ce nu mi se pare normal,tinand cont de pretul camerei).Am incercat la alt restaurant unde nu era eveniment privat si au spus ca trebuie sa asteptam in jur de 40 min asa ca ne-am indreptate spre restaurantele de langa hotel (asta mi s-a parut dezamagitor).",4.15,Marina Bay Sands Hotel,2019,Romania,Special Offer - Premier King Harbor View Room,Nu prea isi justifica banii!,Couple
"Het uitzicht is prachtig,vooral als de lichtshow s'avonds begint.Pool op het dak is ook een belevenis.
Sowieso het hele hotel is een belevenis, vooral nu  alles in kerstsfeer is,prachtig!De kamers zijn ook mooi,genoeg handdoeken,en andere faciliteiten, jammer dat de shops beneden erg duur zijn,er zijn alleen maar dure merken.Maar ook dat is leuk om te bekijken.",5.0,Marina Bay Sands Hotel,2019,Netherlands,Deluxe Twin,Geweldig! het kost wat maar dan heb je ook wat.,Couple
"Der Infinity-Pool ist immer noch das Highlight, super Aussicht auf die ganze Stadt",4.8,Marina Bay Sands Hotel,2019,Germany,Deluxe King,Exceptional,Solo traveler
Spectaculaire uitzichten vanuit hotelkamer (wij hadden City View) en zwembad op 200 meter hoogte. Het feit dat de medewerker bij check-in zijn best deed om een kamer te zoeken aangezien wij voor 15.00 uur incheckten was top......uiteindelijk gelukt met een gratis upgrade. Bij aankomst met taxi wordt gelijk je koffer uit je handen genomen en met max 20 min na check-in staat ie op de kamer. Bij aankomst ontvingen we een fruit punch en een klein ijsje. Prijs drankjes en het eten bij rooftop pool was acceptabel. Op dag van check out kun je koffer achterlaten en deze op een later moment ophalen.,4.0,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King City View Room,"Must do, spectaculaire views vanuit hotelkamer en rooftop pool op 200 meter hoogte",Couple
"Met 2561 hotelkamers is het erg druk bij het zwembad, tussen 12.00-15.00 uur was het rustigste moment. Kamerprijs mag wel wat lager maar op deze manier hou je het exclusief.",4.0,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King City View Room,"Must do, spectaculaire views vanuit hotelkamer en rooftop pool op 200 meter hoogte",Couple
Era un Po scomodo dalla torre 3 a spostarsi verso la piscina era troppo lontana. Bisogno traversare tutto hall. Idem per fare una colazione,4.5,Marina Bay Sands Hotel,2020,Italy,Deluxe King Garden View Room,Stupendo,Couple
"Fantasticky vyhled z 48.patra na mesto
V okoli mnoho zajimaveho
Vyborna snidane",4.6,Marina Bay Sands Hotel,2019,Czech Republic,The Club Room King City View,Wonderful,Family
La piscina ed Il panorama meritano la spesa,5.0,Marina Bay Sands Hotel,2020,Italy,Deluxe King Garden View Room,Piscina 🔝,Couple
"Piscina top.. 2 cocktail e un club sandwich 80dollari
2 shot al bar 48 dollari.
Singapore e questo hotel sono super cari.
Ma davvero davvero bello",5.0,Marina Bay Sands Hotel,2020,Italy,Deluxe King,Exceptional,Couple
Verglichen mit anderen 5* Hotels dieser Preisklasse waren die Zimmer zu normal ausgestattet und die Betten zu hart. Aber das ist Geschmacksache.,4.15,Marina Bay Sands Hotel,2020,Germany,Premier Twin City View Room,Very Good,Group
La vista sul green park dbday e la piscina al 57' piano a sfioro con vista mozzafiato,5.0,Marina Bay Sands Hotel,2020,Italy,Deluxe King Garden View Room,Amazing,Couple
L'inglese non perfetto di alcuni operatori.,4.5,Marina Bay Sands Hotel,2020,Italy,Deluxe King City View Room,Wonderful,Couple
Lage war gut Schwimmbad klasse,4.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King Sky View (3 People),Very Good,Family
"Creo que venir a Singapur y estar alojado en este hotel iconico es un must! Excelente servicio, muy buenas instalaciones, tienes de todo, casino, foodcourt, restaurantes para todos los gustos y bolsillos, mall, etc. etc. Y sobre todo la piscina infinita !!!!",5.0,Marina Bay Sands Hotel,2020,Peru,Deluxe King City View Room,Lo máximo Marina Bay!!!!,Couple
Check in muy lento. Hicimos una fila de unos 40 minutos.,4.0,Marina Bay Sands Hotel,2020,Chile,Deluxe Twin Garden View Room,Very Good,Couple
"Das Zimmer, die Lage, das Schwimmbad",4.5,Marina Bay Sands Hotel,2020,Germany,Premier King Harbor View Room,Wir waren schon mehrmals da und würden in Singapur immer diese Hotel wählen,Couple
"La espectacular vista de las habitaciones superiores y la increible vista desde la alberca, que es unica en el mundo. Simplemente no hay necesidad de salir del complejo.",5.0,Marina Bay Sands Hotel,2020,Mexico,Deluxe Twin,Espectacular vista ¡¡¡¡,Family
"E che mia figlia Moro Laura a avuto un problema con il suo passaporto a Dubai, non a potuto continuare il suo viaggio per venire a Marina bay SANDS, quindi io lo fatto presente al Hotel e a voi di Bookingkom, mi aspettavo una riduzione del prezzo, da 5 persone con 2 camere, ci siamo ridotti a 4 persone con 2 camere,
La reception mi a detto che siete voi responsabile,dove io o fatto la prenotazione, per il rimborso di una persona, ma voi non vi siete fatti sentire, e su questo non sono  affatto soddisfatto, sono anni che prenoto tramite voi,
Rimango in attesa di una vostra risposta.
Distinti saluti
Moro Claudio Franco",5.0,Marina Bay Sands Hotel,2020,Italy,Premier Twin,Exceptional,Family
"De locatie was heerlijk. We hebben van ieder moment genoten in Marina Bay Sands. Grote kamer met zicht op de Gardens. Zalig vertoeven in het prachtige infinity pool. Ondanks de grootte van het hotel, steeds voldoende ligbedjes. Pooltowels zo te verkrijgen. Personeel is super vriendelijk.",5.0,Marina Bay Sands Hotel,2020,Belgium,Deluxe King Garden View Room,Exceptional,Couple
"Da limpeza do quarto, da agilidade no checkin e checkout, dos restaurantes, da piscina de borda infinita.",5.0,Marina Bay Sands Hotel,2020,Brazil,Deluxe Twin Garden View Room,Excepcional,Family
toch wel het zwembad en de service,5.0,Marina Bay Sands Hotel,2020,Netherlands,Premier Twin Garden View Room,mooi maar best duur,Couple
Zwembad,4.8,Marina Bay Sands Hotel,2020,Netherlands,Deluxe Twin Room - Lower Floor (3 People),Exceptional,Group
Pas de baignoire,5.0,Marina Bay Sands Hotel,2020,Belgium,Deluxe Twin Garden View Room,Exceptional,Family
"Super Zimmer,  viel Platz 
Sehr schickes Bad und bequeme Betten 
Gibt nichts zu beanstanden",5.0,Marina Bay Sands Hotel,2020,Germany,Premier King Harbor View Room,Exceptional,Couple
"Zwembad
Bedden
Locatie
Uitzicht",4.5,Marina Bay Sands Hotel,2020,Netherlands,Premier King City View Room,Beter duur dan niet te koop,Couple
zwembad erg koud in de morgen,4.5,Marina Bay Sands Hotel,2022,Netherlands,Deluxe King Harbor View Room,bucket list ervaring top,Family
het zwembad en het uitzicht op Marina Bay Garden,4.5,Marina Bay Sands Hotel,2022,Netherlands,Deluxe King Garden View Room,"Heerlijk, we hebben genoten",Couple
Die Lage des Hotels ist einmalig. Der Ausblick ist fantastisch. Wir hatten ein Zimmer in der 43 Etage auf den See und die City raus. Anbindung zur Innenstadt ist mit der u-Bahn sehr gut. Der infinity- Pool auf dem Dach ist ein muss. Wir haben ihn jeden Tag genossen.,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Sky View,Ein einmaliges Erlebnis und ein Muss in Singapur.,Couple
"Rooftop e vista giardino. Essendo il nostro viaggio di nozze La struttura ci ha omaggiato con un dolce al cioccolato direttamente in camera. Inoltre, durate la permanenza nella piscina sono stati offerti a tutti gli ospiti presenti dei gelati.",5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King Garden View Room,Exceptional,Couple
Prachtig en indrukwekkend hotel met veel sfeer op een prachtige locatie. Werkelijk alles is aanwezig om het de gasten op elk niveau naar de zin te maken. Met name het rooftop zwembad is spectaculair bij zonsondergang met uitzicht op de haven en skyline van Singapore. Deze ervaring had ik niet willen missen.,5.0,Marina Bay Sands Hotel,2022,Netherlands,Deluxe King Sky View,Fantastisch een onvergetelijke beleving.,Family
La piscine est sublime! Le casino est super! Le centre commercial permet de tout avoir sur place.,4.5,Marina Bay Sands Hotel,2022,France,Deluxe King,Wonderful,Couple
"het uitzicht en locatie, we keken uit op de mall en rivier, het zwembad was ook zo mooi en zeker waard!",5.0,Marina Bay Sands Hotel,2022,Netherlands,Deluxe King,geweldig en voor herhaling vatbaar,Family
"De ruime kamer, toegang tot rooftop, zwembad en sauna",4.0,Marina Bay Sands Hotel,2022,Netherlands,Deluxe King,Top ervaring en mooie afsluiter van een paar dagen Singapore,Couple
Der Preis ist enorm hoch,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King,Traumhotel mit hohem Preis,Group
infinity pool stupenda e struttura enorme,5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King Garden View Room,hotel pazzesco,Couple
Le camere possono migliorare e rinnovarsi,4.5,Marina Bay Sands Hotel,2022,Italy,Deluxe King Garden View Room,Wonderful,Couple
Poco da dire il Top a Singapore. Consiglio di trascorrere qui almeno una notte,5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King,Il TOP a Singapore,Couple
Difficile trovare qualcosa che non vada ... Tutto veramente curatissimo.,5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King,Exceptional,Family
ikke noe spesielt,4.5,Marina Bay Sands Hotel,2022,Norway,Deluxe King Harbor View Room,"bra hotell med hyggelig betjening, bra de kunne hjelpe med å få dekorert rommet til min kjærestes bursdag",Couple
"90 minuti per effettuare il check in. arrivi, ti danno appuntamento per il check in 90 minuti dopo, non ho atteso in coda sono andato a pranzo nel frattempo. ma credo che per 550 euro a notte si abbia diritto a poter accedere subito alla propria stanza. staff eccellente pero' non mi hanno comunicato che la colazione non era inclusa.",5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King,Exceptional,Couple
"Stanza molto grade e spaziosa, servizi ottimi, infinity pool da sogno.",5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King,Exceptional,Couple
Gli ospiti esterni potevano accedere alla struttura utilizzando gli stessi ascensori di quelli che alloggiavamo.,5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King,Exceptional,Couple
bellissima posizione ma bisogno di rinnovamento le camere,4.0,Marina Bay Sands Hotel,2022,Italy,Deluxe Twin Garden View Room,posizione top,Family
"No breakfast included.
Staff always trying to out-reason customers. Se of them misunderstood our intent and have never really listened to our requests.
Check-in was slow. Spent 1 hour to check in.
Upon online confirmation, we were not informed about time of accessing the observation deck, booking of queue number for the infinity pool, no breakfast, and every request must use SMS to fight for Q number, etc. Expected us to click and click to browse for relevant information from the long list of items on their website before visiting.",2.0,Marina Bay Sands Hotel,2020,Singapore,,Expensive and not so worthy.,Family
"The charges doesn't justify with service.  Keeping deposit without prior notice is absolutely disgraceful . With so many restrictions of movement and no access to complimentary facilities, the charges incurred was exorbitant and by no means can justify.",0.5,Marina Bay Sands Hotel,2020,Singapore,,Bad,Family
Already book for the pool and waiting for the day but no chance to go to the pool side...,1.5,Marina Bay Sands Hotel,2020,Singapore,,Poor,Family
Make sure to doublecheck minibar bottles before consumption. Ours was opened with some unknown liquid inside.,3.5,Marina Bay Sands Hotel,2020,Czech Republic,,Good,Family
"The furniture and decor seems a bit outdated. In our huge room, there were no furniture occupying half the room which felt like wasted space. Service is hit or miss, and check in queues can be very long.",3.5,Marina Bay Sands Hotel,2020,Canada,,"Great view, service can be improved",Couple
