reviews,score,hotel,date,country,room,title,travellerType
"De (dronken) feestende mensen op de balkons van de kamers boven en naast me tot heel diep in de nacht.
Boek een kamer aan de 'stadskant' zodat je 's nachts gewoon kan slapen.
Waarom het personeel niet ingreep blijft een raadsel. 
Ik kreeg wel een mail dat ze de overlast betreurden en hoopten dat mijn volgende verblijf beter zou uitpakken...",3.75,Marina Bay Sands Hotel,2019,Philippines,Deluxe Twin Garden View Room,Good,Solo traveler
"Ausblick Zimmer
Service",3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe King,Good,Couple
"Zu Touristisch
Zu viele Menschen",3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe King,Good,Couple
Die Aussicht,3.35,Marina Bay Sands Hotel,2019,Switzerland,Deluxe King Garden View Room,Entäuschend für ein 5-Sterne Hotel!,Couple
Hotelzimmer ist nicht der heutigen Zeit ausgestattet,3.35,Marina Bay Sands Hotel,2019,Switzerland,Deluxe King Garden View Room,Entäuschend für ein 5-Sterne Hotel!,Couple
Lage top.,3.5,Marina Bay Sands Hotel,2019,Switzerland,Premier King City View Room,Good,Couple
Sehr teuer.,3.5,Marina Bay Sands Hotel,2019,Switzerland,Premier King City View Room,Good,Couple
Pool und Lokale dort,3.35,Marina Bay Sands Hotel,2019,Austria,Premier Twin Garden View Room,Pleasant,Couple
"Hotel max 4 Stern, Preis - Leistung eine Frechheit. Massenabfertigung wie am Grossflughafen.",3.35,Marina Bay Sands Hotel,2019,Austria,Premier Twin Garden View Room,Pleasant,Couple
La vista desde la alberca,3.55,Marina Bay Sands Hotel,2019,Mexico,Deluxe Twin Room - Lower Floor (3 People),Para experimentar solo una vez,Group
Pool,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe King City View Room,Überbewertet,Couple
Preis,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe King City View Room,Überbewertet,Couple
le personnel,3.5,Marina Bay Sands Hotel,2022,New Caledonia,Deluxe King City View Room,l hôtel se dégradant un peu le coût devrait être moindre,Couple
prix excessif,3.5,Marina Bay Sands Hotel,2022,New Caledonia,Deluxe King City View Room,l hôtel se dégradant un peu le coût devrait être moindre,Couple
Pool,3.0,Marina Bay Sands Hotel,2022,Germany,Deluxe Twin Garden View Room,Pleasant,Family
Service,3.0,Marina Bay Sands Hotel,2022,Germany,Deluxe Twin Garden View Room,Pleasant,Family
best view,3.5,Marina Bay Sands Hotel,2022,Romania,Deluxe Twin Garden View Room,Good,Couple
Interieur teilweise sehr abgenutzt.,3.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King Harbor View Room,Pleasant,Group
Schon sehr beeindruckend,3.95,Marina Bay Sands Hotel,2020,Germany,Deluxe King Harbor View Room,Good,Couple
Preise allgemein,3.95,Marina Bay Sands Hotel,2020,Germany,Deluxe King Harbor View Room,Good,Couple
Staff was really friendly. The view from the pool is exceptional.,3.5,Marina Bay Sands Hotel,2020,Czech Republic,,Good,Family
Location,3.0,Marina Bay Sands Hotel,2020,South Africa,,Just pleasant,Couple
The bed- very hard and uncomfortable. Woke up sore every morning.,3.0,Marina Bay Sands Hotel,2020,South Africa,,Just pleasant,Couple
"This is our second time there. The first time we were underwhelmed by the room and the service. We were there for our honeymoon but they didn't bother preparing something extra special at all, which was a disappointment. This time, the lady at the check in counter was much nicer. We were upgraded to a room with a spectacular view which made the stay much more worthwhile.",3.5,Marina Bay Sands Hotel,2020,Canada,,"Great view, service can be improved",Couple
close to the garden,3.0,Marina Bay Sands Hotel,2020,United States of America,,Pleasant,Couple
Pool and room facilities,3.0,Marina Bay Sands Hotel,2019,Mexico,,Pleasant,Group
The view and the room,3.35,Marina Bay Sands Hotel,2019,Malaysia,,My review,Family
Check-in system slow,3.35,Marina Bay Sands Hotel,2019,Malaysia,,My review,Family
"Opted for a Sky View room, extremely satisfied with the size, view and Quality. Plenty dining options available at the property.",3.5,Marina Bay Sands Hotel,2019,Qatar,,Sure to visit again,Family
Location and pool,3.35,Marina Bay Sands Hotel,2019,Japan,,Pleasant,Family
The view was spectacular,3.0,Marina Bay Sands Hotel,2019,United States of America,,Not recommend,Group
Overrated,3.0,Marina Bay Sands Hotel,2019,United States of America,,Not recommend,Group
Pool has a great view,3.0,Marina Bay Sands Hotel,2019,United Kingdom,,Not worth the hype,Couple
"The views, staff, room, pool.",3.95,Marina Bay Sands Hotel,2019,United Kingdom,,Good,Couple
"Location was great, the infinity pool was amazing with a amazing view.",3.95,Marina Bay Sands Hotel,2019,United Kingdom,,Overall good experience but would not stay there again. Not value for money,Couple
location,3.0,Marina Bay Sands Hotel,2022,Australia,,wouldn’t return or recommend,Couple
Location is good and the USP for this hotel,3.0,Marina Bay Sands Hotel,2020,Singapore,,Pleasant,Family
Check in staff Mac was very good. He explained and tried to upsell other room and even walked me to my room. Good service there!,3.95,Marina Bay Sands Hotel,2019,Singapore,,Overpriced,Couple
The price is too overated for such a room. The view is nice but I paid $800+ for a one night stay and kind of regret my decision. Everything is so pricey!,3.95,Marina Bay Sands Hotel,2019,Singapore,,Overpriced,Couple
Comfortable & well designed,3.95,Marina Bay Sands Hotel,2019,New Zealand,,Good,Couple
Infinity pool is amazing. Short walk to Gardens by the Bay.,3.95,Marina Bay Sands Hotel,2020,Finland,,Good,Couple
Regular room is pretty basic.,3.95,Marina Bay Sands Hotel,2020,Finland,,Good,Couple
Just the view!,3.95,Marina Bay Sands Hotel,2020,United States of America,,Good,Couple
The pool and views are good,3.95,Marina Bay Sands Hotel,2020,China,,Good,Family
Spago was a true highlight.,3.55,Marina Bay Sands Hotel,2019,Australia,Deluxe King,Good,Couple
The lower rooms are very basic.,3.55,Marina Bay Sands Hotel,2019,Australia,Deluxe King,Good,Couple
View and bathroom,3.5,Marina Bay Sands Hotel,2019,Thailand,Premier Twin Garden View Room,Ok,Group
Room was spacious n clean,3.1,Marina Bay Sands Hotel,2019,Australia,Deluxe King City View Room,Pleasant,Couple
"Too many ppl going in & out.  Couldnt tell the difference between hotel guests and ""busy bodys"".
Lobby didnt feel like a hotel lobby...ushers werent friendly, bell boys and door people werent welcoming. 
We only paid for the name - Marina Bay Sands. Unfortunately we wont be back anytime soon to MBS, 
We have stayed at other 5* hotels in SG at a cheaper rate and friendlier service - thats wat matters most",3.1,Marina Bay Sands Hotel,2019,Australia,Deluxe King City View Room,Pleasant,Couple
Great location,3.55,Marina Bay Sands Hotel,2019,Thailand,Premier Twin Garden View Room,Good,Couple
"The view is just stunning. Excellent location , we walked everyone despite the heat.",3.75,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King Sky View,"1 night  wonder to enjoy the amazing views and  pool selfie , but wouldn't stay any longer",Couple
Location and the view the rooms where to most value for money.,3.55,Marina Bay Sands Hotel,2019,Australia,Premier King Garden View Room,Good experience must stay hotel. Better value hotels in the area If you require more than two nights,Couple
"The roof pool needs to managed a lot better as far as volume of people and safety. 
Staff in restaurant in main lobby where roof.",3.55,Marina Bay Sands Hotel,2019,Australia,Premier King Garden View Room,Good experience must stay hotel. Better value hotels in the area If you require more than two nights,Couple
Comfortable beds and great view on both sides if you stay at higher levels (19 onwards).,3.1,Marina Bay Sands Hotel,2019,Luxembourg,Special Offer - Deluxe Twin City View Room,Pleasant,Family
"Views are amazing, pool.",3.75,Marina Bay Sands Hotel,2019,Portugal,Special Offer - Deluxe King Sky View,Good,Solo traveler
Pool pool pool,3.55,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King City View Room,Good,Couple
Everything else apart from pool,3.55,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King City View Room,Good,Couple
Food was great at breakfast Buffett. Pool is amazing.,3.1,Marina Bay Sands Hotel,2019,United States of America,Special Offer - Deluxe King Harbor View Room,Should have been a better hotel  - stayed 9 days at hotel.,Couple
Was a bit rundown when you looked and staff while polite seemed much more interested in the upsell than service.,3.1,Marina Bay Sands Hotel,2019,United States of America,Special Offer - Deluxe King Harbor View Room,Should have been a better hotel  - stayed 9 days at hotel.,Couple
Pool that's basically all,3.75,Marina Bay Sands Hotel,2019,Germany,Family Studio,Good,Family
The complimentary Internet slower than in a 2 star hotel. We were still able to hear music at 2am from our room.,3.75,Marina Bay Sands Hotel,2019,Germany,Family Studio,Good,Family
"Location, decor and views",3.55,Marina Bay Sands Hotel,2019,United States of America,Deluxe King,Amazing views poor and expensive service,Family
Good stayver,3.35,Marina Bay Sands Hotel,2019,Bahrain,Premier King,Ok,Solo traveler
Very commercial,3.35,Marina Bay Sands Hotel,2019,Bahrain,Premier King,Ok,Solo traveler
Looks good,3.75,Marina Bay Sands Hotel,2019,United Kingdom,Special Offer - Deluxe King City View Room,No too tired,Couple
Pool,3.75,Marina Bay Sands Hotel,2019,Australia,Deluxe King Garden View Room,Good,Couple
Everything is too far away,3.75,Marina Bay Sands Hotel,2019,Australia,Deluxe King Garden View Room,Good,Couple
Very nice,3.1,Marina Bay Sands Hotel,2019,Australia,Deluxe King Harbor View Room,Pleasant,Couple
They have charged me for an Amount after my stay. Long after we vacated,3.1,Marina Bay Sands Hotel,2019,Australia,Deluxe King Harbor View Room,Pleasant,Couple
Beautiful.,3.75,Marina Bay Sands Hotel,2019,United States of America,Premier King Garden View Room,Good,Couple
"The hotel is sub par, especially for the value. I Expected luxury and didn't get this. The check in process is slow due to the amount of people, and same at check out. The pool is over rated and too busy.",3.1,Marina Bay Sands Hotel,2019,United Kingdom,Premier King Harbor View Room,Expected a lot. Didn't meet my expectations.,Couple
"The location in very nice and the view from the hotel is great. 
Very easy to go to the Gardens by the bay and good Metro connection.",3.1,Marina Bay Sands Hotel,2019,Germany,Premier King City View Room,Money making machine,Couple
"Room, pool, staff, views and train service is close by",3.5,Marina Bay Sands Hotel,2019,South Africa,Family Studio,Good,Family
Too busy because of the outside vistors,3.5,Marina Bay Sands Hotel,2019,South Africa,Family Studio,Good,Family
wifi,3.0,Marina Bay Sands Hotel,2019,Australia,The Club Room King City View,Pleasant,Couple
Bed very comfy,3.0,Marina Bay Sands Hotel,2019,Australia,Deluxe King,Great,Couple
The coffee,3.0,Marina Bay Sands Hotel,2019,Australia,Deluxe King,Great,Couple
"Nice rooms and good room, amazing spa on the rooftop. There is a Underground Station below the hotel (Bayside) so easy to reach by public Transportation from Airport. 
By the way there is a Tourist pass for the public Transportation which cost 15 Dollar 3 Days!!!",3.5,Marina Bay Sands Hotel,2019,Germany,Deluxe King Garden View Room,"Nice place, but momently not worth the price",Solo traveler
INFINITI POOL,3.5,Marina Bay Sands Hotel,2019,Malaysia,The Grand Club King Garden View Room,Good,Family
I visited your location with my family.My children expected some entertainment for them but i cant find any except the infinity pool.Please improve your facilities for the children.Thank you,3.5,Marina Bay Sands Hotel,2019,Malaysia,The Grand Club King Garden View Room,Good,Family
The pool (of course)!,3.5,Marina Bay Sands Hotel,2019,Finland,Deluxe King,Perhaps not the best in Singapore,Solo traveler
"The shoppes
Skylark
Garden
Infinity pool",3.5,Marina Bay Sands Hotel,2019,Canada,Special Offer - Deluxe King City View Room,Nice,Couple
Location,3.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe Twin Garden View Room,Pleasant,Group
The price of the room seems to be just for standard room. You pretty much are paying for the view.,3.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe Twin Garden View Room,Pleasant,Group
"Amazing architecture, fabulous room",3.5,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King Garden View Room,Great - except for the signage,Couple
"Poor signage, long walks and inadequate lifts.",3.5,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King Garden View Room,Great - except for the signage,Couple
Amazing view,3.55,Marina Bay Sands Hotel,2019,Sweden,Premier Twin,Good,Group
Good view,3.5,Marina Bay Sands Hotel,2019,Singapore,Deluxe Twin City View Room,Good,Family
The location and the view,3.75,Marina Bay Sands Hotel,2019,Mauritius,Deluxe King,Good,Couple
"The view overlooking the Gardens, the pool facilities, comfy bed, quick check-out. Fabulous light show in the evening. Convenient for extensive shopping mall",3.75,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King Garden View Room,"Unique experience, but never again!",Couple
Location,3.35,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin,Pleasant,Couple
View   Lovely staff,3.75,Marina Bay Sands Hotel,2019,Australia,Deluxe King Harbor View Room,Disappointing for price,Couple
"The front counter are professional and so to the housekeeping, nice location around the central of Singapore.",3.55,Marina Bay Sands Hotel,2019,United States of America,Deluxe King,Overall is Fair experience,Couple
"Facility seem so out of date when it compares with the other hotels with same price level. Also, the room service asking for tips!!! I mean really? The service charge is included !!!And asking for more?",3.55,Marina Bay Sands Hotel,2019,United States of America,Deluxe King,Overall is Fair experience,Couple
Of course the view and the pool.,3.75,Marina Bay Sands Hotel,2019,Germany,Premier King Sky View,"A must visit for the breathtaking view over the city and the pool, of course.",Couple
Infinity pool,3.0,Marina Bay Sands Hotel,2019,Egypt,Deluxe King City View Room,Pleasant,Couple
Everything was nice,3.75,Marina Bay Sands Hotel,2019,Mongolia,Deluxe King Garden View Room,Good,Couple
Spacious room,3.55,Marina Bay Sands Hotel,2019,Germany,Premier Twin City View Room,Good,Group
The Infinity Pool in the evening and Lavo Restaurant which which was excellent with friendly and efficient staff,3.0,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe Twin Garden View Room (3 People),Great location and clean.  Very impersonal due to the sheer size - no personal touches.,Family
Staffs are friendly and polite,3.1,Marina Bay Sands Hotel,2019,Thailand,Deluxe King Harbor View Room,Good location,Solo traveler
The hotel is nice and in a good location. The room was large and clean. The staff was friendly.,3.5,Marina Bay Sands Hotel,2019,United States of America,Deluxe Twin Garden View Room (3 People),"Worth a visit, iconic place",Family
Breakfast at Adrift and the view from our room.,3.5,Marina Bay Sands Hotel,2019,Australia,The Grand Club King Garden View Room,Expensive view,Couple
The view from the pool is amazing. The staff is very friendly from top to bottom.,3.35,Marina Bay Sands Hotel,2019,United Arab Emirates,Premier King Sky View,Pleasant,Solo traveler
convenience of all under one roof,3.5,Marina Bay Sands Hotel,2019,India,Deluxe King,efficient service at scale at the spectacular Marina Bay Sands,Family
too large a hotel for personalized service,3.5,Marina Bay Sands Hotel,2019,India,Deluxe King,efficient service at scale at the spectacular Marina Bay Sands,Family
I don t understand why the guarantie payment it is refund after 3-4 weeks!!,3.0,Marina Bay Sands Hotel,2019,"Abkhazia, ​Georgia",Deluxe King,Pleasant,Group
Hotel location was amazing,3.1,Marina Bay Sands Hotel,2019,South Africa,Special Offer - Deluxe King Harbor View Room,"Great location, nothing special other than that",Group
So so,3.1,Marina Bay Sands Hotel,2019,Vietnam,Deluxe King City View Room,Need bathtub included,Couple
One of the main attractions of Singapore with the best views of the whole city,3.75,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King,Only worth 1 night,Couple
The room size was good.,3.5,Marina Bay Sands Hotel,2019,Germany,The Grand Club King Garden View Room,Good,Family
Clean and comfortable,3.5,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King City View Room,Too expensive,Family
I had requested an extra bed months earlier but it wasn't prepared till an hour after my arrival at 2am!,3.5,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King City View Room,Too expensive,Family
The pool on the rooftop is very nice and the view is amazing,3.0,Marina Bay Sands Hotel,2019,Ireland,Deluxe King Sky View,Pleasant,Couple
"Smell in the room, everything is pretty old. You pay for the view mostly.",3.0,Marina Bay Sands Hotel,2019,Ireland,Deluxe King Sky View,Pleasant,Couple
the infinity swim pool is excellent,3.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe King Harbor View Room (3 People),Good,Family
"The breakfast is plain in the lobby around tower 2, we hope the dishes can be more than various kinds of foods",3.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe King Harbor View Room (3 People),Good,Family
You need to put your money into safety locker and be careful. We are very disappointed because of the safety in this hotel.,3.1,Marina Bay Sands Hotel,2020,Poland,Deluxe King Garden View Room,Pleasant,Couple
The building itself and the upper level attractions,3.5,Marina Bay Sands Hotel,2020,Australia,Premier King Garden View Room (3 People),Not great value for money but you stay at this place for the experience not the value for money,Family
Rooms spacious and view and infinity pool,3.5,Marina Bay Sands Hotel,2020,Papua New Guinea,Deluxe Twin Garden View Room (3 People),Relaxing and comfortable,Group
Views were good and the infinity pool is very cool,3.5,Marina Bay Sands Hotel,2020,United Kingdom,Premier Twin,Okay hotel but pool is cool,Solo traveler
"The property has an excellent location, arguably the best in Singapore with wonderful views and a nice executive lounge. Rooms were nice and spacious.",3.55,Marina Bay Sands Hotel,2020,Belgium,The Club Room King City View,Good,Couple
Restaurants in shopping centre,3.5,Marina Bay Sands Hotel,2020,United Kingdom,Family 1 Bedroom,Very clean but 3 days is ample,Family
"The view from the room was amazing.
The building itself is iconic and an architectural gem.
The staff are very well trained and considerate.
The express checkout works very well.",3.5,Marina Bay Sands Hotel,2020,Norway,Deluxe King,Good,Solo traveler
"Let's face it, most people are checking in here to get access to the top area with the infinity pool. The room decor is quite basic and, frankly, outdated for a hotel of this class, and, the most significantly, of this price range. The interior needs a facelift to match the unique shape of the building and the ambitious pricing strategy.
The water in the pool is terribly cold, is this a strategy to keep guests in as short time as possible?",3.5,Marina Bay Sands Hotel,2020,Norway,Deluxe King,Good,Solo traveler
Lovely location,3.75,Marina Bay Sands Hotel,2020,United Kingdom,Deluxe Twin,Good,Family
Too big and industrial lack personal touch,3.75,Marina Bay Sands Hotel,2020,United Kingdom,Deluxe Twin,Good,Family
Huge bathroom and clean,3.55,Marina Bay Sands Hotel,2020,Brazil,Premier King,Expensive crowd and we have wait too much to be attended,Family
"Amazing views, very helpful staff",3.5,Marina Bay Sands Hotel,2020,Canada,Deluxe King,Good,Family
Location,3.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Good,Couple
Location and staff,3.5,Marina Bay Sands Hotel,2020,Singapore,The Grand Club King Garden View Room,Good,Family
"Although MBS Hotel is a 5 star hotel, the service have many areas to improve.  Staff must be more proactive instead of being reactive and go a step further to delight their guests.",3.0,Marina Bay Sands Hotel,2020,Singapore,The Club Room King City View (3 People),5 Star Stay Without the Perks,Group
The room is nice and the area is great,3.0,Marina Bay Sands Hotel,2020,Singapore,Premier King Garden View Room,Pleasant,Family
The counter check in incharge staff.  STAFF Must check properly . Since i presented my booking reference from the booking.com she told me that i havent paid yet. I was charge again. Lesson learned . But anyways staff were polite when i reapproach them and i explained to them of their fault and they admit the fault. Hopefully i could get a refund as early as possible of the recharged they made.,3.0,Marina Bay Sands Hotel,2020,Singapore,Premier King Garden View Room,Pleasant,Family
"The room was clean and good size. The night view from the pool was very beautiful, and the daytime scenery also gave me a good impression.",3.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe Twin City View Room,Good,Family
"swimming pool in the sky called infinity, it is worth staying in this luxury hotel, and eating very cheap poolside snacks.",3.0,Marina Bay Sands Hotel,2020,Italy,Deluxe King,staying in this hotel is like staying in a spa .. very expensive but offers services like other luxu,Couple
children who screamed and didn't stay in their dedicated spaces,3.0,Marina Bay Sands Hotel,2020,Italy,Deluxe King,staying in this hotel is like staying in a spa .. very expensive but offers services like other luxu,Couple
"Bathroom beautiful 
Lots eating facilities
Close to gardens",3.75,Marina Bay Sands Hotel,2020,United Kingdom,Deluxe King Garden View Room (3 People),Singapore,Family
Views were great,3.0,Marina Bay Sands Hotel,2020,Australia,Deluxe King Sky View,Pleasant,Couple
Waiting long time for check out/in,3.1,Marina Bay Sands Hotel,2020,Thailand,Premier King Garden View Room,Pleasant,Couple
The staff are very nice.,3.0,Marina Bay Sands Hotel,2020,Australia,Deluxe King,Pleasant,Family
Staff were extremely friendly and helpful. Free of charge for all the drinks and snacks in the room was a nice touch.,3.5,Marina Bay Sands Hotel,2021,Singapore,Deluxe Twin,Good,Family
The price is on the high side with the amount of activities provided.,3.5,Marina Bay Sands Hotel,2021,Singapore,Deluxe Twin,Good,Family
Our toilet drain was plugged,3.0,Marina Bay Sands Hotel,2021,Singapore,Special Offer - Premier King Harbor View Room,Decent,Couple
The infinity pool,3.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Overall my family enjoy but we had difficulty finding halal food,Family
There Only 1 Halal cafe,3.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Overall my family enjoy but we had difficulty finding halal food,Family
The view was good,3.5,Marina Bay Sands Hotel,2020,Singapore,Premier King Garden View Room,Good,Group
The price of the room service,3.5,Marina Bay Sands Hotel,2020,Singapore,Premier King Garden View Room,Good,Group
Very clean,3.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,"Overall ok, Will not visit again",Family
Enjoyed the Infinity Pool .,3.5,Marina Bay Sands Hotel,2020,Singapore,Premier Twin Garden View Room,A wonderful staycation.,Family
We like the room and love the Scenery,3.5,Marina Bay Sands Hotel,2020,Singapore,Special Offer - Deluxe Twin City View Room,Good,Family
nice view from the room. free upgrade to higher floor.,3.0,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Pleasant,Family
Beautiful garden view,3.0,Marina Bay Sands Hotel,2020,Singapore,Deluxe Twin,Ok. Not fantastic,Couple
Limited guests to visit infinity pool and jacuzzi,3.0,Marina Bay Sands Hotel,2020,Singapore,Deluxe Twin,Ok. Not fantastic,Couple
The pool and view.,3.5,Marina Bay Sands Hotel,2020,Malaysia,Deluxe King City View Room,The staff could be friendlier. The room has only the bare necessities and the shower can be better.,Couple
The bathroom - shower is too basic.,3.5,Marina Bay Sands Hotel,2020,Malaysia,Deluxe King City View Room,The staff could be friendlier. The room has only the bare necessities and the shower can be better.,Couple
super nice pool,3.5,Marina Bay Sands Hotel,2022,Netherlands,Deluxe King,"nice pool, huge hotel, great location",Couple
Location,3.5,Marina Bay Sands Hotel,2022,United States of America,Deluxe King Harbor View Room,Buffet Breakfast is a little bit uncomfortable. Some foreign workers are. Kind of Moody. And. Very bad attitude.,Solo traveler
"Location was convenient.
Good eateries around.
Rooms were ok.",3.0,Marina Bay Sands Hotel,2022,Australia,Deluxe King Garden View Room,Vegas in Singapore,Couple
"Great staff, very well trained and extremely friendly, polite and helpful",3.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Sky View,Great staff. But questionable 5 star quality.,Couple
I was build for a good great experience with great view from the top.,3.5,Marina Bay Sands Hotel,2021,Malaysia,Special Offer - Deluxe King Harbor View Room,Overall I did not like the stay as it was too restrictive.,Family
"- Location
- View of the harbour
-",3.0,Marina Bay Sands Hotel,2021,Singapore,Deluxe King Harbor View Room,MBS - Nothing Fancy,Family
The view from the room was nice and the room is clean and spacious. The swimming pool view is also nice. The pillow is very comfortable.,3.0,Marina Bay Sands Hotel,2021,Singapore,Special Offer - Deluxe King Harbor View Room,Pleasant,Couple
Good location and infinity pool,3.0,Marina Bay Sands Hotel,2021,Australia,Deluxe King Sky View,MBS,Couple
The view of the room,3.5,Marina Bay Sands Hotel,2021,Singapore,Premier King Harbor View Room,Good,Couple
the location,3.0,Marina Bay Sands Hotel,2021,Singapore,Deluxe King Garden View Room,not worth the money if you pay full price,Family
reception and blossom restaurant stuff,3.0,Marina Bay Sands Hotel,2021,Singapore,Deluxe King Garden View Room,not worth the money if you pay full price,Family
The room and the vibe of being there,3.5,Marina Bay Sands Hotel,2021,Singapore,Deluxe King City View Room,Good,Group
location and scenery,3.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe King,Pleasant,Family
"Good location, great views and comfortable room with balcony",3.5,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe Twin Garden View Room,"Great views and fantastic modern hotel, overall service lacking slightly",Family
"location, view and the variety of activities",3.5,Marina Bay Sands Hotel,2022,United States of America,Deluxe King,Good property but staff needs more training on how to manage,Couple
the famous infinity pool,3.0,Marina Bay Sands Hotel,2022,Spain,Deluxe Twin,you stay this hotel to use the pool . nothing more,Family
"the room 
it's simple",3.0,Marina Bay Sands Hotel,2022,Spain,Deluxe Twin,you stay this hotel to use the pool . nothing more,Family
Very good location. The people in charge to carry the luggage were extremely friendly and helped us a lot. Nice pool.,3.5,Marina Bay Sands Hotel,2022,United Arab Emirates,Deluxe King Garden View Room,Good,Family
"Swimming pool
Nice view
Amenities",3.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,Pleasant,Couple
The room was nice and very clean. We were upgraded to a larger room because it was a special occasion for us. We were also given a slightly later check out.,3.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King City View Room,Was nice enough but not amazing,Couple
pool is exceptional,3.5,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe King Garden View Room,Good,Group
"For the type of value I think the room could be bigger and have a bathtub at least and the balcony should be like a balcony. It look more like a passage way.
The amenities in the room was great.
Housekeeper Guang lei was polite and friendly too.",3.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Harbor View Room,Good,Family
