reviews,score,hotel,date,country,room,title,travellerType
"luxury and nice location, good facilities
Good Service (Cake for celebrating the birthday)
Good infinite swimming pool",2.5,Marina Bay Sands Hotel,2019,South Korea,Deluxe King,Good and expensive,Couple
"Comparing to the expensese, all services are reasonable.",2.5,Marina Bay Sands Hotel,2019,South Korea,Deluxe King,Good and expensive,Couple
The staff were nice,2.5,Marina Bay Sands Hotel,2019,Saudi Arabia,Deluxe King Garden View Room,Fair,Family
Location amazing. Easy to get around.,2.5,Marina Bay Sands Hotel,2019,Australia,Deluxe Twin Garden View Room,"Good hotel, overpriced and not quite Living up to its reputation",Couple
"Crumbs on pilllow upon checking in; long hair on wall in shower room.
Restaurants are over priced.
Elevators are busy and difficult to get around. Had to take 3 lifts to get to gym.
Gym had good view but was disappointing in size for such a large hotel.
Balcony unclean.",2.5,Marina Bay Sands Hotel,2019,Australia,Deluxe Twin Garden View Room,"Good hotel, overpriced and not quite Living up to its reputation",Couple
"Location is great,  pool is fun, rooms are nice. If you book a room with a balcony the views are pretty great of the Gardens.",2.5,Marina Bay Sands Hotel,2019,United States of America,Deluxe King Garden View Room,Underwhelming,Solo traveler
The view and the valet parking staff very friendly,2.7,Marina Bay Sands Hotel,2019,Malaysia,Deluxe King Harbor View Room,Fair,Couple
The view.,2.5,Marina Bay Sands Hotel,2019,France,Deluxe King Garden View Room,Not worth the money spent. Very disappointed.,Family
The pool,2.5,Marina Bay Sands Hotel,2019,United States of America,Deluxe King,Just ok I won’t recommend it unless they improve on food selection and prices,Couple
Location,2.0,Marina Bay Sands Hotel,2020,Australia,Deluxe King Garden View Room,Disappointing,Couple
Pool,2.5,Marina Bay Sands Hotel,2020,United States of America,Premier Twin Garden View Room,Fair,Group
Iconic building in a good location. Nice bed. Great views from the top.,2.9,Marina Bay Sands Hotel,2020,United Kingdom,Premier King,Okay,Couple
Landmark hotel good location,2.5,Marina Bay Sands Hotel,2020,United Kingdom,Deluxe King Sky View,Not worth the money,Couple
"Limit on pool.. usually ppl stay at mbs is to hang out at the pool. This limit of 1 hour should be told to guests before they book.
So price of 1k for 1 hour of pool is seriously questionable.",2.5,Marina Bay Sands Hotel,2020,Singapore,Family Studio,Fair,Family
It was quite and clean,2.9,Marina Bay Sands Hotel,2020,Australia,Premier King Harbor View Room,Okay,Couple
Easy walk to Singapore river and the gardens,2.9,Marina Bay Sands Hotel,2020,Australia,Premier King Harbor View Room,Okay,Couple
The pool,2.0,Marina Bay Sands Hotel,2020,Italy,The Club Room King City View,Nice hotel but not for disabled people,Couple
The views from the roof and roof top pool were very good.,2.5,Marina Bay Sands Hotel,2020,United Kingdom,Deluxe Twin City View Room,Disappointing.,Couple
"1) bay view
2) spacious room",2.0,Marina Bay Sands Hotel,2021,Singapore,Premier King City View Room,Disappointing,Family
Check in timing delayed 3 hours,2.5,Marina Bay Sands Hotel,2020,Singapore,Premier King,Fair,Family
"pool was nice
location good
room very good",2.0,Marina Bay Sands Hotel,2020,Singapore,Premier King Sky View,check in should be earlier,Couple
"check in timing
we should be able to check in at 3pm but had to wait till 4.30pm to be able to check in
considering the price of 1 night stay that is $900, it was quite disappointing",2.0,Marina Bay Sands Hotel,2020,Singapore,Premier King Sky View,check in should be earlier,Couple
the location is great and the view in balcony is amazing especially at night. The express check out is rather convenient. The staff were friendly they are happy to help us move luggages.,2.5,Marina Bay Sands Hotel,2020,Australia,Deluxe King Garden View Room,just so so,Couple
Both the infinity pool and the hotel room have great views.,2.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Fair,Family
"Late check-in timing but earlier check out timing when compared to other hotels. Booking.com informed that the check in is after 3pm. To my horror,  when I reached the hotel, I had to take queue number to check in and the earliest time to check in was at 4.30pm. The aircon of the hotel room is turned off  even before the guests have checked out of the room. I felt that the hotel is doing this to chase the guests out by using a cheapo way.",2.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Fair,Family
"this really should be a lot, lot better than the amount they charge for the location. the location is fantastic, the pool is fantastic, the city view is fantastic. However, the room quality is Hilton Express or Days Inn at best.",2.5,Marina Bay Sands Hotel,2021,United Kingdom,Special Offer - Deluxe Twin City View Room,they’re just trading on the location,Couple
"old, tired furnishing, overly zealous covid police style officials",2.5,Marina Bay Sands Hotel,2021,United Kingdom,Special Offer - Deluxe Twin City View Room,they’re just trading on the location,Couple
Location and view from hotel room,2.5,Marina Bay Sands Hotel,2022,India,Deluxe King Garden View Room,Over priced hotel,Couple
"location, view and pool",2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,okay just because of the pool.,Family
"service, attractions, breakfast",2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,okay just because of the pool.,Family
"Big room, big tv",2.0,Marina Bay Sands Hotel,2022,Turkey,Deluxe King Sky View,Not as good as i thought,Couple
"Since it was my birthday month, i was surprised with a cake. Amazing Infinity pool, mesmerising view from the rooms, comfortable bed, huge TV with many channels, nice coffee n tea, free mini bar, good location of hotel, availability of qibla direction, good quality toiletries.",2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,Overall a passable stay. Lifts were efficient. Staff is approachable.,Family
The gym was great. The staff at the gym and the pool.,2.0,Marina Bay Sands Hotel,2022,Mexico,Deluxe King Harbor View Room,Good hotel and facilities but the check-in could be improved.,Family
Swimming pool,2.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,Disappointing,Family
Team management team pls kol than I can really explain what exactly has happened,2.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,Disappointing,Family
Swimming pool,2.5,Marina Bay Sands Hotel,2022,,Deluxe King,Fair,Family
"Service staff,team management",2.5,Marina Bay Sands Hotel,2022,,Deluxe King,Fair,Family
"The city view , the cleaner complimentary drinks.",2.5,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe Twin City View Room,Spent a lengthy of time to resolve issues unexpectedly.,Family
The pool,2.0,Marina Bay Sands Hotel,2022,Australia,Deluxe Twin Garden View Room,Very poor value for money.,Family
Hotel is very chaotic at check in. Use of the pool was charged for even as a guest. I was also charged twice in error.,2.5,Marina Bay Sands Hotel,2022,Hong Kong,Deluxe King,Fair,Solo traveler
location was v good you can see everything from the pool,2.5,Marina Bay Sands Hotel,2022,New Zealand,Deluxe Twin,very expensive to stay 700 a night in the third level and had street view,Couple
the pool,2.5,Marina Bay Sands Hotel,2022,New Zealand,Deluxe Twin,very expensive to stay 700 a night in the third level and had street view,Couple
Staff were friendly courteous and willing to help. But tech dependent  which failed regularly.,2.0,Marina Bay Sands Hotel,2022,New Zealand,Deluxe King Garden View Room,"First stay a charm,  second stay a disappointment",Family
"-Pool
-Location
- Sheena (staff) she went the extra mile to sort my CreditCard issue, and thanks for the gift.",2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,"Double Charged CreditCard , not 5*",Family
il servizio,2.9,Pan Pacific Hotel,2019,Italy,,Okay,Family
"1) Security was given importance
2) Eaisly accessible and connected to the nearby malls",2.9,Pan Pacific Hotel,2019,United Arab Emirates,,Okay,Couple
"I made a reservation for the firework view, but only half was visible.",2.9,Pan Pacific Hotel,2020,Japan,Special Offer - Harbor Studio with Fireworks View,Okay,Family
A hotel rated at five stars requires little to praise it for meeting its standard where it meets it.,2.5,Pan Pacific Hotel,2019,Australia,City Suite,"Lacking in the fundamentals (Clientele care), but meeting its standard in its facilities.",Family
The care and concern for its clientele is evidently lacking.,2.5,Pan Pacific Hotel,2019,Australia,City Suite,"Lacking in the fundamentals (Clientele care), but meeting its standard in its facilities.",Family
Location,2.9,Pan Pacific Hotel,2019,Saudi Arabia,Pacific Club Room,"Room check in process disaster. I came in, room was not ready. Was told I’ll be called on my mobile once ready. Never ha",Solo traveler
Reception staff attitude and credibility,2.9,Pan Pacific Hotel,2019,Saudi Arabia,Pacific Club Room,"Room check in process disaster. I came in, room was not ready. Was told I’ll be called on my mobile once ready. Never ha",Solo traveler
Location is good close to Mariner Bay Mall,2.5,Pan Pacific Hotel,2019,New Zealand,Special - Deluxe Balcony,Disappointing- I will look for other hotel options,Solo traveler
Breakfast spread.,2.9,Pan Pacific Hotel,2019,Singapore,Panoramic King or Twin Room,Okay,Family
"Cleanliness of room.
Restaurant standard keyaki is poor.
Room abit old. Might be time to refurbish.",2.9,Pan Pacific Hotel,2019,Singapore,Panoramic King or Twin Room,Okay,Family
"Breakfast excellent, good choices. Room delightful, and view from it exceptional.  Glass Lifts outside of building.",2.5,Pan Pacific Hotel,2019,United Kingdom,Panoramic King or Twin Room,"Fantastic, until we had to have words with the manager, which took the edge of our stay.",Couple
Some of the staff members they were very nice and friendly and only the location too,2.1,Pan Pacific Hotel,2019,Saudi Arabia,Skyline Suite,Poor hotel,Couple
View was really nice and the lady at the counter was really nice and welcoming.,2.5,Pan Pacific Hotel,2020,Australia,Harbor Studio,Insect bites on our arm from the bed,Couple
"Facilities were good, mostly clean and comfortable 
The bed was comfy and the pillows plush. Having a selection of nespresso coffee pods to have in the morning was definitely enjoyable.
Blackout curtains did a fantastic job at blocking out the light for a good sleep.",2.0,Pan Pacific Hotel,2020,Singapore,Panoramic King or Twin Room,Disappointing,Couple
the pool was awesome. Staff is polite and customer oriented.,2.0,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Could have been better,Family
"Cockroaches found in toilet, and old furnishings. Hair dryer spoilt after 1 day usage.",2.0,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Could have been better,Family
"I came to the Pan Pacific 3 days after being in a car accident which took the life of a close relative. I suffered serious trauma to my face and head. I was  in Singapore to get medical clearance from a brain trauma expert to fly to my relative's funeral in Canada.
The early morning (6am) reception staff were OUTSTANDING . They allowed me to check in early and found me a room to allow me to be comfortable.",2.0,Pan Pacific Hotel,2020,Singapore,Deluxe King or Twin Room,"Nice rooms. Shame about the racism, rudeness, hostility, indifference and violent behaviour.",Solo traveler
?,2.0,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,Ok,Couple
location was central,2.5,Pan Pacific Hotel,2021,Singapore,Deluxe King or Twin Room,meh,Family
checking in was a pain and the wait was like 5hrs before I got my room keys after checking in,2.5,Pan Pacific Hotel,2021,Singapore,Deluxe King or Twin Room,meh,Family
Convenient access to shopping centres,2.5,Pan Pacific Hotel,2021,Singapore,Deluxe Double or Twin Room with Balcony,Rest n Relax,Family
"Older hotel than expectation so facilities are old in room
Break",2.0,Pan Pacific Hotel,2021,South Korea,Deluxe King or Twin Room,Disappointing,Group
Nil.,2.0,Pan Pacific Hotel,2021,Singapore,Deluxe King or Twin Room,Dissapointing stay for us. Pls improve your room service esp on housekeeping.,Family
"We loved the spacious room and balcony overlooking Marina Bay and of course the excellent location . I had booked my preference bed and room for the max occupancy - all went well. 
Thank you to Eric, Jimmy, Charles, Mr Amin, Ms Yiling.",2.5,Pan Pacific Hotel,2021,Singapore,Deluxe Double or Twin Room with Balcony,Unpleasant.,Family
"Other than that, things were great.",2.0,Pan Pacific Hotel,2021,Singapore,Deluxe Double or Twin Room with Balcony,Disappointing,Couple
"After checking in for about half an hour, I was taking a nap when I heard someone unlocking the door. The room was totally blacked out and it was quite obvious that someone is in the room. However, the person (should be cleaner) just barged in until I yelled at him. This is such a traumatic experience and I have never experienced such a thing in my life, be it locally or overseas.",2.0,Pan Pacific Hotel,2021,Singapore,Deluxe Double or Twin Room with Balcony,Disappointing,Couple
The receptionist,2.5,Pan Pacific Hotel,2022,South Africa,Pacific Club Harbor Room,Fair,Group
rooms and location,2.0,Pan Pacific Hotel,2022,India,Deluxe Double or Twin Room with Balcony,great rooms and steep prices with pathetic unfriendly rude staffs,Solo traveler
staff staff staff,2.0,Pan Pacific Hotel,2022,India,Deluxe Double or Twin Room with Balcony,great rooms and steep prices with pathetic unfriendly rude staffs,Solo traveler
"We have been staying at the PanPacific for many years. It has always been our hotel of choice. We returned after the couple of years od covid lockdown expecting the hotel to be the same as the pre-covid days. The hotel itself is the same and the Club suites are just as they used to be. The location of the hotel is still superb. The staff at the Club lounge (eg Shine, Macluther are still there and doing a wonderful job as they always have. A lovely group of professional and attendtive staff - who have become friends over the years). We stayed for 2 weeks. But the experience was very disappointing. The new management of the Hotel really does need to lift its game in the benefits it provides to guests paying for Club access, otherwise guests will find an alternative hotel that proves them with what they expext from a 5 star hotel.",2.0,Pan Pacific Hotel,2022,Australia,Pacific Club Harbor Select Studio,Great Hotel with great location but very disappointing Club experience,Solo traveler
Near lots of amenities,2.5,Pan Pacific Hotel,2022,Singapore,Connecting Deluxe Balcony,Fair,Family
"nice balcony, nice bed. bathroom toiletries are sufficient.",2.0,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,"no longer the same as the past before pandemic, but good if you dont mind the breakfast.",Couple
Location was perfect for foreign visitor,2.0,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Disappointing,Family
position,2.5,Pan Pacific Hotel,2022,United Kingdom,Panoramic King or Twin Room,disappointing,Couple
"We managed to check in at an earlier time, thanks to the staff name Abbi. He was very helpful and ensured that we get the best experience we could asked for.",2.5,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,We enjoyed the malls surrounding the hotel.  It was really convenient for us to get our food & shop,Family
"la vue des chambres cote baie
le service",2.5,Mandarin Oriental,2022,France,Marina Bay View Room King,Fair,Family
The staffs are very helpful. It's very good location for the tourists attractions.,2.5,Mandarin Oriental,2019,Philippines,Ocean View Room Twin,It was pretty much comportable .,Family
The view and the daily breakfast were good,2.5,Mandarin Oriental,2020,Singapore,,Fair,Couple
Food and Service,2.5,Mandarin Oriental,2020,Singapore,,Disappointing,Couple
"I never found a place to relax and rest, even the room. Hotel lacks comfortable common areas, room AC temp controls were imaginary, bed too soft, ocean view room has furniture oriented all wrong. First and probably last time at a MO. I expected a top of the line experience and it was average at best.",2.5,Mandarin Oriental,2020,Singapore,,Disappointing,Couple
Location,2.5,Mandarin Oriental,2019,Italy,,Mandarin Oriental Singapore,Solo traveler
"The breakfast spread was ordinary, lack of options like miso soup and rice.",2.0,Mandarin Oriental,2022,Singapore,Ocean View Room King,Below expectations,Couple
Standards have slipped across the board post CoVid,2.5,Mandarin Oriental,2022,Hong Kong,Marina Bay View Room King,Disappointing,Solo traveler
"Staff, service, recognition, in-room amenities cleanliness all declined",2.5,Mandarin Oriental,2022,Hong Kong,Marina Bay View Room King,Disappointing,Solo traveler
inefficient pool and facility booking through WhatsApp which took an age for people to respond to.,2.0,Mandarin Oriental,2021,Singapore,Marina Bay View Room King,It was ok but not value for money by any means. we were paying for a view and nothing else.,Family
Spectacular views of the Marina Bay,2.5,Mandarin Oriental,2021,Singapore,Marina Bay View Room Twin,Fair,Family
Convience to shopping centre,2.5,Mandarin Oriental,2020,Singapore,Deluxe Room King,Fair,Family
only good thing was swimming pool,2.5,Mandarin Oriental,2020,South Korea,Marina Bay View Room King,Old property. uncomfortable service.,Family
I am VIP Guest and the staff are excellent,2.5,Mandarin Oriental,2022,United Kingdom,Deluxe Room Twin,Mandarin Oriental need to 'kick' this location hard and get it up to standard.,Solo traveler
"Got selection of gluten free breakfast, staffs were polite.",2.5,Mandarin Oriental,2022,Singapore,Premier King Room,Fair,Family
"Room cleanliness, lots of dust in the room, suspect never have a proper housekeeping especially at this crucial moment where Covid 19 is all around the world.",2.5,Mandarin Oriental,2022,Singapore,Premier King Room,Fair,Family
Good location,2.5,Mandarin Oriental,2022,Australia,Marina Bay View Room Twin,Poor,Family
"I loved the amazing location. Peaceful and serene, away from the hustles and bustles of the city life.The high ceiling of the room, the beautiful bathroom and the amazing bathtub. Gym is beautiful and up to date equipments. Pool is clean and the water is pleasantly warm",2.0,Hotel Fort Canning,2022,Singapore,Premium King Room,Disappointing,Family
location and setting very nice. Rooms well appointed and good size. Excellent shower,2.5,Hotel Fort Canning,2022,United Kingdom,Premium King Room,"our plans changed from 4 nights in Singapore to 18, needless to say we didn’t choose Fort Canning for the rest of our st",Couple
Exterior of the hotel is tired and dated. broken furniture around the pool area. in desperate need of coat of paint in all areas around the pool,2.5,Hotel Fort Canning,2022,United Kingdom,Premium King Room,"our plans changed from 4 nights in Singapore to 18, needless to say we didn’t choose Fort Canning for the rest of our st",Couple
Prime location in a lush green setting.,2.0,Hotel Fort Canning,2022,United Arab Emirates,Deluxe Double or Twin Room,I would not recommend the hotel unless they upgrade their facilities.,Couple
The environment is good as the hotel resides in the park.,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,Unpleasant stay,Family
Location and environment was great,2.0,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,Disappointing,Couple
Location,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,Forgettable,Couple
"Cleanliness, room design/structure, breakfast",2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,Forgettable,Couple
The location is wonderful,2.0,Hotel Fort Canning,2022,Germany,Deluxe Double or Twin Room,Not a five star hotel and I will not stay again or recommend it,Solo traveler
"Some of the staff (can count on the fingers of a hand) were sweet.
The bed was cosy and comfortable. The rooms were clean.",2.0,Hotel Fort Canning,2022,India,Deluxe Double or Twin Room,"Great expectations, under delivered.",Family
hotel lobby was nice,2.5,Hotel Fort Canning,2022,United Kingdom,Deluxe Double Garden Room,Hotel has a lot of potential but needs to spruce some things up.,Couple
Room had a strong smell of damp and in general the exterior area needs refurbished.,2.5,Hotel Fort Canning,2022,United Kingdom,Deluxe Double Garden Room,Hotel has a lot of potential but needs to spruce some things up.,Couple
"Location is good, near the subway and fort canning park is very beautiful.",2.0,Hotel Fort Canning,2022,Portugal,Deluxe Double or Twin Room,Disappointing,Couple
"the toilet was pretty, service was good",2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,could have been better,Group
"the room layout was weird, walls were super thin and i could hear people from their rooms",2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,could have been better,Group
I like the pool layout and the pool attendant is very attentive. The ambience allows to do work with our laptop while family members chill in the pool.,2.5,JW Marriott Hotel,2022,Singapore,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",Fair,Couple
The place.,2.0,JW Marriott Hotel,2021,Singapore,Deluxe King Suite with Executive Lounge Access,Disappointing,Group
provided complimentary cake for hubby bd,2.0,JW Marriott Hotel,2021,Singapore,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",Din feel like a 5star hotel,Family
Location was pretty central. Close to a few shopping centers and heritage locations.,2.5,JW Marriott Hotel,2020,Singapore,Large Family King Room with Sofa Bed,Fair,Family
Housekeeping response is fast,2.5,JW Marriott Hotel,2020,Singapore,Premier King Room with Marina Bay View and Club lounge access,Fair,Family
Check in service was slow and the room we booked for marina view suck. Was given a room only have 1/3 view of marine,2.5,JW Marriott Hotel,2020,Singapore,Premier King Room with Marina Bay View and Club lounge access,Fair,Family
Breakfast was awesome! The spread was huge and a lot of variety to choose from.  The Staff at Beach Road Restaurant were also very friendly and accommodating to our needs. I had a good dinning experience!,2.5,JW Marriott Hotel,2020,Singapore,Premier King Room with Marina Bay View and Club lounge access,Fair,Group
The location is great though.,2.0,JW Marriott Hotel,2020,Philippines,Studio Room with King Bed,Room so tight.,Couple
The line restaurant staffs were very pleasant.,2.0,Shangri-La Singapore,2021,Singapore,,"When we did the check in, they said the room was not yet ready. They said they will call us when its ready, after a whil",Couple
"The coordination was very poor, from check in counter to housekeeping and the pool staff.",2.0,Shangri-La Singapore,2021,Singapore,,"When we did the check in, they said the room was not yet ready. They said they will call us when its ready, after a whil",Couple
The staff,2.0,Shangri-La Singapore,2020,United Arab Emirates,,Disappointing,Family
On the first night we found a bed bug on our bed and complained immediately. The team actioned promptly and Changed our room but we were very disappointed to see bed bug at a five star property,2.0,Shangri-La Singapore,2020,United Arab Emirates,,Disappointing,Family
The property is dated but well located and extremely comfortable.,2.5,Shangri-La Singapore,2019,United Kingdom,,Fair,Solo traveler
In room dining poor and takes too long to arrive to room. Property is also dated and in need of some love.,2.5,Shangri-La Singapore,2019,United Kingdom,,Fair,Solo traveler
The pool was nice and the gym was good.  Reception staff very helpful and sound proof was good and good blackout drapes.,2.5,Shangri-La Singapore,2019,United Kingdom,Garden Wing Deluxe Pool King,Not as good overall as Bangkok Shangri-la,Solo traveler
Beautiful pool and grounds.,2.5,Shangri-La Singapore,2019,United States of America,Garden Wing Deluxe Pool Twin,"Go for the pool, but if you don’t swim book another hotel.",Solo traveler
"Deco is out of date,
Bed, toilets, carpets furniture was old and outdated
Hotel need overhaul her rooms",2.0,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe City King,A disappountment,Family
Breakfast. Christmas decor.,2.5,Shangri-La Singapore,2020,Singapore,Garden Wing Deluxe City King,Fair,Family
"Bed and pillows were too soft and uncomfortable.
Found ants.
Took very long to respond to calls for towels or amenities.",2.5,Shangri-La Singapore,2020,Singapore,Garden Wing Deluxe City King,Fair,Family
Room view and in room breakfast selection.,2.0,Shangri-La Singapore,2020,Philippines,Garden Wing Deluxe City King,Disappointing,Couple
The staff were nice and service were good. Keep it up,2.5,Shangri-La Singapore,2020,Singapore,Garden Wing Deluxe City King,Fair,Group
The room was dusty... strands of hair could be found the moment i checked in.,2.5,Shangri-La Singapore,2020,Singapore,Garden Wing Deluxe City King,Fair,Group
Good gym and great Italian restaurant,2.9,Shangri-La Singapore,2020,Australia,Tower Wing Deluxe Twin Room,Okay,Couple
Paying $18 for a double espresso is obscene!,2.9,Shangri-La Singapore,2020,Australia,Tower Wing Deluxe Twin Room,Okay,Couple
The free shuttle service from hotel  to Orchard road every hour is great.,2.0,Shangri-La Singapore,2020,Malaysia,Tower Wing Deluxe King Room,Disappointing,Family
Swimming pool,2.9,Shangri-La Singapore,2020,Taiwan,Tower Wing Deluxe King Room,Okay,Family
Location a little far away downtown,2.9,Shangri-La Singapore,2020,Taiwan,Tower Wing Deluxe King Room,Okay,Family
"Location, room size is good",2.3,Shangri-La Singapore,2019,Australia,Garden Wing Deluxe Pool King,Service terrible,Family
LOTS OF BOTTLED WATER PROVIDED FOR FREE.,2.5,Shangri-La Singapore,2019,United Kingdom,Tower Wing Deluxe King Room,Fair,Couple
The property felt rather tired in comparison to a hotel at the same star and price level.,2.0,Shangri-La Singapore,2022,Singapore,Tower Wing Deluxe King Room,Too expensive for what was provided in terms of quality of food.,Family
The rooms are comfortable,2.5,Shangri-La Singapore,2022,Hong Kong,Tower Wing Deluxe King Room,Business hotel more than a family hotel,Family
The location is great; the guy who organises the cars and taxis good; and the two managerial staff I spoke to after my problems (see below) were helpful as was the baggage guy (once he arrived),2.5,Shangri-La Singapore,2022,Hong Kong,Tower Wing Deluxe King Room,Hotel seems to be suffering age and staff problems,Solo traveler
Children activities,2.5,Shangri-La Singapore,2022,Singapore,Garden Wing Deluxe Pool King,Was great till the session at the line.,Family
bar and restaurants for dinner and tea.,2.5,Shangri-La Singapore,2022,Singapore,Garden Wing Deluxe Pool King,Fair,Couple
"The staff attitudes and service, and the food took an hour to prepare for take away request..",2.5,Shangri-La Singapore,2021,,Garden Wing Deluxe Pool King,Fair,Family
The room was cozy. Toilet was big and nice.,2.0,The Fullerton Hotel,2020,Singapore,,Disappointing for now able to use the pool,Couple
They forgot to clean our room ... and said they were too busy that day.,2.9,The Fullerton Hotel,2020,Philippines,,Okay,Couple
"I like that the hotel managed to allow usage of all Fullerton complex, like allowing the use of the swimming pool at the bay hotel and staying in Fullerton hotel.",2.5,The Fullerton Hotel,2020,Singapore,Courtyard Room,The quality of service was more 3 starts than 5 stars.,Couple
Staff very considerate.,2.5,The Fullerton Hotel,2020,United Kingdom,Straits Club Courtyard Room,Fair,Family
Old,2.5,The Fullerton Hotel,2019,Hong Kong,Straits Club Courtyard Room,Bad,Family
The bed was comfy and the bathroom was amazing. The space was good for a couple and a baby. Baby had a good night's sleep and we were also well rested.,2.0,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,Disappointed,Family
The Strait Club benefits,2.5,The Fullerton Hotel,2022,Singapore,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Good but not great.,Couple
Toilet had a heated seat.,2.5,The Fullerton Hotel,2021,Philippines,Premier Courtyard Room,Poor Quality for the price,Couple
"location was great, very close to Gardens by the Bay.",2.5,Ritz-Carlton Hotel,2020,Singapore,Deluxe Kallang Guest room with 1 King Bed,avoid peak period,Family
"room looking a bit tired. Room 2820 had water stains on the tables, ledges. Hair presumably left by the previous occupants.",2.5,Ritz-Carlton Hotel,2020,Singapore,Deluxe Kallang Guest room with 1 King Bed,avoid peak period,Family
